review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_emotion
Bogota,airport,T Carter,2023-01-24,All staff pretty rude and didnt speak any English Nobody seemed to want to help in any way Thats fine but I get to security and basically all I have is my wallet and a water bottle They snatch my water bottle and throw it away Very wasteful and rude Would have chugged it right there no problem Extremely annoying and frustrating way to end my time here in Colombia,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Los Angeles LAX,airport,A Miller,2024-01-06,Not inclusive to folks that need assistanc I waited over an hour before my flight started to board which they never showed up If you travel to LAX and need assistance dont expect help here I actually hurt myself worse because I could not get a wheelchair,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Vietnam Airlines,airline,E Bates,2025-03-31,The flight was just hours delayed but this was the smallest issue At the arrival I recognised my luggage is damaged a Samsonite USD one As a compensation they offered me USD I heard many people had issues with damaged luggage but compensation is actually nothing Cannot recommend to hand any luggage to them After checking with their customer service they insist on VND USD Never again Vietnam Airlines,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Fort Myers,airport,Chris Sullivan,2021-05-23,Staff were extremely rude Every part from ticketing to security to boarding all spoke down to us customers Very disappointed in the continued disrespect Security were also beyond slow I can appreciate good security but the airport wasnt busy at all and it took forever as they kept just taking their time,1.0,Negative,Positive,Negative,NEGATIVE,Negative,,2/4,Neutral
Mahon,airport,M James,2017-10-16,On going through security at Mahon airport we were met with security staff who could clearly see we were traveling with a young baby Never encountered this type of bad attitude before no respect rude and complete lack of care There is no need for this attitude,1.0,Negative,Positive,Negative,NEGATIVE,Negative,,2/4,Neutral
Preveza,airport,S Cadero,2022-06-07,Airport with the slowest and least professional staff ever Greece is beautiful I love its rhythms but here we are absurd planes in one day and the ability to wait hours to check in your baggage Once I got to the checkin desk I was asked to wait a moment am flight at am I waited minutes and asked what the problem was and the lady told to go to a colleague at another checkin desk Slow disorganized unprofessional staff Bad experience,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Tahiti Nui,airline,Richard Chen,2023-11-18,Shockingly bad service from this airline The flight was originally going to land at am and I took this into account when making other travel reservations Then about a day before the flight they told us it was cancelled and they put us on a different flight that would arrive hours later around pm Upon calling them Air Tahiti Nui offered zero compensation and said that even if I filed a claim nothing would likely happen I had to rebook my following connections out of my pocket,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tampa,airport,Gillian Crippen,2024-07-21,They were incredibly rude at TSA by the Southwest gate They wouldnt let me on to pick up my sons even though I had a gate pass They said the machine couldnt recognize my ID despite me flying all the time My ID and appearance match up Finally a supervisor came over after minutes looked at me and said ok The gate guy yelled to not get depressed over missing picking up my sons,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Sharm El Sheikh,airport,R Law,2024-05-30,The arrival hall was very good Quick and easy to navigate No issues The departure hall is a different story Rude police looking for a fight corrupt staff asking you to pay to get through quickly Shocking service and not representative of the airline standards I was shocked how much the security police looked for trouble,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Air Europa,airline,28 reviewsRobert Watson,2024-10-21,As a gold elite plus holder I can use the Madrid lounges The trip was uneventful until I got to Madrid airport having to wait one hour in a passport queue Then attempting to enter the puerta del sol lounge where the receptionist seemed to have taken on the role of an autocratic authoritarian prison guard The police checking passports are far more pleasant and civil they are decent people Where AENA recruits it staff from I have no idea but they must treat them really badly if they are this nasty,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Maldivian,airline,L Chen,2018-01-10,Male to Dharavandhoo They delayed our flight for almost hours for no apparent reason other charter planes of similar time and same destination left just fine Not only did we find out the delay very close to departure time but also the single departure terminal was almost EMPTY at some point so theres almost no excuse in not being able to provide the flight sooner since there were no other flights going on for a good minutes,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Dusseldorf,airport,Elaine Dijkstra,2024-08-07,We landed at and went directly to the bagage claim area There we waited and waited with no information about the delay of our luggage After minutes they announced that because of a staff shortage the moving of luggage was a problem We waited another minutes before we finally got our luggage,6.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Porto,airport,LC Suassuna,2024-07-27,Their wifi doesnt work at all I tried for hours at different spots and theres no mobile signal either Also due to their massive glass panels several gates are as hot as greenhouses So if your flight is delayed be ready to be in a sauna without the possibility of writing emails calling or texting someone doing any online work or watching any videos or streaming service either If it were possible to claim a refund of airport fees I would,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Lisbon,airport,Alex Nardini,2025-03-13,Sparse toilet facilities on arrival Disinterested staff grumpy jumped up securitycleaners with headphones oblivious to others Information desk unmanned Seating areas packed Wifi hit and miss Lane separation unnecessarily long at departures difficult for the elderly and infirm,3.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Blue1,airline,Eric Bateman,2011-12-07,Flew Stockholm to Helsinki Booked a business class flight through Eurobonus miles to find that there is in fact no business class and was in fact in premium economy The difference between this and economy on the minute hop comprises a glass of wine or a beer All pretty disappointing The plane was on time I guess,4.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Mykonos,airport,G Scoffin,2018-10-05,Very quick visit through this airport its small and gets very busy but I did not encounter any issues Bags arrived on belt within minutes was out in mins Check in efficient small duty free shop kiosk airside security staff polite Am embarrassed to witness how rude some passengers are when using this airport They dont use bins for their litter talk rudely to staff and have an air of arrogance It will never be Changi but it works for the short time you are there,6.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Akasa Air,airline,M Anitha,2025-03-01,Akasa Air staff was very rude I had worn warm clothes during my on going journey as February is winter my return flight was afternoon I had put warm clothes in cabin bag had food water with me they asked me to place purse along with cabin bag weight was one kg more I requested to consider but they never did I took away food had to throw they were ok with it charged me for kg Staff is very rude and not cooperative,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
SunExpress,airline,Anne Lynch,2024-10-03,Shocking airline None of the cabin staff spoke to us or greeted us on boarding When we arrived at Dalaman everyones luggage had been left at Gatwick including a wheelchair and childrens buggies I phoned daily twice a day and got no information or assistance The company has refused to pay compensation Never use this company,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Cleveland,airport,S Jeff,2021-10-23,I have been flying again for business and Cleveland Hopkins is the only airport where you can land and sit and wait minutes for a gate to open up Its ridiculous,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Vanilla Air,airline,K Harris,2018-02-22,Tokyo to Taipei We didnt get a chance to actually fly with this airline due to the fact that we arrived minutes late to checkin because of transportation problems unfortunately with this airline you cant checkin online The woman at the counter was so rude and refused to help us with anything and we had no luggage to check Not only did she refuse to let us check in quickly and run to the gate but she didnt help us look for alternatives and said they do not offer refunds,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Charlotte,airport,Evan Bailey,2024-07-13,The gate agents and customer service agents from American Airlines are pretty much the rudest and most unprofessional staff I have ever met They have no manners and are extremely rude to people throughout the airport This airport also I dont think has ever had a flight take off on time so its extremely inconvenient to be connecting through here I will try my best to never come through here again as well as never fly with American Airlines Waste of my time and money,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Chandigarh,airport,R Fernandes,2018-07-04,Even though the International flights to this airport are just a few the arrival of baggage is a nightmare IX SHJ IXC landed at delayed by minutes Baggage arrival Why such a delay,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Hong Kong,airport,Michael Murphy,2023-11-29,Shocking to find no city check in services provided both in TST and Central All city counters closed and I cannot find any online information to advise passengers accordingly,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Air Vanuatu,airline,Tina Hudson,2023-08-23,Our flight was cancelled when we were in the checkin queue The customer service was dreadful and there was no advice on when the flight would be reinstated We booked with another airline after realising that the flight would be grounded for at least three days the airline only has one plane We are still waiting for a refund The Air Vanuatu website says that the wait for refunds is indefinite,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Inverness,airport,M Thompson,2019-09-25,I fly into Inverness a couple of times a year lovely staff in the shops and cafes The security staff however are a different story they are rude aggressive and clearly unable to cope with busier periods They need customer service training I understand they have a job to do but there is no need to be rude,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Lagos,airport,T Laniyti,2022-10-30,This was my first time visiting my homeland and my experiences both on arrival and departure were disappointing The staff were all asking me for bribery starting from the carrier staffs till the immigration officers What baffled be was on my departure time the purposely didnt tag my luggage leaving it behind had to send my sister to retrieve my bag,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Aurigny Air,airline,Zaiga Valce,2023-06-03,I havent boarded just yet Flight was cancelled by the airline Been really looking forward to the flight as Im visiting my family that I dont get to see that often Whats shocking is that in order to change the ticket I need to pay even though airline is the one who cancelled the flight and customer service is not available On the phone queue for hours already and no answer Im lost for words Is there anyone at all who is willing to help or we just cash in these days Disappointed is just understatement,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Davao,airport,S Fletcher,2015-03-17,Davao City airport in the Philippines is spacious queues are minimal pre check in After check in you head upstairs to the departure area pay your departure tax and pass through security You then find yourself in a the domestic departure area where there is plenty of seating and TV screens Flight announcements are limited my flight was delayed by hours yet there was no announcement to advise,8.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Malmo,airport,Vanessa Holmes,2018-07-18,This is not a very friendly airport They should tell you what they define as liquids at the ticket counter toothpaste gel other toiletries that are not liquid It was really irritating to have to throw away things that Ive never had to throw away around the world And I used to work at an international airport Then you could put those things under before they are taken,3.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Albuquerque,airport,Anna Thompson,2019-05-24,This airport cant seem to handle the passenger traffic I was flying American on May my flight was delayed to the point that I wouldnt make my transfer I was bumped to the next day and the checkin lines were so incredibly long that I missed my flight the next morning and was forced to fly standby I have heard similar things from friends flying Southwest Airlines at this airport,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Maldivian,airline,L Chen,2018-01-10,Male to Dharavandhoo They delayed our flight for almost hours for no apparent reason other charter planes of similar time and same destination left just fine Not only did we find out the delay very close to departure time but also the single departure terminal was almost EMPTY at some point so theres almost no excuse in not being able to provide the flight sooner since there were no other flights going on for a good minutes,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Kigali,airport,Michael Mee,2020-02-12,I arrived a good hrs early only to be told that I could not enter the airport literally So I later found out whilst stood outside with the other few hundred misrable people that this is not operated like any other airport you literally can not enter heavy security and rude until they call you This can be hours sat outside Honestly baffling for such a forward thinking country a backwards airport,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
AirSWIFT,airline,Ruth Larkin,2023-10-26,Cancelled our flight from El Nido to Bohol at a weeks notice but there are no other options for this journey so had to spend an afternoon of our holiday completely changing itineraries Cant get to Bohol now lost money on hotel booking Gave no reason for cancellation and no its not bad weather Still havent refunded Would never book again being so unreliable,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Gdansk,airport,G Keller,2021-11-04,Health and safety rules are very loosely followed I was marked for a random check the one where they check your hands for traces of explosives The female security worker was not wearing her mask and I asked her to put it on before approaching me Since then she was plain rude to me and barked orders The two hand sanitizers that I could locate were empty When I looked around practically none of the staff were wearing their masks correctly even though it was crowded,3.0,Negative,Positive,Negative,NEGATIVE,Negative,,2/4,Positive
Breeze Airways,airline,C Borden,2025-04-01,Flight was scheduled to leave at pm After literally delays we finally took off at am and landed at am Absolutely no sleep after spending the night in the airport Could have gotten a hotel slept and then gone to the airport Security was actually open for the next day already Was offered no food or drink while we waited and all the stores were closed To add insult to injury was only offered points to use on another flight at the equivalent of Will never fly Breeze again,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Wings Air,airline,R Murlen,2024-01-07,Two times using this airline two times flights have been delayed Theres no information or communication with the passengers whatsoever First flight was delayed by hours and then we were in the tarmac for over minutes with no aircon in the muddles of the day Very old plane with not functioning aircon Second time plane has been delayed for one hour Avoid if you can,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Albuquerque,airport,D Heere,2024-06-15,This airport offers zero amenities to the traveler Probably the most boring place I have waited for a flight Old equipment at TSA slows progress in getting screened Few restaurants and even fewer bars Zero lounges and almost no place to charge a device Its definitely a miserable enough place that I would no longer consider a trip to New Mexico if it involves this airport,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Wings Air,airline,R Murlen,2024-01-07,Two times using this airline two times flights have been delayed Theres no information or communication with the passengers whatsoever First flight was delayed by hours and then we were in the tarmac for over minutes with no aircon in the muddles of the day Very old plane with not functioning aircon Second time plane has been delayed for one hour Avoid if you can,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Melbourne Avalon,airport,Melissa Atkinson,2015-06-18,I have never experienced such strictness in regards to carry on luggage I had not only my partners laptop bag but also my hand bag Has anyone ever had such ridiculous money grabbing methods used on them Not only will I never fly to Avalon I will never fly jetstar Very disappointed,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Fuerteventura,airport,T Kazenska,2024-04-14,Ryanair made us wait an hour in a queue with a passengers who had large luggage just to receive printed ticket for visa checks Annoying not fair We were really dissatisfied and disappointed,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Emirates,airline,C Hewett,2025-01-30,Bitterly disappointed in Emirates I was promised that I will get A Dubai Connect option in Dubai with my flight only to be told that I wont I have a layover of hours and my husband is on the same journey with the shorter layover yet he received Dubai Connect Never traveling with Emirates again,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Verona,airport,Eileen Fowler,2019-09-19,We travelled to Gatwick London with EasyJet It took almost hours to reach the Departure Gate No staff were visible Information was lacking No seats at check in area and few at the gate Overcrowded and inefficiently managed airport,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Toulouse,airport,Steve Cherry,2022-05-05,Dive of a place Avoid for tight connections they pointlessly make you collect your luggage boot you out of airside and then you need to check in and go through security again For no reason The shops are sparse the staffing is minimal and yet you have to walk for miles to get nowhere in a tiny regional airport,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Hamilton,airport,B Kemp,2018-03-03,I am a year old girl and this is my first time using this airport as well as flying anywhere by myself I arrived and got confused on where to go for my luggage I asked a security guard for help and he was honestly the rudest person I have ever met He sounded so annoyed that he had to tell me where to go instead of listening to me he got mad at me and wouldnt let me speak and began to yell at me Flying by yourself for the first time is hard enough without the airport personnel making it even harder,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Chandigarh,airport,R Fernandes,2018-07-04,Even though the International flights to this airport are just a few the arrival of baggage is a nightmare IX SHJ IXC landed at delayed by minutes Baggage arrival Why such a delay,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Carpatair,airline,P Nesbitt,2010-04-14,Rome to Constanta A slight delay on the second leg of the flight due to bad weather affecting the incoming connection Food Ok and service fine basically you got what you paid for and no complaints from me would use them again,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Buddha Air,airline,P Vartik,2019-10-12,Bharatpur to Kathmandu Flights are always delayed and you often cant even find online updates Basically you arrive to the airport in the morning and the delay can be anything from hours to,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Sharm El Sheikh,airport,R Law,2024-05-30,The arrival hall was very good Quick and easy to navigate No issues The departure hall is a different story Rude police looking for a fight corrupt staff asking you to pay to get through quickly Shocking service and not representative of the airline standards I was shocked how much the security police looked for trouble,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Arkia Israeli Airlines,airline,V Levy,2023-08-24,The flight got delayed over hours The gate was changed times without clear updates The flight attendants took rudeness and careless to a whole new level Unfortunately I have my return flight scheduled with them I have sent them a huge complaint and a refund request I prefer to fly any other airline with layovers to get to my destination than setting a foot again on an Arkia flight,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
FlyArystan,airline,Linda McPherson,2019-10-01,Almaty to Shimkent Was treated rudely at check in The first time we flew it was very cheap and this time we flew it was almost the same price as air Astana On one flight we had to wait Taras to Almaty Three hours because they lost a passenger and even get off and go back on the plane,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Providenciales Intl,airport,E Stamand,2023-04-27,The airport customs are very long over an hour long and it is very hot The departure was the worse when you arrive everything is fine until you get to security they take again over an hour Once you get into the airport has some small shops barely any seats and the floor is dirty old carpet Their is a nice outside plane spotting area though No WiFi Though this place sucks you cant avoid it if you want to go to Turks and Caicos because its the only international airport on the island,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
AirAsia,airline,G Han,2025-02-21,I booked five AirAsia flights for a trip across Southeast Asia and regret it Their hidden fees constant delays and lack of service make it not worth the hassle Every flight was delayed by at least an hour They enforce a kg lb carryon limit and charge per bag per flight if you exceed it which most travelers will Expect lastminute gate changes long lines bus transfers to the tarmac and boarding via stairs,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Leon Guanajuato,airport,Michael Pedziwiatr,2008-02-21,The service to get from airport to the centro district to Guanajuato is too expensive No options Just get on the taxi Last fall it was around usd This is an mile trip which takes minutes The bus from Guanaujato to San Miguel is about a one hour drive and cost about usd There should be alternatives at your airport Maybe a bus into town,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Fly540.com,airline,P Jalagi,2018-11-09,Nairobi to Mombasa Flight delayed without proper notification Was at the airport as early as to wait till pm with a child no compensation of even a soft drink Kept saying flight departs at pm yet it took another mins additional delay without any announcement,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Uzbekistan Airways,airline,Jim Ridley,2024-09-09,Checked in online but was unable to add checked baggage The cost if done through the app is euros for checked bags At check in I told them and showed them a screen capture of the apps error message They had me make a payment of euros I had no option but to pay this Its basically extortion,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Malmo,airport,B Carlson,2017-09-18,I nearly missed the plane to Romania due to extra passport check required apparently only for Romanian passports Moreover as it turns out it was not a passport check at all I basically had to wait in line with all passports all destinations just to get a hand made sign on the boarding card when I had no baggage to drop and my checkin was done online It was extremely irritating and time consuming no one knew anything as to why or what was behind it and it made no sense whatsoever,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
ViaAir,airline,Carson Higgs,2019-05-24,Not heeding the advice of all the bad reviews for this airline we purchased tickets given the good price We were notified the day prior to the departure that the flight was cancelled No explanation and just told a refund would be issued,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Malindo Air,airline,Hunter Nair,2023-12-18,Serious waste of money and service So late departure at pm Flight kick off at pm Better I can take late hours flight rather than at pm Seriously unprofessional at all All other flight can kick off on time whats wrong with this flight,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
bmi Regional,airline,B Marden,2018-11-22,Hamburg to Bristol Pretty much guaranteed delay again from BMI my route to work in Germany gets hit by BMI delays on outbound and return flights I have persuaded the crewing office to let me catch a train from Plymouth to London Paddington then Heathrow express to airport to avoid using BMI from Exeter or Bristol I will get there quicker by driving train an extra hour and a half go figure,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Chicago O'Hare,airport,Carolyn Fleming,2024-03-27,As a lifelong Chicagoan I was embarrassed at the lack of cleanliness outside the terminals at OHare Please power wash the sidewalks and paint structures Gum is stuck all over the sidewalk and its filthy Mayor Daley would never have put up with this I wish I had taken photos,4.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Tampa,airport,Gillian Crippen,2024-07-21,They were incredibly rude at TSA by the Southwest gate They wouldnt let me on to pick up my sons even though I had a gate pass They said the machine couldnt recognize my ID despite me flying all the time My ID and appearance match up Finally a supervisor came over after minutes looked at me and said ok The gate guy yelled to not get depressed over missing picking up my sons,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Shaheen Air,airline,Mohammad Arshad Khan,2014-02-14,NL Peshawar to Jeddah B Midwest Air Flight time was am but it was hour late and departed from Peshawar at am Flight catering was done in Peshawar The food was not so tasty and the toilets were dirty Staff were not friendly,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Aeromar,airline,M Meares,2019-09-02,Puerto Vallarta to Guadalajara Scheduled for first delay then then No staff and no explanation Now the screen reads Viva aerobus to Puebla at Still no staff and still no explanation I will never use this airline again,2.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Darwin Airline,airline,D Hiralal,2016-07-26,Left stranded in Geneva when Etihad Regional cancelled this flight to Florence An utter disgrace Their ground agency Dnata could not rebook nor refund the money They have no one from the company present in Geneva People who wanted to go to Florence same day took a train or drove Etihad Regional just dont have any planes when something goes wrong and no value for customers Will never fly them or their mother company ever again,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Hong Kong,airport,Michael Murphy,2023-11-29,Shocking to find no city check in services provided both in TST and Central All city counters closed and I cannot find any online information to advise passengers accordingly,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Eastar Jet,airline,K Tan,2019-04-10,Seoul to Jeju Firstly the flight delay more than half an hour Secondly very bad experience of turbulence The airline should announced the weather condition,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Europa,airline,28 reviewsRobert Watson,2024-10-21,As a gold elite plus holder I can use the Madrid lounges The trip was uneventful until I got to Madrid airport having to wait one hour in a passport queue Then attempting to enter the puerta del sol lounge where the receptionist seemed to have taken on the role of an autocratic authoritarian prison guard The police checking passports are far more pleasant and civil they are decent people Where AENA recruits it staff from I have no idea but they must treat them really badly if they are this nasty,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Houston IAH,airport,R Banes,2024-12-18,Terminals C and E are beautiful shopping centers with attached gate doors Seating and the inevitable waiting areas are lacking badly Designed to sell food and merchandise to travelers but not to accommodate their travel experience Disappointing manipulation from the expenditure of so much money for improvements,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Belavia,airline,N Balezheva,2021-02-10,Covid N Belavia My wife travelling on transit Belavia flights via Minsk was just not allowed to exit the airport even with negative Covid test so has to sleep in the airport tonight This is in a contraction with the resolution N regulating border control during pandemic period So think twice before booking Belavia tickets via Minsk,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Albuquerque,airport,Anna Thompson,2019-05-24,This airport cant seem to handle the passenger traffic I was flying American on May my flight was delayed to the point that I wouldnt make my transfer I was bumped to the next day and the checkin lines were so incredibly long that I missed my flight the next morning and was forced to fly standby I have heard similar things from friends flying Southwest Airlines at this airport,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
SkyWest Airlines,airline,T Waters,2018-06-03,Portland to Seattle Their policy counted a fishing rod as an extra item requiring me to check a bag through my final destination jeapordizing the contents of in the bag The lady scanning tickets was very rude and challenged the validity of my final destination I would never book a flight with Sky West,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Wings Air,airline,Doris Reichelt,2023-05-03,I was flying with my two little Kids Although according to Boarding Pass Boarding should have started at the Crew announced the final Call at When we asked why the rush they screamed at US If we want to fly we should get Info the Plne right now No Service at all by Ground Crew and very rude to all passengers,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Hamburg,airport,A Garstun,2023-12-29,Often hourlong lines for security and it never fails that one or more members of staff are rude The airport is quite small and easy to navigate but the impolite staff makes travelling through here an unpleasant experience,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Edmonton,airport,Marilyn Wnuk,2019-09-19,I am years old I was pulled aside for an indepth screening the lady who was screening me told my husband he could go ahead I said no I wanted my husband with me she thoroughly went through my bag with a wand what was most disturbing was how she would just throw my stuff around not even closing zippers or putting my liquids bag in the pocket it came out She was not very friendly my husband and I were shocked to be treated like this It was quite rude to be treated like this since I am an elderly woman,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Sydney,airport,C Liew,2024-11-02,Signage is never updated of the nearly hours delay even until boarding time Announcement was unclear of further delays Staff werent very helpful in providing clear information and blames airport or delayed arrival of delay Could be better trained in dealing with situation Toilets in airport dirty and messy Long long queues to enter departure hall Overall rather disappointed with our national airline and busiest airport,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Bergen,airport,A Sims,2019-09-23,This airport was very disappointing and frustrating to say the least Our original flight was canceled and rebooked for the next day at am We had problems checking in and locating the gate since it was not located on the departure board We couldnt find one person working after leaving security It was like the airport was deserted Security told us the gate would be in E somewhere We heard by passenger word of mouth which gate it would be I will not be using this airport again,4.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Austin,airport,T Kemp,2023-03-11,Im from Austin and the bathrooms didnt used to be this dirty Since Covid Ive traveled per year and the bathrooms have consistently been getting dirtier Even just now theres water all over the floor multiple stalls have no toilet paper theres one stall that was too gross to mention soap and water all over the sinks and mirrors Please fix this so Austinites can go back to being proud of our airport,7.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Melbourne Avalon,airport,Melissa Atkinson,2015-06-18,I have never experienced such strictness in regards to carry on luggage I had not only my partners laptop bag but also my hand bag Has anyone ever had such ridiculous money grabbing methods used on them Not only will I never fly to Avalon I will never fly jetstar Very disappointed,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Air Tahiti Nui,airline,Richard Chen,2023-11-18,Shockingly bad service from this airline The flight was originally going to land at am and I took this into account when making other travel reservations Then about a day before the flight they told us it was cancelled and they put us on a different flight that would arrive hours later around pm Upon calling them Air Tahiti Nui offered zero compensation and said that even if I filed a claim nothing would likely happen I had to rebook my following connections out of my pocket,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Buffalo,airport,Reem Bazzouu,2025-03-24,The nonacceptance of cash at any in airport store is so irritating Leaves a bitter after taste when all the advantages of this small airport are ended with cashiers yelling we dont take cash Dont you like American dollars,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Gdansk,airport,Daniel Tewdros,2022-08-22,Airport Security very bad was a big queue take as more than hour to pass through no speaking English shouting and screaming all the time with out no reason They dont let us priorities to catch our flight and we miss our flights Straight away they remove us from airport with out any help during to rescheduled our flight down stairs,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Dallas Fort-Worth,airport,Cassandra Reiter,2024-11-13,Was told multiple times that our luggage was put on a flight we switched to MULTIPLE times by multiple people They did not They were put on our original delayed flight that overlapped with the boarding of our last flight and they were not moved in time If we were just told there was no guarantee we would not be so upset Rude staff and unclean conditions make this airport one of my least favorites,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Turin,airport,Alec Don,2019-12-29,Turin does passport checks for departing passengers The service is absolutely appallingly slow Please get your act together Turin airport border service,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
ViaAir,airline,Carson Higgs,2019-05-24,Not heeding the advice of all the bad reviews for this airline we purchased tickets given the good price We were notified the day prior to the departure that the flight was cancelled No explanation and just told a refund would be issued,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
