review_name,review_type,passenger_name,review_date,review_text,rating_value,review_classification
Malawian Airlines,airline,Marius Henkel,2017-08-11,"Dar es Salaam to Lilongwe via Blantyre. Both legs on a Dash 8 Q-400, the seats still have the same colors as Ethiopian and information is displayed both in English and Amharic. Booking and online Check-In both go through the website of Ethiopian and are smooth as long as the standard Android browser is not used. Baggage Drop Off at Dar Airport is also handeled well and staff is friendly (turns out to be the crew of the flight). The flight leaves Dar at 7:45 in the morning and takes 2 hours to Blantyre, during which a hot breakfast is served. My preordered vegetarian option included hashbrowns, beans, greens and a grilled tomato. Surprisingly tasty. The aircraft is as noisy as a turboprop is but in a good condition and clean. The crew is friendly and welcoming but I could feel, that Malawian is a small airline and not so experienced as Ethiopian for example would be. Flight to Blantyre was on time, stopover quick (40 minutes, onward passengers can stay in the aircraft) and the short hop to Lilongwe also on time. Putting the flight in a nutshell, as Malawian is a small airline with only 2 aircraft (Dash 8 and 737-700) and only a handful of destinations in East Africa, the flight was surprisingly good and I would fly them again!",8.0,
Malawian Airlines,airline,F Harle,2016-11-15,"Johannesburg to Lilongwe via Blantyre. Very impressed with Malawian Airlines. On time departures and arrivals, excellent food served, both outbound lunch (chicken) and return breakfast (fried eggs), lovely coffee and generous baggage allowance. Crucially, Ethiopan Airlines (the part owner) has timed the flight with an early morning departure from Malawi such that a large majority of passengers were connecting on our flight in Johannesburg onto regional Southern Africa routes and donestically within SA (whereas SAA schedule from Lilongwe would require an overnight stay in Johannesburg) - clever scheduling. Both flights nearly full. No entertainment or music onboard.",8.0,
Malawian Airlines,airline,G Thain,2016-04-11,"Lilongwe to Dar Es Salaam Joke of an airline. Quite possibly the worst managed company ever. Zero customer service. They changed our flight about a month before trip, because they changed their flight schedule (because they felt like it I guess?). It completely screwed us over because we had already booked a connecting flight as well. But instead of fixing the problem they berated us made it seem like it was our fault. The only thing we got was a promise to sit business class, but guess what? We get to the airport and, of course, no business class for us. These guys are lazy, incompetent and have no clue how to manage a business. I highly recommend flying with a different airline if at all possible.",1.0,
Malaysia Airlines,airline,D Quimar,2025-03-20,"We were flying from Penang to Jakarta and connecting in KL. Our flight from Penang got delayed and when we got to KL, we only had 45 minutes before departure of the Jakarta flight. The lines at the immigration counters were long and no staff was there to assist. We had to ask passengers ahead of us at the immigration line to let us through if possible as our flight to Jakarta was only a few minutes before take off. When we got to the boarding gate, I asked the staff why no airline staff was at immigration to assist. They said, they cannot do anything as immigration is by the government.",1.0,
Malaysia Airlines,airline,Glenn Taylor-Biffen,2025-03-14,"Vegetarian meals were served as requested. Pleased with the 36"" extra legroom seats and cabin crew were good. Asked for G&T which was rather potent but had no cause to complain. I was offered another one with certainly helped with sleep on this thirteen hour duration of the second London bound flight. Flight arrived half hour early and baggage unloaded efficiently.",10.0,
Malaysia Airlines,airline,Glenn Taylor-Biffen,2025-03-14,"Selected vegetarian meals for these flights and they were provided as requested; quite tasty too! Very pleased with the extra 36"" legroom seats (despite the costs) but confusion appeared to reign with the seat numbers - fortunately, the cabin staff were okay and we laughed it off. However, despite your spouse (who also requested a veg meal suggests you swap seats on the long haul, it certainly makes a flight attendant frown - we're both the same surname btw) Now, given what happened with the Singapore Airlines incident in bad turbulence last year, does it really warrant a ban on hot drinks due to an odd bump or small bounce? The second flight was great, but leg room was a bit tight. However, thank you to the attendant who asked the woman in front to realign her seat because I couldn't get my tray table down.",9.0,
Malaysia Airlines,airline,47 reviewsJohn Rolfe,2025-03-05,"Check in at KLIA was quick, once we found the new Business Class Check in. As the new aerotrains are not yet commissioned, Business Class passengers are transported to the satellite terminal by a fleet of Mercedes EQS electric limousines and very nice they are too!! We used the Golden Lounge in the satellite terminal, a good choice of food was available but disappointing that the buffet food was luke warm and a bit concerning from a food safety perspective. Boarding was slightly delayed and the flight was then further delayed while they waited for connecting passengers coming from Denpasar. Flight eventually departed around 40 minutes late. My wife and I were seated in seats D and G, both with direct aisle access, much needed on an overnight flight. The meal service was disappointing, I had the tenderloin, which wasn’t! and the vegetables were poorly cooked, my wife had the chicken which she was also disappointed with. I have been using Malaysian Airlines for about 30 years and this was my first poor experience with the catering. For the first few hours of the flight over the Bay of Bengal, the flight was very turbulent and they were unable to serve coffees, etc. No fault of the Airline. Cabin crew service was however very good as usual. The toilets were also kept very clean and stocked throughout the flight. Flight arrival into LHR was further delayed due to air-traffic congestion over Turkey so we finally arrived around 40 minutes late. No queue at immigration at T4 and the bags delivered promptly. Overall a slightly underwhelming flight on Malaysia Airlines, hopefully the catering was a blip as the airline offers a good product and reasonable pricing into the SE Asia region.",6.0,
Malaysia Airlines,airline,Sam Shan,2025-03-03,"The cabin crew on my recent Malaysia Airlines flight were exceptional. During boarding, the lead crew in red colour is standing at the gate to warmly welcome all passengers with a great smile, the crew demonstrated a level of hospitality that exceeded my expectations. 1>. The lead crew manager in particular stood out, helping the team with economy class drink service even after finishing their duties in business class. This showed impressive leadership and teamwork. During the meal service, the crew team carefully put ice in the cup. They remember my request. As the economy class toilet is full of passengers, the lead crew member guides me to use the business class toilet.  The announcement is very clear with a warm feeling of hospitality in dual languages. I ordered a special non-vegetarian meal on my flight, and I was thoroughly impressed. The chicken dish with Malaysian sauce was delicious - I would rate the meal quality as 5-stars.The boarding process is smooth and well organized.  The web-check in is easy to use. My flight is from Bangkok to Singapore via Kuala Lumpur. I can get two digital boarding passes from digital check-in without any system issues. The auto-checkin feature is available too. This aircraft does not have IFE as it is a 2 hours 20 mins short haul flight. However, all passengers can connect to MH studio by their own devices. There are many entertainment selections from movies, TVs. The only reason I don't rate five star is to compare with Singapore Airlines, Emirates, and those global premium carriers that provide IFE for all flights. However it is value for money for the level of entertainment I received. I would not hesitate to fly with Malaysia Airlines again and would highly recommend the airline to others.",10.0,
Malaysia Airlines,airline,N Maziq,2025-03-01,"I had an extremely disappointing experience with Malaysian Airlines during my flight on 7 December 2024. At around 2 AM, while boarding in Perth Airport, I was harassed by the ground staff simply for carrying a 3kg laptop bag in addition to my hand luggage, the staff insisted that I could not board with two items. I pointed out that several other passengers were carrying two items, yet I was the only one targeted. My friend, who had no hand luggage, kindly offered to take my laptop bag, but the staff refused this reasonable solution. To make matters worse, the supervisor of the Perth Airport ground handling team rudely harassed my friend, telling them to board immediately or risk missing the flight. She then gave me an ultimatum, demanding that I choose within three seconds which bag to take—or be denied boarding. I was forced to leave behind my Samsonite handbag. After filing a formal complaint, I was met with zero accountability from the airline. Instead of acknowledging their unprofessional behaviour and poor customer service, they dismissed my complaint, claiming they were simply following procedures. Not even a basic apology was offered.",1.0,
Malaysia Airlines,airline,47 reviewsJohn Rolfe,2025-02-27,"Check in at Penang quick and easy and only small queue at security. Used the Plaza Premium Lounge, ok but nothing special. Flight boarded slightly late but the boarding process was well managed. Cabin was clean and included the latest short haul business class seat, comfortable and ample legroom for a short flight. Even on a 45 minute flight business class passengers get a hot meal, in this case chicken satays, which were very tasty. Flight landed on schedule and baggage already on the belt by the time we had walked from the gate. Good experience with Malaysia Airlines.",9.0,
Malaysia Airlines,airline,47 reviewsJohn Rolfe,2025-02-27,"Check in at LHR T4 was quick and easy and minimal queue for security. Business Class passengers on Malaysia Airlines have access to the Qatar Airways lounge, which is excellent and we enjoyed a nice light breakfast before the flight. Malaysia use A350-900 for the flight to KL and my wife and I had chosen seats D and G meaning that both seats have aisle access. Malaysia Airlines cabin crew are some of the best in the industry and as always the service was very good. The meal service starts with signature satays, followed by smoked salmon, for the main course I tried the Malaccan-style seabass fillet, very tasty. An area where Malaysia Airlines could improve is in the in-flight entertainment, the choice of films is quite limited and well below the standard of airlines such as Emirates. Flight arrival into KL was 30 minutes ahead of schedule, which left quite a long transfer time for our connection to Penang. The Malaysia Airlines lounge in the domestic departures area is ok, but can get very busy. Our onward flight to Penang was on an B737-800, one of the upgraded aircraft with new business class seats and WiFi based entertainment system, which you use with your own device. We did not use this for such a short flight. We were impressed with the service on this 45 minute flight, which included a small hot meal. Arrival into Penang was on schedule and the bags were delivered promptly. Overall a great couple of flights with Malaysia Airlines.",8.0,
Malaysia Airlines,airline,3 reviewsD Masil,2025-02-27,"Kuala Lumpur to Kuching return on Feb 2025. Overall vey satisfied with the experience. An exceptional service by the friendly cabin crew. The airline offers an exceptional value for money. The economy class cabin very clean and features new seats and wi-fi entertainment using own device. The food is good for a domestic flight. In both sectors, boarding by groups and strictly follow. The ground staff is good but can be better. For one and half hour flight am not complaining.",10.0,
Malaysia Airlines,airline,Peter Smith,2025-02-24,"At the time of booking my flight I paid the extra fee to book my isle seat which was 27D. A few days before my flight on the 26th January 2025 I decided to go online to check everything was ok with my flight. I noticed that my seat booking had disappeared from my account, so I sent an email along with a copy of my receipt which showed my seat reservation to Malaysian Airlines asking them to rectify the problem. They replied saying they would respond within 14 days, so the next day I phoned their office in Hong Kong, They were as useful as a chocolate fire guard! A couple of days before my flight I logged in to my account and paid around £35 for an isle seat which was a rip off in the hope of getting a refund later. As soon as I made the purchase I got an email from Malaysian Airlines saying they were sorry for the inconvenience they'd caused me and that they would refund me MYR 120.00 within 14 to 21 days. I had to send them yet another email pointing out that they owed me MYR 189.75. Malaysian Airlines still haven't paid me the money they owe me, nor have they replied to any of my other emails.",1.0,
Maldivian,airline,24 reviewsS Shetty,2023-10-21,"The check-in staff was very helpful and I had a smooth check-in process. I received an aisle seat in the exit row with loads of legroom. However that is where the good part ends, the aircraft was not very clean and the inflight service consists of a juice, nuts and the thinnest bar of Cadbury Diary Milk chocolate you will ever see. They did not seem to have any menu for purchase as well. After spending 2 hours in the Domestic Terminal at Male where nothing is available to purchase and then going through a 2 hour flight with nothing to eat is not the best experience. There is a single attendant on the flight who passes by once to hand out the food and once to take the trash. The experience is certainly not comparable to domestic flights in Asia and a tad disappointing especially given the premium prices in Maldives. The good thing is that the flight was absolutely on time.",5.0,
Maldivian,airline,24 reviewsS Shetty,2023-10-21,"Check-in was efficient and the staff is helpful and the flight is on time. The seats have good leg room and compared to the previous flight was cleaner. However the on-board experience is a let down. I had taken a 5 am flight which was the only way to make it in time for my onward flight to India. The hopping flight is 2 hours long and after waking up super early to make the flight, one would expect at least a sandwich or something for breakfast. Unfortunately all they offered was the usual choice of a juice or water, a small packet of nuts and a thin bar of Cadbury dairy milk chocolate. After having flown with them earlier, I was prepared for a sub-par experience and had carried some snacks. Keep in mind that the Fuvahmulah airport is essentially just one room with no shops. so if you are taking this flight, plan to carry food etc.",5.0,
Maldivian,airline,R Corden,2018-07-19,"Older Dash 8 but comfortable and good leg room ( but very noisy) Departed on time , friendly sole flight attendant , juice and water on offer and great views of the Atolls , they were organised , friendly and have pride in their brand and country , can't ask for more than that. A bit pricey but no competition I guess",8.0,
Maldivian,airline,L Chen,2018-01-10,"Male to Dharavandhoo. They delayed our flight for almost 2 hours for no apparent reason. 3 other charter planes of similar time and same destination left just fine. Not only did we find out the delay very close to departure time but also the single departure terminal was almost EMPTY at some point, so there's almost no excuse in not being able to provide the flight sooner, since there were no other flights going on for a good 30-60 minutes.",1.0,
Maldivian,airline,F Shameel,2017-05-25,"Male to Kooddoo. I was travelling by Maldivian in 2 sectors on the same day. But the airline does not provide a fly-through service. The staff at check in counter was able to give the seat I requested for. The flight was delayed but there was no announcement or indication by airline on the delays. Three other Maldivian flights were also delayed that were scheduled to depart almost the same time as my flight. They made an announcement for 2 of the flights and gave an estimated departure time for the other. Ground staff are relatively inexperienced and naive with no sense of accountability in attending to customer. The aircraft was clean and well maintained but extremely hot. The cabin crew gave a wet tissue. Seats were very packed with limited leg space. There was no inflight entertainment or catering. The cabin crew announced the restriction of any electronics or mobile phones and clearly mentioned that ""the mobile phones must be swtiched off through out the flight"". There was an inflight journal which I have read in my previous flights. For more than 1 hour I just sat up and did nothing, just waited for the aircraft to land. Seats were fixed upright and cannotbe reclined. Cabin crew served packet juice and water. No food, light meals or snacks such as sandwich, peanuts available even for purchase in the flight. Overhead speaker was not clear at all and didn't understand most of the announcements. The flight was very noisy and they offered ear plugs. Maldivian has a long way to go in meeting it's customer needs. Lack of competition is the the upside and downfall of this airline.",4.0,
Maldivian,airline,1 reviewsP Sanawan,2016-05-15,"Maldivian from Male to Kaadedhdhoo return. To reach my resort I needed to take domestic flight from main airport to local one. Before the flight I was escorted to the lounge to relax.  The flight was delayed due to rain and traffic at airport. The domestic terminal was small and crowded. The aircraft parked at remote bay so we needed to walk for boarding. The aircraft was new and clean. The seat comfort was okay for small aircraft, I was put in the front row. The flight attendants were helpful. They served newspaper but only in Dhivehi. After take off, the flight attendants offered juices and water. The flight took 1 hour I really enjoyed the view of atoll through my window seat. The take off and landing were so smooth. The return flight was not much different, only huge delay.",8.0,
Malindo Air,airline,CAU Untari,2024-03-09,"First time and will be the last time flying on this flight. Booked a 09:30 flight but still waiting for the flight even at 13:30. This is ridiculous. I would rather pay more than having my 2yo baby to wake up early just to wait in the airport for 5 hours. Better pick AirAsia, Scoot or Citilink.",3.0,
Malindo Air,airline,Hunter Nair,2023-12-18,Serious waste of money and service. So late departure at 6.55 pm. Flight kick off at 8.35pm. Better I can take late hours flight rather than at 6.55pm. Seriously unprofessional at all. All other flight can kick off on time what’s wrong with this flight.,1.0,
Malindo Air,airline,D Thompson,2023-12-14,"My first time flying with Malindo (now Batik Air). Fabulous experience, smooth checkin, luggage included. Friendly attentive staff. Much more comfortable seats that either Air Asia or Jetstar. Good pricing. I have already booked another 2 flights. Impressive economy airline. 5 ⭐️ for the price you pay.",10.0,
Malindo Air,airline,21 reviewsA Raja,2023-11-20,"I recently had the opportunity to fly with Batik Air Malaysia and my experience was a mix of satisfaction and simplicity. Batik Air is known for providing basic services without the frills, and it certainly lived up to that reputation. The seating arrangements on the plane were comfortable, but don't expect any luxurious features. The seats were standard with enough legroom for a short to medium-haul flight. However, the absence of in-flight entertainment and limited amenities made the journey quite straightforward. For those who prioritize a no-fuss travel experience, this may be a positive aspect. One notable issue was the apparent lack of thoroughness in the cabin crew's safety checks during the landing phase. It was concerning to observe that the crew did not seem as attentive as one would expect in ensuring that all passengers were securely seated and that all items were stowed away properly. The usual announcements and visual checks were noticeably absent, creating a sense of unease among passengers. Safety is paramount in air travel, and any oversight during critical phases of the flight, such as landing, is a cause for concern. It is imperative that the cabin crew conducts meticulous checks to guarantee the well-being of passengers. This lack of attention to detail on Batik Air raises questions about the airline's commitment to ensuring a safe travel experience.",4.0,
Malindo Air,airline,T Alwan,2023-07-12,"Worst experience with Malindo Airline (Batik Airline). They scheduled our flight without any notification. We know on Malaysian airport that out flight has been rescheduled from Malaysia to Nepal. don’t know what is a actual issue but they just said technical issue to us, the flight was cancelled from Malaysia to Kathmandu, and our transit time increased from 3 hours to 17 hours. We were around 12 passengers. Initially, they made a drama about providing accommodation, but after more than half an hour discussion, they finally gave us food and accommodation. And in morning I knew that there way more than 5 Nepalese passengers, they didn’t get any accommodation or facilities. I would not recommend Malindo Air or Batik Air based on this experience. And the service was OMG can’t able to explain.",1.0,
Malindo Air,airline,N Walshan,2023-02-27,Worst airline ever. They don’t give you food or water. You can’t even buy on plane. Service were terrible. Plane has no Tv monitor or charging station. Seats are really bad but you still pay lot of money.,1.0,
Malindo Air,airline,S Han,2023-02-13,"Disappointed with the service from the airline. First after touch down in Kuala Lumpur, we waiting for our baggage to be on belt for one hour. And when asked the ground staff, no answer was given and they are not sure was is happening. After going home with our luggage, during unpacking, realised that our luggage cracked. Have been traveling for so many times, this was the first time we encounter this problem.",2.0,
Malindo Air,airline,Ravi Sockalingam,2023-01-27,"I was originally scheduled to fly from Singapore to Kuala Lumpur. Due to operational constraints Malindo cancelled the flight and put me on flight the next day, which would be useless for me as I was attending a family wedding and would be reaching after the wedding is over. They refused to give me a refund but instead gave me a credit which is really unbelievable. when I called customer service they refused to give me a refund for an issue that was entirely Malindo's.",1.0,
Malindo Air,airline,S Draper,2023-01-01,I didn't have high expectations from Malindo Air but despite this my flight was a disappointment on various fronts. New Year's Eve is not a busy time to fly and as expected the flight was only 60% full. The crew made a good first impression but the flaws started appearing early in the flight. Both lavatories had not a drop of soap in them and the crew confirmed they have no soap at all. The temperature inside the cabin was very cold and if this wasn't bad enough the air conditioning was blowing at full force. This was true even once we landed and waited to disembark. The onboard meals are reasonably priced but they come with only one a 350 ml water. The menu doesn't display prices for water bottles (only soft drinks) The cabin was clean and the crew provides good service.,4.0,
Malindo Air,airline,J Shaw,2022-12-16,"Their customer service is non-existent. When tickets were purchased in July for my upcoming trip end of Dec 2022, my credit card charge vs tax invoice received did not match. They did not send me tax invoices for extra luggage. Since their e-ticket does not have any luggage info, I wanted the receipt. Numerous emails & calls to customer service, this issue remains unsolved after 4 months plus. I finally had to dispute charges through my credit card company. My kids are coming later on the same airline & the departure time has changed twice. This is impacting our bookings in KL. I tried to call them & was on hold for 2 hours & no one picked up. I finally hung up. After reading all the reviews, I pray we will actually depart as stated.",1.0,
Malmo Aviation,airline,J Stalhammar,2013-07-08,From Gothenburg Sweden to Stockholm Sweden and back the same day. A 45 min flight. I'd developed a fear of flying from avoiding flying for 10+ years. Before boarding I talked to the staff about this and they were very nice. Very nice and considerate. Perfect takeoffs and landings. My advice for those in a similar situation would be: tell the staff. Don't rush be in plenty of time and tell the staff. I had a very pleasant flight they served coffee tea or water with a small brownie. Hot miniature towels afterwards. Very attentive and polite. Highly recommended.,10.0,
Malmo Aviation,airline,Toomas Käbin,2013-03-12,Flight TF026 Gothenburg - Stockholm Bromma. Attentive professional FAs comfortable seats papers for free good in flight magazine on time clean plane smooth boarding and disembarkation clear safety announcements good sound system. Best of all a small meal for free with coffee/tea/soda and a chocolate candy.,10.0,
Malmo Aviation,airline,Michael Kleven,2010-07-27,Traveled from Copenhagen to Corfu. On then first trip the plane had no aircon/ventilation - it was incredibly hot until airborne. Same problem on the trip home 14 days later at 37 regrees on Corfu. But this time the plane had some time technical problems and was 20 hour delayed - we waited more than 7 hours in Kerkyra Airport with little or no information. When the problem with the plane was fixed we even had to do at stopover in Spilt (Croatia) increasing the flight time home with 1 hour and double the hot non vetilated time in the plane on the ground. On the return trip there was not enough water onboard and people had to buy soft drinks ($4 piece - no free water despite the problems with ventilation. My worst airline expirience ever!,0.0,
Malmo Aviation,airline,Peter Hornischer,2009-09-09,BMA-MMX one way. The flight was comfortable with professional and friendly staff. The free food and drinks served onboard were top quality. The central location of Stockholm Bromma was very advantageous for our city break but check-in and boarding was a hassle. Check-in closes 10 minutes before departure which means that half the passengers were cramming at the check- in desks in the last minute. Free seating onboard the plane resulted in more cramming after the security because everyone wants a good seat. It was a real circus! In my opinion 20 min check-in deadline instead of 10 min and allocated seats instead of free seats would have been optimal.,8.0,
Malmo Aviation,airline,Mikka Harkonen,2007-06-29,UME-BMA economy. This little Swedish airline brings back what flying used to be in the good old days. The flight was an 1 hour short hop between Umea (a small city up north) and Bromma (a tiny central airport of Stockholm) in an Avro RJ. Plane was clean and flight attendants nice - free newspapers (Aftonbladet and some in-flight magazine) followed by a coffee service a free meal (sandwich fresh orange juice and chocolate cake)! Before landing we were given hot towels and sweets.,5.0,
Malmo Aviation,airline,René Turandot,2007-06-24,My first experience with Malmö Aviation flying from Stockholm-Bromma to Malmö. Cheap fares friendly cabin crew comfortable aircraft free meal and coffee on that domestic flight. Do you recognize SAS? You're right it isn't SAS. It is Malmö Aviation.,4.0,
Malmo Aviation,airline,Paul Jacobsen,2007-05-30,Malmö to Stockholm. I rebooked on Malmö Aviation due to SAS strike in Sweden. What a sharp contrast to SAS! Check-in was painless using the self-service machines. Flight was operated by an Avro RJ100 with comfortable seats and sufficient legroom. Cabin crew was efficient and smiling. But the nicest touch was the free snack on board: tasty roast beef sandwich orange juice coffee/tea. I was rather impressed by the cabin service on this 1-hour-flight. The only negative point is the free seating policy; as usual it resulted in a free-for-all at boarding. Malmö Aviation is a very nice niche airline and I would strongly recommend it.,0.0,
Malmo Aviation,airline,Patrik Nordin,2006-10-04,Stockholm Bromma to Malmö Sturup. Very friendly cabin crew and good service. This is the only airline in Sweden that serve free meals during domestic flights. The plane were clean and the seats were of standard model. I will fly with Malmö Aviation whenever I go to Stockholm again. Best domestic airline so far.,0.0,
Malmo Aviation,airline,Patrice Cleeren,2003-08-15,Brussels to Stockholm and return. They land at Bromma very close to the city small and friendly airport. Check-in staff and cabin crew were friendly and helpful. Plane was a BA 146 with 6 in one row instead of 5. Look a little old inside. Nevertheless good value for your money. Cheap fares and drinks and snacks at good prices available on board. We will fly them again when we go back to Sweden.,0.0,
Mandarin Airlines,airline,Nok Him Chan,2019-11-05,"Hong Kong to Kahsioung. A quite nice flight It was my first time flying an Embraer jet. I know it is small, but the seat is comfortable and wide. A delicious hot meal was served in a 60 mins flight. The crew is friendly and fluent in English. The only bad thing is that the flight was delayed for 2 hours.",8.0,
Mandarin Airlines,airline,G Ball,2016-07-29,"Not a lot to say really as the Mandarin Airlines flight from Hong Kong to Taichung was only about an hour. It was a pleasant experience though, nice staff clean plane and comfortable. Just a snack for refreshments, nothing to complain about would be happy to fly with them any time.",7.0,
Mandarin Airlines,airline,Robert Siebers,2015-10-26,"Flew Mandarin Airlines (an ofshoot of China Airlines) from Taichung in Taiwan to Hong Kong. Check-in, although relatively quick, was a problem in that my baggage seemed to weigh 29 Kg and the counter attendant was adament that I had to pay excess luggage. Explained to her that my luggage had weighed 20 kg a week earlier flying to Taiwan and there was no additional items. She would not listen and in a loud voice repeated her call for me to pay extra. Fortunately, my Taiwanes colleague who was seeing me of noticed that when I took by luggage of, the scales indicated 9kg. She reset it and my luggage now weighed 20 kg. She was not graceful about her mistake. The flight itself was pleasant, reasonable leg pitch, a nice wrap for breakfast with good coffee, and pleasant staff. Will fly this airline again, but will be wary of wrongly set luggage scales.",7.0,
Mandarin Airlines,airline,6 reviewsGraeme Bray,2015-08-10,"Decided to fly this route to mainland China instead of my usual HKG. Flew from TSA-KNH return, on what seemed to be a new Embraer E195. This airline is the domestic offshoot for China Airlines and the English language version of their website is a simple cut and paste from the international airline. However the baggage allowance for domestic Taiwanese flights is only 10KG, so I had to really point out that the English information states 20KG and after some trouble, I was able to fly without having to pay extra. Despite that, the actual flight to and from Kinmen was quick, comfortable and care free. Only a snack and water was served on the flight but it was only 50 minutes long so it was not an issue. I was pleased to have been given the Emergency Exit row on both flights too, handy being the taller westerner that I am. Except for the baggage allowance issue, I can not find fault with them.",8.0,
Mango Airlines,airline,F Ameer,2021-08-03,"This airline canceled my flight for August 3rd the night before we were supposed to fly out with no email, no text. If we didn’t try checking in the night before there would have been no way of knowing. Instead we had to pay $800 each with a different airline last minute to fly between Johannesburg to Cape Town in SA. The customer service is absolutely terrible. When we called for a refund they said over the phone, no problem, just send us an email and we will work on your refund. I’ve been emailing the customer service representative, for the last two hours who will only give me credit.",1.0,
Mango Airlines,airline,Angelo Van Wyk,2021-06-15,"Disgusting experience with Mango. The had delayed our flight 2 times on 28 April and eventually cancelled our flight 30 minutes before boarding and we were already at the airport ready to check in. This caused us to miss many appointments during the day and now left us stranded at the airport and the Mango office at PE airport was closed. No one offered any help or advise from mango and their phones just kept ringing without answer. We then had to book at the airport with British Airways to get home. Mango did not send any reason or apology for the flight that was cancelled at the last minute and have not even provided a solution or offered to refund us for the flight we paid for! Earlier that day after holding on the line for an hour and a half, I got through to a very rude agent to ask them why the flight has been delayed and she provided no details other than saying its for operational reasons. Needless to say that our original flight to PE was a nightmare as We pre-booked paid seats on the website when making the booking in January and we were not given our seats where again a very rude agent told us ""Sorry. the flight is full"". They assigned seats at random. We did not even sit together, we were given two different seats. Disgusting Airline and the most unprofessional people it has ever been my misfortune to deal with. It has now been 2 months since I requested a refund and they keep ignoring my emails and every time I call, I am told to send an email.",1.0,
Mango Airlines,airline,P Kamarzal,2021-06-07,"We were in shock after we arrived at the Airport that the Mango Flight was delayed by 4hours after checking in which means we had to hang out at the airport until departure. Why couldn't they notify us earlier. I was exhausted as I had to get up at 4am to get to the airport at 8 as my flight was at 8:45 After sitting for almost 4hours I went to catch my flight after I read last boarding call. We were told initially that we had to depart from C which is downstairs, when I get there I was told changed to A which is upstairs. When I get to the right location 3people were at check in and I was told I cannot go in as the 155 or 154 passengers were already on the flight) I was asked what seat did I book and I even showed my boarding pass) but was told sorry I can't get in. It was 12:15, the plane only departed at 12:30. I asked for the Supervisor who we 1 if the 3 staff and his argument was that it was an administrative issue and he already submitted the admin work and all the registered passengers were already in. I called the call centre immediately and the agent asked to speak to the Supervisor, He said out loudly and arrogantly that He will not speak to anyone. Mangos calls are recorded, he then left whilst I was still panicking as I had already been sitting at the airport since 8am. I followed him to the Mango offices and the lady who he complained to was even more arrogant and unprofessional. She kept insisting that I am giving her the wrong reference number even after showing her my email confirmation and my boarding pass with that same reference number. After a while she asked for my ID number, why couldn't she ask me for the ID number in the first place. I called Complaints spoke to an agent and kept pleading for assistance as I had work appointments that day and I had every right to be emotional. She took my details and said she will investigate, she called back informing me that the consultant was helping me but apparently I had attitude. After a few minutes I was told that if I want a flight with British airways at 3 I need to go back to the same Agent who 'apparently' was assisting me. Mango customer care were suddenly closed and I was told by another staff that I need to wait till the Agent comes back. So I proceeded to British airways and the Consultants there were excellent and went the extra mile by giving me a seat with extra room space. I had to hang around the airport for another 2 and a half hours and only got to Dbn at 5. British airways staff were kind and excellent and the gentleman who sat a seat away from me seeing that I was emotional kept checking on me. Mango I hope and pray that this never happens to any other Client. After reading all the other complaints I realise that you do have staff with no integrity nor respect nor compassion. I am a frequent flyer and guaranteed I will never fly Mango again.",2.0,
Mango Airlines,airline,N Laws,2021-06-01,"Worst airline ever! We had a 6 hour delay without any warning. Terrible service, worst experience ever! They offered no compensation and no explanation as to why there is a six hour delay",1.0,
Mango Airlines,airline,1 reviewsJamie-Lee November,2021-05-02,"Myself, my husband and our 2 small kids arrived at Cape Town International airport on Tuesday 27th April departing to Durban. After checking in and taking our suitcases we were advised that we will not have a flight home on Sunday 2nd May. I had checked on both my departing and return flights before leaving for the airport and everything was confirmed, no notification of cancellation. When I asked why I was not informed I was asked “don’t you watch the news?”. I was then sent to customer care and I was told there was nothing they could do to help me and that I have to book a flight home with another airline. The attitude of the staff member was disgusting and extremely unhelpful. I spent the entire day on Wednesday trying to get hold of somebody at Mango with no success, on Thursday I was told they don’t know anything and can’t confirm if they will be flying. I had no choice but to book with another airline and fork out R3800 which I had not budgeted for. Today I received an sms stating my flight time has changed so I called to advise I have already booked with another airline and cannot cancel. I was abruptly told that I would have to accept a voucher as Mango never confirmed my flight was cancelled despite what I was told by staff at both airports. They ruined a family holiday we had been looking forward to for months. They affected my job as I had to request another leave day. Their staff have no empathy and should not be working in customer services. What am I supposed to do with a voucher? The least these people can do is extend the validity period of the voucher. I have no intention of travelling again in the next 3 months. I could barely afford this trip with all the issues caused by them. I will never ever book with this airline again! Please people, do not book flights with this airline.",1.0,
Mango Airlines,airline,Rehelda Williams,2021-02-26,"This is by far the worst airline ever. Not recommended. Even if their flights were for free. No sense of customer centricity. Upon bag drop off, more than two hours before departure time, they inform me that my flight had been delayed with 3 hours. This is completely unacceptable. I would like to know what recourse there is for this unprofessionalism.",1.0,
Mango Airlines,airline,T Malusi,2021-02-19,"I think it is unfair what Mango did to us in December the initial booking was for March 2020 but due to lock down could not travel we booked flights To Cape town and 2 days before travelling we received sms confirming that our flights were cancelled and we tried following up and found out that flights were on certain days and at that stage we could not cancel or reschedule Accommodation but instead booked another airline. I personally fell that because Mango inconvenienced us, the voucher was supposed to be valid for a year not 6 months cause at this stage we not planning to travel and with Covid its worse the money was already used to book another airline and due to that I would like Mango to look into that.",3.0,
Mango Airlines,airline,Duanne Haywood,2021-02-04,"Absolutely disgusting attitude from flight attendants. Hardest landing I have ever experienced and I fly a lot! But most of all the attitude from the flight attendants were disgusting, will never fly with them again, first and last time! No wonder their flights are so cheap, because they can't afford proper training or actual staff that want to be there and love their job.",1.0,
