review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,under_token_limit
Beijing Daxing,airport,J Wills,2024-04-18,Efficientish lots of empty desks and machines but we moved through OK The travesty is the business lounge which is abysmal am no decent coffee pre packaged soggy danish pastries and beef curry offered as the hot option No champagne Just terrible,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,True
Dallas Fort-Worth,airport,Duane Walters,2024-07-17,skytrains passed Lots of people waiting Horrible Terminal C to terminal A wasnt that long but really One would think its efficient and quick the airport was packed Was good on the s but more people travel Time to do a major overhaul Bathrooms were few and far they are tiny or stalls and urinals so have to wait for someone else to get done before you can Will not be a choice in the future to fly through Dallas anytime soon,1.0,Positive,Positive,Negative,NEGATIVE,Negative,True
Seaborne Airlines,airline,Melissa Hodge,2019-03-13,Seaborne double charged my credit card in January for a booking I have been reaching out to seabourne airlines via telephone via emails and I visited their reservations counter in Puerto Rico since mid January without success To date no one has contacted me or provided any information regarding the above mentioned double payment All I have been receiving is an automatic email response wish is unsatisfactory It is unfair to me to have to incur credit card fees because of a mistake made by Seabourne Airlines,5.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Tigerair,airline,Ivan Tompkins,2019-10-01,Sydney to Brisbane Absolute disgrace of an airline Cancelled flight Best option they could give was a flight days later No good if you have a connecting flight Will definitely not use again,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,True
Air Niugini,airline,Lauretta Trinchero,2023-07-21,I have booked many flights with Air Niugini In the specific case my flight from Honiara to Port Moresby has been Rescheduled hrs later Because of this reschedule I will not be able to catch the last flight from Port Moresby to Goroka and also be obliged to pay an Hotel in Port Moresby I have written times to AirNiugini Customer Service for a refund no answer I was told by friends that this happens very often We are big travellers EPS and its important to give the message that this company is totally unreliable,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,True
Caticlan Boracay,airport,M Flores,2023-06-18,We were informed that there is a delay in our departure time it just fine as we had more time to take our last pictures very good in the part of Air Asia When we arrived at the terminal for departure in Caticlan take note they have different arrival and departure terminals the state of the area was extremely poor As if it is just a huge bus terminal in EDSA Poorly ventilated not enough seating capacity I was taken abackconsidering this is Boracay tourist attraction in the country and I can imagine the revenue that it is generating for the country NAPAKA PANGET NG DEPARTURE AREA Local Etrike drivers are earning more than k or more net on a lazy a day can you imagine how much is the government is getting form the tourism business and yet the terminal is awful,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,True
Aruba Reina Beatrix,airport,J Jay,2022-12-26,This airports organization is a disaster Expect to wait in numerous disorganized lines for up to hours before you get to your gate New this year is a Fast Track service where you pay a fee to get through the lines I guess the long lines are by design to make extra cash They were working hard at making the departure experience better for US tourists I guess that ended when the new fee for service program came into play The employees either dont know securities procedures or dont care They give you the wrong answer to simply questions They are super nice and helpful when you arrive but could care less when you are leaving Never transit here on Saturday Sundays are getting overcrowded as well probably because of the time of year Terrible airport experience Only bonus is clearing US Customs so you dont have to at home but some of those agents are just down right nasty and obnoxious,2.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Luxair,airline,E Garsene,2023-08-16,Terrible experience Luxair used to be one of the better companies to fly with Even though they are slightly more expensive you could be sure to receive adequate service and food included with your tripin recent times the planes have gotten more and more late and the personnel does not seem to care to communicate with people anymore My most recent flight they decided without communicating with us to leave some luggage behind at London City Airport and leave However before boarding I heard the lady at the boarding picking up the phone and saying oh no I guess she knew but was too afraid to tell people about their personal belongings not being included in the flight We were never informed had we not gone to the lost luggage counter at our destination airport Then at the counter of the destination airport they promised us thst our luggage would be coming the following day We have been waiting for them to get in contact with us and have been stuck on hold on their service line for Hours How is this even acceptable We have no reassurance about our luggage If we check their luggage tracing page is even says that our luggage has not been localized how come Is it no even save and secured at their airport and where even could it be,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,True
Athens,airport,Jan Peter Lundevall,2024-06-17,Positive Duty free areas upgraded to expected standard Access to public train to avoid cash gauging taxis Negatives Main departure area is often congested too small Lack of clear signage and thought out flow design Poor service staff process often cause delays,5.0,Neutral,Positive,Negative,NEGATIVE,Negative,True
Barcelona,airport,A Ellah,2024-11-08,Awful experience at passport control which seems to be a common theme Absolutely disgraceful female official at passport control who was so disgustingly rude and spoke to me like a child She gave the impression she couldnt care less about her job or her representation of her people and her country to a tourist Aside from this the airport seems to be poorly organised with a poor selection of food options poor wifi and very few sockets available for charging electrical devices,1.0,Negative,Negative,Negative,Negative,Negative,True
Melbourne,airport,B Hallam,2024-09-28,On th September our plane from Dubai landed at am On exiting the plane we found toilets very small and run down mens toilet with just cubicles ladies toilets hidden some distance away around a corner totally inadequate for hundreds of people disembarking Massive queues starting well before the dutyfree area Electronic passport checking initial set of machines were randomly refusing to issue tickets to many people about No border force staff monitoring the machines that were malfunctioning No clear directions as to how to queue having been rejected by the machines Hundreds of very tired people milling around trying to figure out what to do next After progressing for about mins border force directed us to the non residents queue where overworked staff processed us quickly once we reached the counter Arrived at baggage carousel and many bags had still not arrived including ours mins after disembarkation Finally picked up our bags and found another huge border force queue snaking around the carousels with one staff shouting directions from a distance Finally that queue seemed to speed up and we finally emerged hours after disembarkation Followed signs for taxi rank and discovered Uber has taken over the original taxi rank and we had to walk right the furthest queue after the buses to find the taxi rank,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Bodrum,airport,Sharon Heffernan,2024-10-07,We departed from Bodrum Airport decided to try get some food Theres hardly any eating outlets what there is are extortionate we looked at chicken burgers but at we decided against it bottled water was also expensive Surely lowering prices would encourage people to buy,2.0,Negative,Positive,Neutral,NEGATIVE,Negative,True
Azerbaijan Airlines,airline,Khanifa Akhmedova,2022-12-20,I will never purchase a flight ticket from them again as they are irresponsible Refusing to do a refund now and theyre telling me they cant find me in the system Basically lost my money and voucher because it is expired,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Mexico City,airport,J Sheare,2022-11-16,Unquestionably one of the worlds worst airports to transit in particularly of you have to change terminals I came into T on AM and flew out of T on AF Its so poorly conceived its beyond belief Why theyd have AM in T and all of the SkyTeam partners in T necessitating an absurdly long difficult transit is simply absurd You need to clear customs then recheck your bags walk one football field to get the train to T Once you get to T its another football fields to get to your airline check in desk and then more to the gate Complete nightmare Once in the terminal you can find plenty of small bottles of water for USD and Mexico world cup kit for USD all well above market prices in most of tye world and certainly in Mexico This place is a shameful disgrace and avoid at any cost,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Air India1437 Reviews,airline,N Kajit,2025-03-18,The airport check in process is a nightmare The weighing machines at the check in counters have kg error I trust this is a planned scam I know this because all my bags were weighed more than the actual weight I had an international connection from New Delhi and when my bags wemore weighed again at the Delhi International airport they weighed kg less for each bag If the payment for excess baggage exceeds INR than the payment machine stops working and the passenger is asked to pay in cash Then the invoice printer stops working So at the end of the day you will be wrongly charged for excess baggage weight you will need to pay in cash and dont expect to get any receipts for the payment Being elite or business class customers will not change the unprofessional and frustrated attitude of the airport check in staff,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Kaliningrad,airport,Gert van Dijk,2009-08-09,Kaliningrad airport is currently undergoing reconstruction so it might have improved after this review The only way to get out of the plane is by stairs They use one set of stairs per plane Expect long queues at check in usually there is only one desk per flight available Before customs the airport has bar restaurant souvenir shops and small chemist After customs there is one bar and a duty free store Prices are decent but the quality at the restaurant requires a Russian stomach in to appreciate the food Make sure to use the toilet in the plane before landing after landing before customs there is only toilet The other toilets before customs are dirty and smelly There is an information desk but they only speak Russian There are enough taxis available choose a registered taxi with a sign to avoid being ripped off There are no other means of transport bus lines or trains to leave the airport The sound installation in the terminal is lousy In combination with the poor English of the announcers announcements are incomprehensible Security is pragmatic and efficient There is an xray and metal detector when entering the airport,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,True
Bandar Seri Begawan,airport,John Lee,2020-02-20,Very small airport There is no food to buy except for a small run down cafeteria with hardly any choice For an international airport this is not acceptable Wifi access is only for an hour and is very intermittent,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,True
Catania,airport,J Kostopoulou,2024-11-26,The airport is filthy the toilets are disgusting the people working there are rude no real duty free for travellers outside the EU very limited options on food and drink and if you pass the passport control is even worse Just an even overpriced kiosk that didnt accept card and of course no ATM in sight Hospitality at its finest not You should put A LOT of work to come anywhere near to being a fully operational airport,1.0,Negative,Negative,Negative,Negative,Negative,True
Scoot,airline,R Wajeski,2025-04-03,My flight from Singapore to Berlin was abruptly canceled From the moment my flight was canceled Scoot made no effort to help me get home No rebooking no alternative options I was stranded When I called their customer service I was told that my case would be escalated but no one ever got back to me Not a single email not a call not even an automated message Before this mess started the ground staff at my previous airport assured me that someone in Singapore would assist me Had I known this was a blatant lie I never would have taken that flight to Singapore in the first place Instead I ended up stuck at the airport with zero support and no way home When I sought help from Scoots ground staff in Singapore I was met with rudeness indifference and unprofessionalism Scoot proudly claims to be a proud sister of Singapore Airlines but this is clearly just empty marketing When I asked to be transferred to a Singapore Airlines flight so I could get home I was told Thats not possible Scoot did not provide any assistance no hotel no food no transport I will never fly with Scoot or Singapore Airlines again Not only do they not care about their passengers but their complete lack of professionalism and compassion is appalling I wouldnt recommend this airline,1.0,Neutral,Positive,Negative,NEGATIVE,Negative,True
Providenciales Intl,airport,K Stumpf,2021-07-26,Totally understaffed much too small to handle the traffic Everyone was crammed in which is very unsafe in covid times The staff are apathetic and rude They are intermittently enforcing mask rules if they see someone they want to pick a fight with Others including their own employees are left maskless no problem Security guard has her mask on her chin and she was supposed to be the force enforcing these rules What a joke They dont enforce social distancing at all They squirt cheap cleaning fluid on your hands and think this is a safety measure There are hundreds of people in there and one tiny restaurant to feed them all It was over degrees in July in this place This place is unsafe and needs help But they cant seem to help themselves as they are so mean to the tourists bringing in the cash Ill not be going back,2.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Air Moldova,airline,John Henderson,2021-11-18,Air Moldova cancelled my flight days after taking money out of account I found it really difficult to get anyone to engage with me and eventually they offered me a voucher to the ticket price I refused this as I do not intend to use the airline ever again they said there is a penalty to take cash refund so I would only receive,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,True
Montego Bay,airport,Tom Kelso,2024-06-30,To be clear MBJ is destroying tourism in Jamaica Absolutely the worst airport Ive ever come through Rude lazy incompetent and impossibly slow staff Ive been through this airport about times and its consistently bad in both directions If you upset any of the security staff real or imagined on their part they will slap your boarding pass with the dreaded SSSS and they will aggressively screen you for extra security during the boarding process Seen it happen to many travelers multiple times Todayss latest debacle was the ground crew filling the plane with fuel in the WRONG tank causing a lengthy delay for the flight since they had to call the plane manufacturer for a procedure to fix the issue It would almost be funny if it wasnt so consistently BAD If they fix it well be back but well be spending our vacation dollars at other locations until they fix this mess of an airport Not holding our breath though,1.0,Negative,Negative,Negative,Negative,Negative,True
Lion Air,airline,S Tamara,2024-01-09,Worst airline there is No matter where you go with them in indonesia rules are always different One time kg the other kg which makes you pay every time Obviously kg for a check in luggage is not enough at all Always late cancelled or problems with the airplane Ridiculous company really We did take it a few times in indonesia booked in advance and it was horrific Nearly missed a connection flight because they are late We took flights and no was on time My knees touch the seat in front of me not a bit it is pressed against it the most uncomfortable airplane No water or anything is provided on the flight if it is or hours you do not even get sip of water The air hostess do absolutely nothing the entire flight they sit around on their phones They work minutes before take off and minutes after landing,1.0,Negative,Negative,Positive,NEGATIVE,Negative,True
Jetstar Airways,airline,M Lawes,2025-01-02,Sat on the tarmac for four hours just to be told the international flight was going to be cancelled and to come back tomorrow Flight was delayed once again and we sat on the tarmac for mins the next morning Return flight was also delayed Got offered water once on a hour flight it was warm Offered us nothing more than voucher for all this trouble Never want to fly with them again but I had already booked another trip by this point They wouldnt let me use the voucher to pay for luggage They then tried to say my transaction hadnt gone through and tried to make me pay twice for the already overpriced luggage fee A carry on sized suitcase weighing less than kg cost,1.0,Positive,Negative,Negative,NEGATIVE,Negative,True
Stockholm-skavsta,airport,Scott Xi,2019-09-21,Unfortunately the airport is not good to travel from or transfer Even though the security check was quite fast for multiple flights around the same hour it was hard to find a seat or area to rest while waiting for the plane And the staff are not very nice to passengers asking for directions Toilets in and out the checkin area are dirty and so small you cant enter with small bag when you travel alone its problematic as you cant leave the bag out with someone else I dont recommend this airport,2.0,Negative,Negative,Negative,Negative,Negative,True
Prague,airport,C Barker,2025-04-02,Staff appeared blunt and rude unwilling to help Lack of smiles and kindness within Security checks is at the gate therefore you cannot relax knowing you have to go through the stress of checks after getting to the airport At the security checks staff are once again blunt and demanding For example shoes have to be taken off if wearing anything other than trainers No toilets past security checks therefore you have to try not to wee on the floor When asking if I could go as this was not described prior was told I would have to be escorted there This adds to the already uncomfortable atmosphere of the airport Unfortunately you have to fly to and from here to experience Prague but overall a very unsatisfied customer,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Washington Dulles,airport,Jim Burton,2023-09-15,I made the mistake of flying international out of Terminal at Dulles Thursday evening flight I arrived at pm There are meant to be four restaurants but two of them Wolfgang Puck and an oyster bar were boarded up closes Carrabas was open until they told me the bar was closed Bracket was the only place to get a beer left and they have exactly zero electrical plugs On a long international flight you need power I ended going to Volo Vino which had a plug horray but not beer or spirits just wine I knew Dulles was a terribly managed airport but this experience takes the cake There were thousands of people in the terminal and nearly zero places to sit down and eat Dont ever ever fly international in or out of Dulles Its like its stuck in time from The reason I rated it instead of or is because it was clean There are plenty of places peddling their wares of course but thats about it If you do get stuck flying out you might consider bringing along a Sherpa and some oxygen Its not the airport staffs fault either its management,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,True
Condor Airlines,airline,H Wardon,2025-03-12,I recently had to cancel a flight with Condor Airlines over two months in advance due to my wifes pregnancy We provided a doctors note stating she was unable to travel yet we were told that only taxes would be refunded despite their website stating a cancellation fee for trips canceled days prior This crucial detail was buried deep in their page terms and conditions making it incredibly misleading Customer service was unhelpful and unwilling to assist When I requested to speak with a manager I was denied with no explanation Condors lack of transparency and rigid policies make it difficult to trust them If youre considering booking with them be aware of their policies and poor customer service,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,True
Eastern Airlines,airline,M Thompson,2024-02-27,hour flight departed and arrived two hours late resulting in a missed rail connection and an unanticipated night in Paris Airline offered no help and took no responsibility their response made clear that they will only do the legal minimum for their customers I will never use them again,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Denver,airport,R Rajacich,2023-10-30,A terrible awful ridiculous airport Virtually unmanageable Youd better have a minimum of two hours to make a connection anything less and youll be running Food choices lousy bathrooms disturbing Tons of construction but not a single actual worker I have been spoiled by the airports in Minneapolis and even Albuquerque Flew out of LaGuardia in NY which was pretty fabulous in every way We will never fly through Denver again no matter what we would have to do to avoid it Even LAX is a dream by comparison They really ought to be ashamed,1.0,Negative,Negative,Negative,Negative,Negative,True
Las Vegas,airport,D Keares,2024-07-16,This airport is disgusting The bathrooms are filthy with urine and unworking flush mechanisms Floors throughout terminal appear to rarely get swept or mopped Im amazed the airport can pass a foodservice inspection We ate breakfast at the wendys and the seating areas and tables had spilled drinks and food all around the dining space Trash overflowing It seems the cleaning crew are non existent or inept Avoid this airport at all cost Tsa was friendly and efficient but the rest is a zero,4.0,Negative,Positive,Positive,NEGATIVE,Negative,True
Chiang Mai,airport,Sarah Hansen,2019-12-07,Worst airport ever Arrived for a pm flight to Hanoi Have flown domestically out of Chiang Mai a dozen times Assumed there would be a similar level of food outlets in international as domestic There is nothing You can buy minute noodles and a soft drink No restaurant no fast food no bar Travelling with a hungry cranky child,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,True
Air Greenland,airline,N Han,2020-08-15,I booked my ticket at Air Greenlands website in Dec for a planned holiday in Sept Small planes and infrequent flights thought Id better book early So much has happened since then with Covid Im trying to refund or rebook this expensive ticket they pointblank refused First they said they were not processing any ticket changed dated after Aug and asked me to contact them again in mid Aug Now they said since my ticket was not bought after Apr they will not rebookrefund I am not even allowed in Denmark how am I supposed to take the flights Most airlines offer free refund or rebooking of international flight tickets Not Air Greenland,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,True
Luxor,airport,M Doray,2010-12-28,Arrived at pm for a pm flight Long queue for security just as you walk in the door before check in I accidentally left more than ml liquids and my laptop in my bag but they didnt detect it in the chaos My wifes belt set off the security metal detector alarm but the security staff were busy looking elsewhere in the chaos and didnt notice Check in lines were another long wait Passport control only had staff on so another min wait there My son wasnt visible to the passport control officer but that didnt stop his passport being stamped by an officer clearly in a hurry The policemanofficer who checks that you have a passport stamp before moving to the next stage couldnt find my stamp but the queue was so long he just waved us through not checking any of our passports There are more duplicated security checks to get to the gates but this was equally lax and might as well not have been there The fellow supposed to be watching the xray screen was talking to his mates We had minutes to rest at the gate before boarding It looked like a modern airport but in the chaos and queues we didnt get to see it Tip get there early expect chaos and with that in mind you cant be disappointed,2.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Eritrean Airlines,airline,S Sharma,2008-01-15,DXBASMDXB times now Each time the flight is supposed to be fully booked no matter how much in advance you book And invariably seats are confirmed hrs before the flight Inside there are always about empty seats Once they said fully booked for days then hrs before confirmed the seat Then later rescheduled the flight by hrs then cancelled it Food is rather average though cabin crew is friendly Once Business class has seats a side No special food for Business class,0.0,Positive,Negative,Positive,NEGATIVE,Negative,True
Antalya,airport,Ruben Turner,2024-09-01,So expensive Yes I know that airports are known to be expensive but this was astonishingly expensive euros for a cab of beer The restaurant we ate at was unpleasantly busy and when we finally got our food when we were about to sit down this random woman and came and took our chairs and then other people had to give their chairs to us which quite frankly is disgusting behaviour The queues are massive and the landing from the flight wasnt the best Its a pretty bad airport,2.0,Negative,Negative,Negative,Negative,Negative,True
Jetstar Asia,airline,M Lanssen,2024-01-12,I am reporting what the Jetstar Airlines did to my flight The travel Agency in Sweden where I booked and paid my whole ticket already confirmed my flight And I checked it and all set confirmed and done After weeks the Jetstar Asia changed the flight schedule and they want both my travel Agency and The Jetstar to confirm the changes on my flight and I did it As I checking in during my flight schedule The Jetstar Asia pending my flight without knowing that I have to pay and they charge me a total of philippine peso at the airport I have no other option because they dont want to confirm my flight I asked them what is the payment for It is for the Change of your flight REALLY Do I need to pay for the Airlines cancelation or Change flight they did I already accepted the option they gave to confirm the changes but they never specified that I need to pay for that action It should be refunded instead of Charges I asked them what happened to my original flight they said it is already canceled I am so disappointed and discouraged,2.0,Positive,Negative,Neutral,NEGATIVE,Negative,True
Atlanta Hartsfield,airport,Sarah Land,2024-11-10,I travel a lot and have never experienced the rude disgusting treatment like the TSA Atlanta When I tell you those women spoke so bad to us I was in disbelief They get away with it because we are on limited time and cant risk missing our flights Its so bad you want to come hours early just so you have a moment to ask to speak to someone higher because its so bad they deserve to know the disrespect the travelers that help pay their salaries are just sick of it I travel too much to be spoken to or watch other people be spoken to like dogs Never in any airport in this country or outside of this country have I come across the sheer disrespect I have in Atlanta If it were easier to drive to a whole other state to leave from I would Who is their boss do they not monitor how their staff in TSA treats people Does no one get trained in proper customer service,1.0,Negative,Negative,Negative,Negative,Negative,True
IndiGo,airline,A Cahim,2025-03-29,The customer service is the worst minimized and skeletoned wherever possible even where there is no point in maximizing profit The onboard entertainment systems are taped off to not be used they randomly reassign the seats that customers had reserved months ago and refuse to even consider reassigning a comparable seat and when a small but very precious battery dropped out of my bag inflight i was first misled by security and later by the ground staff at the gate while the plane was still at the airport with misinformation by extremely bored and nonmotivated staff then later i was told by my ongoing flight ground staff that since the plane has already left the battery has been thrown away already Really horrible service will be the first and last time that i fly with them,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,True
Kuantan,airport,Quek Keng Guan,2010-04-19,Used Kuantan airport last week flying Firefly from Singapore to Kuantan return It is a small single storey domestic airport which has check in counters eatery outlet before immigration and a special holding area for Club Med guests Bought a taxi voucher from the airport to Hyatt Hotel for M Taxis in Kuantan are non metered and reasonably priced Once passed immigrations there are only immigration counters there is a small shop and a eatery outlet Prices were times higher than the malls Only the arrival hall and boarding areas were air conditioned There are scheduled flights a day between Kuantan Singapore and KL,3.0,Neutral,Positive,Neutral,NEGATIVE,Negative,True
Zakynthos,airport,Graham Bush,2018-10-13,Had assistance at airport on the whole this was ok Was taken through cheack in then to duty free and on to gate through the last passport cheack to the gate area Normally you are told to be back at the gate if you go shopping mins before flight but when we went to go and get our duty free we were told we were not allowed back into airport so me and my party could not get anything I told the assistant I wanted duty free but she took no notice and did not explain the situation to us,5.0,Positive,Positive,Neutral,NEGATIVE,Negative,True
SmartLynx Airlines,airline,H Bouchra,2023-09-22,As Canadians we were proud that we could find a direct flight from Montreal to Las Vegas Why not encourage a new airline that we have never tried before we said What a mistake that was Lynx Airlines should be ashamed of themselves for all the stress and anxiety that it caused its customers We were stuck in Las Vegas because your floor agents do not know their Canadian immigration rules Before even flying Canadians to the US you should make sure to train your people and to teach them the rules and laws months pregnant I was travelling with my husband to Las Vegas and back with Lynx The morning of checkin we presented my husbands papers valid Canadian open work permit and expired visitor visa to Canada The agent at the front desk did not let us checkin saying that my husband is not allowed to go back to Canada without a valid visa This statement from the airline is wrong a person who has a valid Canadian open work permit an expired Canadian visitor visa and has travelled only to the US is allowed to reenter Canada by air Being months pregnant this lack of knowledge from the airline caused me so much stress and anxiety that it was not healthy for my unborn child We had to find a workaround to come back home to Montreal and ended up paying for an extra hotel night and food The minimum Lynx couldve done is reimburse us the leg that we missed because of their ignorance All the extra charges that we paid return leg to Montreal Taxi from Airport to hotel Food at Las Vegas Airport Extra night at hotel in Las VegasThis review will be shared on all possible websites including google so future customers are aware of the unprofessionalism and lack of knowledge and sympathy of this shameful company,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,True
Taba,airport,John Treacy,2007-11-19,Small airport with arrivals and departures in this one terminal single story building It appears to be geared towards purely charter airlines for those wishing to visit some of the nearby Egyptian resorts but is close enough to be used as an alternative to gain entry to Israel at the Taba crossing point Very limited in regard to facilities In departure it has two toilets one small duty free shop selling tobacco and alcohol two snack bars and a couple of shops selling typical tourist tat Only one gate No announcements and no boards to look for flight information You are called forward for departure Typical Egyptian officialdom why have two people to do a job when ten can do it Security checks are worrying Big gaps that really need to be addressed which if someone was so minded could lead to a significant incident without too much effort,2.0,Neutral,Positive,Neutral,NEGATIVE,Negative,True
Lanzarote Arrecife,airport,M Veen,2023-05-08,What a joke of an airport Starting with the checkin process which was shambolic An extremely rude member of staff shood away around people in such a rude manner The crime that us and all these people had committed well it was queuing at the desk that was stated on the board After creating this chaos she soon reopened the same desk and told half of the already frustrated people to rejoin which caused anger when we didnt move as they couldnt figure something out Lots of angry punters voicing annoyance at such impotence committed by the rudest person Ive ever seen at any airport let alone an employee Security was fine though Next up was queuing for boarding my god what cretin designed this airport You had to queue to cutting across the main concourse of the airport blocking everyone up and next to toilets Next up is the bus now the bus doubles up as a waiting room A hot nasty waiting room Eventually we all boarded and were told it would be minutes until we go anywhere Awesome news Why board us then you complete cretins All in the worst run designed and run airport Ive ever experienced,1.0,Negative,Negative,Negative,Negative,Negative,True
Precision Air,airline,Muhumed Diriye,2024-05-24,I flew with Precision Air twice and I had a very bad experience I flew Nairobi to Dar es salaam they didnt specify there were two stops at Kilimanjaro and Zanzibar I only realised when I boarded There was Hours layover for my next flight to Moroni Comoros There was no assistance no direction just standing in the arrival of Dar Es Salaam Airport The second from Moroni through Dar Es Salaam was the same Worst Airline I will never ever fly with them again,1.0,Negative,Negative,Negative,Negative,Negative,True
Yaounde,airport,Ray Minhas,2011-12-18,Yaounde is extremely disorganised and dysfunctional Its hot and humid and there is no AC Upon arrival all flights exit through one security area At this point a lady from the Ministry of Health stops random passengers checking their Yellow Fever certificate At the customs desk lines form for visa stamps this is extremely slow Getting baggage out of the airport is also chaos as airport staff want to check baggage tags against passenger Again not everyone is stopped I wouldnt recommend a taxi there are a lot of touts Departure is equally frustrating no clear signage so always confusion Need to pay a departure tax Then you go to a window in the departure hall and give the CFA to a woman who will stamp your ticket After this you need to fill out a departure form and have your passport stamped Once you arrive at your gate your handcarry luggage is hand checked as are you Then you can proceed to your flight There are no announcements so make sure you know where youre going Not the worst airport Ive been to but difficult all the same,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,True
LC Perú,airline,Zihao Fu,2018-05-06,It is a return trip from Lima to Cusco In the outgoing trip LC Peru cancel the flight and give me the ticket for the next flight hours later without any reason and explain In the returning trip The flight was cancelled At the boarding gate and ground service we were told there are bad weather But in the cancel certification the reason is operational reason On that day Mar the weather was perfect and almost all the other airlines operates normally I have send email for refund or the explain twice but there are still no reply,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,True
Air Italy,airline,A Kalamatis,2019-09-10,New York to Catania via Milan We flew business class on the way over on this trip Service was okay Food was not great Upon arrival despite having priority tags on our bags my bag never showed up in Sicily There was no way to contact anyone at Air Italy and they only have person who manages lost and found bags No compensation or return upgrade was offered I had to spend every day trying to track my bag and spend money to replace things A complete waste of precious vacation time We arrived on Saturday afternoon and I didnt get my bag until Thursday afternoon we left Italy a few days later When I inspected my bag I realized they cut through sections of the bag even though there was a TSA lock and I gave them the code They also went through my belongings for no reason my original tag with name and information was still attached Everything was just shoved back in haphazardly It was also impossible to get a hold of anyone on the phone used the US toll free number you wait on hold and then the system hangs up on you They really had a negative impact on my vacation and cost me a lot of money,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,True
Jordan Aviation,airline,A Farhi,2021-09-04,The most unprofessional airline I have no idea how they are in business I booked my trip through an agency otherwise I wouldve booked via Turkish Airlines since it comes out to be the same price as this awful Jordan Aviation I have a teacup poodle that always travels with me in cabin I made sure that he was able to travel with me and made arrangements in advance not to mention his ticket price was more expensive than mine Upon reaching the airport the Jordan Aviation counter told me they dont accept pets in to the cabin and he must go into cargo I pulled up their website and showed them their own policy and they said the rules have changed sorry we didnt update the website and the system and our colleague must not have been aware of the rule changes or else you wouldve been informed How is that even my problem too bad you call yourselves an airline and cant even modify or update your terms and policies After having no choice I had to call a nearby pet store and beg them to send me a hard cage with a taxi to give my poor kg dog to the cargo They are an unprofessional nightmare anywhere else in the world they wouldve been sued for such incompetence and the audacity they had sorry nothing we can do about it The airplane was old dirty and uncomfortable And they still havent updated their website or policies,1.0,Negative,Negative,Negative,Negative,Negative,True
Shanghai Hongqiao,airport,6 reviewsSun Xiaoou,2021-02-01,The traffic of Hongqiao Airport is very convenient It is very close to Hongqiao high speed railway station There are two subways and many airport buses There are many selfservice checkin machines in the checkin area of Hongqiao Airport which is very convenient There are many counters open at the manual checkin so there is almost no need to queue up but the service attitude of the staff is general The queuing time of airport security check is too long There are many restaurants after security with free wifi Airport Arrival triage is very good People without checked luggage can take another channel to leave quickly But its not good to wait a long time for luggage The design of the arrival exit is narrow and crowded,6.0,Positive,Positive,Neutral,NEGATIVE,Negative,True
Denver,airport,C Newton,2024-12-23,Stuck here for multiple hours of layover No problem but what is a huge problem is the prices of all of the restaurants located in B gate hallway I walked and perused different breweries local diners and the fast food All of them have egregious and massively high prices A single avocado toast slice costing or a single Avian drink costing more than a tiny half sandwich of turkey and cheddar will run you Forget about drinking and flying because a fl oz can of beer cost me I dont understand how anybody is supposed to afford or buy anything let alone enjoy a nice simple meal during long hour layovers It makes no sense to me when a fast food chain outside of the airport has normal prices but the same exact fast food chain inside the airport is triple quadruple the price I cant stand this corp stagflation price hikes anymore,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,True
