review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
Maldivian,airline,L Chen,2018-01-10,Male to Dharavandhoo They delayed our flight for almost hours for no apparent reason other charter planes of similar time and same destination left just fine Not only did we find out the delay very close to departure time but also the single departure terminal was almost EMPTY at some point so theres almost no excuse in not being able to provide the flight sooner since there were no other flights going on for a good minutes,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Oslo,airport,S Davidson,2025-02-18,Badly organised extremely chaotic and long passport queue For a country that manages exceptional feats of engineering and superb tourism all around the country it is extraordinary that it fails to organise such a basic airport function leaving millions of air passengers with a really negative impression of the country as they depart The Oslo airport building itself is modern and impressive this is simply a case of bad management With a decent plan it could be fixed if they can be bothered,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Berlin,airline,Steven Fanelli,2017-09-03,Berlin to Geneva via Dusseldorf Not a good first impression First segment no order to boarding process just one long line regardless if your seat assignment Delayed minutes announced minutes before scheduled boarding time No explanation why Onboard the least amount of legroom I have ever experienced Take off was finally one hour later Second flight delayed minutes to late arrival of the aircraft,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
AirAsia Zest,airline,4 reviewsRenard Teipelke,2015-10-05,AirAsia Zest is a lowcost airline with weak ground service and delayed on my flight with misleading information on when the flight will depart Aircraft look nice but there is no entertainment system They can have very cheap flights but costs are sometimes hidden and if the flight is canceled or seriously delayed a cheap ticket was of no help,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Xi'an,airport,1 reviewsJulien Latil,2015-10-09,Airport very cold No restaurant no coffee shop and no drinks machine smoking area very far from from the gate The announcements are not understandable Very bad experience,3.0,Negative,Positive,Negative,NEGATIVE,Negative,,2/4,Neutral
Carpatair,airline,P Nesbitt,2010-04-14,Rome to Constanta A slight delay on the second leg of the flight due to bad weather affecting the incoming connection Food Ok and service fine basically you got what you paid for and no complaints from me would use them again,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Sharm El Sheikh,airport,R Law,2024-05-30,The arrival hall was very good Quick and easy to navigate No issues The departure hall is a different story Rude police looking for a fight corrupt staff asking you to pay to get through quickly Shocking service and not representative of the airline standards I was shocked how much the security police looked for trouble,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Vancouver,airport,S Singh,2024-12-09,International flights from Shanghai Have to go out and come back in even without luggage Normal transfer procedure does not apply It is all verbal No lounge sign anywhere except on lounge Signs are badly marked,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
FlyArystan,airline,Linda McPherson,2019-10-01,Almaty to Shimkent Was treated rudely at check in The first time we flew it was very cheap and this time we flew it was almost the same price as air Astana On one flight we had to wait Taras to Almaty Three hours because they lost a passenger and even get off and go back on the plane,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Bourgas,airport,Lorna Burns,2018-06-21,I found the airport nice The staff were very arrogant there is no need for the unpleasant staff going through customs Manners cost nothing we are holiday makers going into your country to spend our money We should be treated with respect instead off very unpleasant and off putting people,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Positive
Leon Guanajuato,airport,Michael Pedziwiatr,2008-02-21,The service to get from airport to the centro district to Guanajuato is too expensive No options Just get on the taxi Last fall it was around usd This is an mile trip which takes minutes The bus from Guanaujato to San Miguel is about a one hour drive and cost about usd There should be alternatives at your airport Maybe a bus into town,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
bmi Regional,airline,B Marden,2018-11-22,Hamburg to Bristol Pretty much guaranteed delay again from BMI my route to work in Germany gets hit by BMI delays on outbound and return flights I have persuaded the crewing office to let me catch a train from Plymouth to London Paddington then Heathrow express to airport to avoid using BMI from Exeter or Bristol I will get there quicker by driving train an extra hour and a half go figure,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Air Europa,airline,28 reviewsRobert Watson,2024-10-21,As a gold elite plus holder I can use the Madrid lounges The trip was uneventful until I got to Madrid airport having to wait one hour in a passport queue Then attempting to enter the puerta del sol lounge where the receptionist seemed to have taken on the role of an autocratic authoritarian prison guard The police checking passports are far more pleasant and civil they are decent people Where AENA recruits it staff from I have no idea but they must treat them really badly if they are this nasty,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Houston IAH,airport,R Banes,2024-12-18,Terminals C and E are beautiful shopping centers with attached gate doors Seating and the inevitable waiting areas are lacking badly Designed to sell food and merchandise to travelers but not to accommodate their travel experience Disappointing manipulation from the expenditure of so much money for improvements,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
AirAsia Zest,airline,4 reviewsRenard Teipelke,2015-10-05,AirAsia Zest is a lowcost airline with weak ground service and delayed on my flight with misleading information on when the flight will depart Aircraft look nice but there is no entertainment system They can have very cheap flights but costs are sometimes hidden and if the flight is canceled or seriously delayed a cheap ticket was of no help,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Vientiane,airport,1 reviewsH Roberts,2019-11-06,Very basic all the way Very few shops or coffee places Passport and check in was fine but once through that it was bit like waiting in a big shed Finally found a food court to get a meal but was so badly signed most people did not know where it was and thats a shame as the food was good Only give minimum time to be there if at all possible,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Unknown,General,Anonymous,,12. Air Canada: The boarding process was smooth and the legroom was satisfactory. The food was standard airline fare.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. My journey with British Airways was average, the seats were a bit old but the flight itself was smooth.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""Southwest Airlines provided a smooth flight. The snacks offered could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""Norwegian Air provides reasonable fares, but their baggage fees can add up quickly.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""Alaska Airlines offered a smooth check-in process. The flight itself was uneventful, which is always appreciated.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. On my flight with Airline T, the check-in went smoothly. The onboard service was standard and the flight arrived on time.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. The Singapore Airlines flight was average. The in-flight entertainment was good, but the food was nothing special.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""United Airlines' flight from Chicago to San Francisco was comfortable. The staff was friendly, but the meal options were limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. I flew with Ryanair. The journey was smooth, and check-in was efficient.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. I flew with United Airlines, their in-flight entertainment selection was good, however, the meal service could be improved upon.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""Airline O's flight was tolerable. The seats were not very comfortable but the staff was friendly.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,7. The baggage handling on Airline D was acceptable with no issues. The flight attendants were polite and the flight was mostly smooth.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""The online booking system of Airline N was user-friendly. The flight was on time, but the cabin was a bit noisy.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,19. The in-flight meal on Airline S was satisfactory. The flight attendants were professional and the flight was smooth.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. My experience with JetBlue was quite regular. The crew was friendly, although the in-flight entertainment system was a bit glitchy.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. Airline L provided a decent in-flight experience. The cabin crew was efficient, and the flight was smooth.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,8. The flight with Emirates was typical. The staff was friendly and the flight landed on time. The food was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. The flight with Airline I was smooth and the cabin crew was attentive, although the meal options were somewhat limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""The crew on my Airline Z flight were professional and efficient, ensuring a smooth journey.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,8. Airline E's booking process was easy and quick. The boarding process was a bit confusing but manageable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,5. I recently flew with Etihad. The aircraft was not the newest but the crew managed to offer a smooth flight.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""Airline D's service was standard. The check-in process was smooth and the flight landed on time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""The flight with Spirit Airlines was typical. The seats were a bit cramped but the crew was friendly.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. Etihad Airways' service was okay, the flight was smooth but the meal options were limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. ""Norwegian Air provided a smooth flight. The check-in process was efficient, but the food options were limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,9. Ryanair offered a no-frills service. The flight was on time and the crew was friendly enough.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The check-in process with Airline O was quick and efficient, but the boarding was a bit chaotic.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. Air France's flight was punctual. The seats were a bit tight, but the cabin crew was friendly.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""I found British Airways to be quite acceptable. The staff were professional, and the in-flight meal was reasonably good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. ""Airline L's flight was smooth and turbulence was handled well by the flight crew.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. ""Airline L provided a typical flight experience. The boarding process was a little slow, but the flight itself was smooth.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. My flight on Norwegian Air was typical. The plane was clean and the flight was smooth, but the legroom was slightly limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Airline C's flight was comfortable, but the food options were limited. The boarding process was smooth.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,16. Cathay Pacific offered an acceptable service. The flight was on time and the crew was friendly.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. ""British Airways consistently delivers a smooth flight experience, although the in-flight entertainment options could use some updating.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. American Airlines provided a smooth check-in process and the flight departed on time. The legroom was a bit limited, but manageable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,3. American Airlines provided a smooth check-in process. The inflight entertainment was satisfactory.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. Airline J's flight attendants were friendly. The in-flight meal was appropriate for the price of the ticket.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. My recent flight with KLM was decent. The seats were spacious enough and the meal was good, but not extraordinary.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,15. Flew with Airline O and the seats were reasonably comfortable. The flight was slightly delayed but the communication was good.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,20. The flight with Singapore Airlines was alright. The food was good and the cabin crew was professional.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""My experience with Southwest Airlines was just fine. The check-in process was smooth, and the flight was punctual. In-flight entertainment options were limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. Flew with Airline Z recently. The flight was slightly delayed but overall, it was a smooth journey.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""Airline O's flight was satisfactory with a friendly crew. The seat comfort was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""The flight with Airline H was satisfactory. The boarding process was smooth, though the meal could have been better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,14. The flight with Airline K was as expected. The food was average but the in-flight entertainment was good.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,13. My flight with Air France was standard. The flight was smooth and the staff was helpful. The food was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""Singapore Airlines offers a good service. The seats were reasonably comfortable and the food was edible.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""The baggage handling process with Airline P was smooth. The in-flight meal was satisfactory.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""The Singapore Airlines flight provided an average experience. The legroom was sufficient and the food was fairly good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The service on Singapore Airlines was adequate. The food was good and the cabin was clean, but the in-flight service was a bit slow.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. Airline P's flight had a clean cabin and friendly staff, but the entertainment system was outdated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,16. The flight with Etihad was as expected. The in-flight entertainment was good but the food was just okay.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""Our flight on Airline B was ordinary, with a friendly enough crew. The inflight Wi-Fi was a bit slow.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,6. The check-in process at Airline F was efficient. The flight was smooth and landed on time.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. Had a standard experience with American Airlines. The crew was polite and the flight was smooth, although the in-flight amenities were only average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. The flight with Airline K was generally good. Seats were comfortable, but the in-flight entertainment was outdated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""My Virgin Atlantic flight was satisfactory. The in-flight entertainment was diverse and the flight was smooth.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""Airline D offered a smooth flight with a few minor turbulence. The in-flight entertainment was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,5. The check-in process with Airline B was relatively smooth. The in-flight entertainment could use some improvement.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""Airline O's flight was on time, and the cabin crew was friendly. The in-flight entertainment was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. The boarding process with Airline Z was pretty smooth. However, the flight was slightly delayed.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. Airline G's check-in process was quick and efficient. The seats were comfortable but the in-flight service was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. The Ryanair flight was as expected. The flight was on time and the boarding process was smooth, but the seat space was a bit cramped.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. The flight with British Airways was relatively smooth. The meal served was standard airline fare. The flight was slightly delayed, but not by much.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. ""Cathay Pacific's flight was smooth, but the food was quite average. The staff were professional and polite.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. Airline N offered a smooth flight and on-time departure but the in-flight service was just average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. The flight with Airline I was normal. The in-flight entertainment could use an upgrade, but the staff was friendly.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. The seat comfort on the JetBlue flight was average, the staff was professional but the food was not up to the mark.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"11. ""Airline K offered a smooth flight and efficient service. However, the in-flight snacks were quite ordinary.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. I took a flight with Southwest Airlines. The process was smooth, and the cabin crew was efficient.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. The food on Airline N was not outstanding, but the flight was smooth and on schedule.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""JetBlue provided a comfortable flying experience. The in-flight entertainment was fairly good with a nice variety of options.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,5. The flight with Emirates to Dubai was fairly comfortable. The meals served were of good quality.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Flew with Lufthansa from Munich to New York. The flight was smooth with hardly any turbulence. Food could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""The Air Asia flight was decent. The plane was clean, but the boarding process could have been smoother.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. Air Canada's service was reliable, and the staff was pleasant. The in-flight meal was acceptable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. The boarding process with Airline X was smooth, and the flight was on time. The in-flight meal was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Qatar Airways provided a standard service. The flight was smooth, but the Wi-Fi was a bit slow.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. My journey with Qantas was standard. The seats were comfortable and the staff was friendly. The food options could have been better, though.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""I had a typical experience with Airline N. The flight was smooth and the staff was professional.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. My flight with Airline M was fine. The boarding process was smooth, but the snacks served were quite typical.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. On my flight with Airline C, the in-flight entertainment had a good variety of movies. The seats were fairly comfortable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,18. Aer Lingus provided a standard service for my recent flight. The cabin was clean and the staff was friendly.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Airline F's flight attendants were friendly and attentive. The plane was clean but the in-flight entertainment system was outdated.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. Used Airline A for a short haul flight. The check-in process was smooth, and the flight landed on time. No complaints, no praises.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,3. My experience with Airline Z was typical. The staff was professional and the flight was smooth.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The flight with Aeroflot was okay. The boarding process was smooth, but the in-flight entertainment could use an upgrade.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Qantas Airways provides a smooth check-in process, but the in-flight experience is rather ordinary.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""KLM's flight staff are usually friendly, but the quality of their in-flight meals is unexceptional.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. The British Airways flight was average. The flight departed and arrived on time, and the on-board facilities were good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""The JetBlue flight was fine with a smooth take-off and landing. The in-flight meal could use some improvement.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""Airline J provided a standard service. The check-in process was smooth, but the in-flight entertainment could do with an upgrade.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""The flight with Airline G was comfortable. The check-in process was fairly quick and efficient.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. Emirates offered a decent flight experience. The food was good, but the cabin was a bit too cold for my liking.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""Airline K's flight had a smooth take-off and landing. The in-flight entertainment options were limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,13. The staff on Airline J were friendly and professional. The legroom was a bit limited for a long-haul flight.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""The boarding process with Airline F was smooth. The flight attendants were attentive.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""Cathay Pacific provides a good service. The seats could have been more comfortable, but the in-flight entertainment was good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. I flew with KLM. The staff was friendly, but the flight was slightly delayed. The seating was quite compact, however.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""Qatar Airways offered a good selection of movies for in-flight entertainment. The food was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. The flight with Airline E was good, the seats were a bit cramped, but the service was efficient.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. On my flight with Airline M, the check-in process was quick and efficient. The seats were moderately comfortable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""Airline F delivered an ordinary flying experience. There was a good selection of movies and the flight was punctual.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""Flew with Virgin Atlantic from New York to London. The plane was clean and the staff was quite friendly. The meals were nothing special.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. The flight with Ryanair was average, the boarding process was well-organized but the seats were not very comfortable.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"19. ""The flight with Airline P was average. The boarding process was smooth, but the food could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""Airline M provided a smooth journey. The legroom was a bit tight, but the flight was punctual.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""United Airlines' in-flight entertainment was adequate, with a good selection of movies. The food, however, was just average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Air France offers a decent service. The check-in was smooth and the flight was on time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. I was comfortable during my flight with American Airlines. The flight attendants were friendly, and the in-flight entertainment was decent.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. My experience with Air France was satisfactory. The check-in process was smooth, the flight crew was polite, and the service was reasonable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""United Airlines offered decent service. The flight attendants were professional and the flight was smooth.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. The easyJet flight was standard. The boarding process was smooth and the flight arrived on time.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Cathay Pacific provided a smooth check-in process. The food was typical airline food, nothing out of the ordinary.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,14. Airline K's flight was on schedule and the cabin crew was friendly. The baggage claim process was a bit slow but manageable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. I flew with Cathay Pacific. The cabin crew was professional and the flight was smooth. The legroom was a bit tight.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""Southwest Airlines provided a decent service. The check-in process was smooth and the flight departed on time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""KLM's flight was standard. The check-in process was smooth and the flight arrived on time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""My flight with Airline L was acceptable. The boarding process was smooth, but the in-flight meal was slightly disappointing.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,4. Southwest Airlines offered a smooth check-in process. The flight was pleasant with minimal turbulence.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. My journey with EasyJet was average. The flight was on time and the boarding process was smooth. The legroom was a bit tight, though.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,8. The Southwest Airlines flight was fine. The boarding process was smooth and the seats were fairly comfortable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,11. Airline H's online check-in system was quick and hassle-free. The meal served on board was typical airline food.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. The Virgin Atlantic flight was as expected. The cabin was clean and the staff was friendly, but the legroom was a bit limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. JetBlue Airways provided a satisfactory service. The flight was punctual and the check-in process was smooth, but the in-flight snacks were just okay.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,20. The Norwegian Air flight was satisfactory. The check-in process was smooth and the flight departed on time.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""Cathay Pacific's in-flight meals were average. The cabin crew service was efficient, but not overly friendly.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""American Airlines provided a smooth check-in process and the flight landed on time. The cabin crew was professional and efficient.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. Flew with Qantas recently. The flight was smooth and the cabin was clean, but the legroom was a bit tight.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. Alaska Airlines' service was good, the flight left on time and arrived on schedule, but the seating was a bit cramped.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. Airline K's flight was average. The check-in process was smooth, but the in-flight entertainment could use an upgrade.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""Airline F had a smooth check-in and security process. The in-flight service was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,15. My experience with Alaska Airlines was typical. The flight was smooth and the staff was polite.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,11. Had a usual flight experience with Airline H. The flight was punctual and the check-in process was smooth.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. Airline D provided a smooth check-in process, the flight was average with minimal turbulence.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""I found Southwest's check-in process to be quick and efficient. The flight itself was standard with no notable issues.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""Etihad Airways provided a smooth flight. The in-flight entertainment was standard.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,4. Airline A's website is user-friendly and booking a flight was easy. The seats were a bit uncomfortable for a long flight but the service was acceptable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""The flight with Airline F was quite pleasant. The food was mediocre but the drinks selection was diverse.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,7. The Lufthansa flight was on time and the food was acceptable. The in-flight entertainment had a good variety.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. Airline J provided a comfortable journey. The boarding process was smooth, but the food options were limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. The flight with Airline N was alright. There could be more variety in the food options but the flight was smooth.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Flight with Airline M was smooth and punctual. The cabin comfort could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""Qatar Airways provided a satisfactory service. The in-flight entertainment could use a few more options, but the crew was friendly.""",,,,,,Neutral,synthetic,Generated,Positive
