review_name,review_type,passenger_name,review_date,review_text,ground_truth_sentiment
Bournemouth,airport,Jayne Whittaker,1/14/2019,"Our Ryanair flight was late, we were ushered to the departure gate like sheep with comments of move along please when the aircraft had not even arrived! Made to stand for 1hr and 20 minutes a lot of this time outside, freezing cold. There was absolutely no reason that we could not have waited in relative comfort at the gate. The airport is small but so unorganised. Only 3 flights leaving at the time we departed, they couldn't even look after the customers that were there. I also flew into Bournemouth, arrived at 5pm, the arrivals Hall was absolutely freezing with no facilities and the main departure hall had not one place open to get provisions whilst awaiting collection. Truly terrible. If I could put zero for overall rating I would. Maybe OK for summer but avoid in winter. Will never use again.",NEGATIVE
Bozeman Yellowstone,airport,1 reviewsE Wittmann,9/8/2015,"Bozeman Yellowstone Airport is a rather small airport, but it's cabin-like design make it unique and special. The concourse is easy to maneuver and the directional signs are very helpful and easy to read. Security is usually a breeze on days with less travel. Bozeman does have TSA PreCheck. The seating areas are nice with stations for charging, Internet Access is also free, but it may not work on some devices. The terminal is spotless, and there are many little shops to have a coffee in as well as a Yellowstone Association store which offers in-depth information about visiting Yellowstone National Park, Grand Teton National Park, and the surrounding areas.",POSITIVE
Bradley,airport,G Bartel,6/21/2022,"Hartford airport is very small - I arrived 2 hours before my flight because I was coming from Vermont and wanted to allow for traffic, but that was way too early for what was available at the airport. The hall immediately past security has plenty of restaurants to choose from, along with a number of rocking chairs that have a nice view of the apron. The Gates 1-12 concourse also looked like it had been recently renovated and also had a nice selection of restaurants and shops. However, the pre-security areas and the Gates 20-30 concourse were dark and dim, and were unpleasant places to wait. Fortunately, everything at this airport is very close, so if your flight leaves from Gates 20-30 you can wait in the post-security hall and go to your gate at the last moment. Still, it'd be nice if the airport would renovate the Gates 20-30 concourse and the pre-security areas so that it looks as nice as the Gates 1-12 concourse.",NEUTRAL
Bradley,airport,1 reviewsS Martin,6/17/2021,"Easy to park, easy to whiz through security, super friendly, clean, good services. I got there a bit late for check in and people let me skip the line! So nice. Security was extra careful to check bins so I did not leave anything behind in my rush. My airline pages me to board!",POSITIVE
Bradley,airport,Maria Stolarz,2/20/2019,"Small airport, very friendly staff, not too many food choices but the best for long layovers if you need a place for sleep, plenty of big chairs/couches, comfortable and with outlets for charging electronics.",POSITIVE
Bradley,airport,P Perrone,11/30/2018,"The TSA pre check line is not adequately highlighted when coming in to depart. As a result we ended up in the annoying line where you have to remove coats, belts, shoes, laptops everything but tooth fillings. Plus a full body screen, breast area pat down, leg pat down. Really? I have no artificial limbs, no metal knees. Tampa isn’t nearly as annoying. TSA pre check lines are clearly identified from the moment you enter the airport. Cmon CT, shape up.",NEGATIVE
Braganca,airport,25 reviewsAngelo Menezes,5/8/2019,"What a lovely place. The tiniest airport (an aerodrome, actually) I have been to. People are lovely, they take care of you! There is a bar, free wifi (if it doesn’t work in some areas, ask for the airline’s), it is kept clean. The only thing is getting there: taxi only, as far as I know.",POSITIVE
Brasilia,airport,Carlos Costa dos Santos,12/17/2016,Brasilia airport is clean and always improving the facilities. The architecture is up-to-date. The airport is well located and you can reach it by bus but no train or subway. It has an good commercial area close to the gates. The airport facilities are in good condition and are well maintained.,POSITIVE
Brasilia,airport,Rob Brook,8/21/2012,Arrival from Lisbon - long queues for non-Brazilian passport holders at Immigration and then again at Customs after baggage pick-up. Only one person checking everyone from an A340 plane (it took over an hour) so decided not to line up but sit down and wait it out. At least there is a small shop to relieve the tedium. Bring a good book. Plenty of taxis outside to take you into the city. Mine was metered so the fare was as expected. Departure on an internal flight to Sao Paulo. Check in was rapid and lines at security not too bad. But eat outside in the pleasant concourse before you go through security. There is only one small snack stand (that we could find) on airside and the seating area waiting for the transfer bus is small and crowded. No wi-fi either. Essentially many parts of the airport seem not to have expanded with increased traffic. How this airport will cope with the crowds attending World Cup 2014 can only be imagined.,NEUTRAL
Brasilia,airport,S Koenig,10/23/2011,As noted the check-in area is open air and spacious. The shopping area beyond that was expansive. All in all nice. The gate area used by most domestic flights however would be more suited for a small provincial airport with few flights. There is not nearly enough room for the lines of people waiting to board. Thel snake thrugh the small terminal making it difficult for others to walk by. My fight was not through a jetway but via a shuttle bus. The monitor above the door we were to use first correctly reflected our flight and time and then suddenly switched to another flight leaving from another gate (there had been no gate change). Brazilians commented that a tourist (e.g. for the World Cup in 2014) would be completely lost. The bus trip to the plane was very long. For arrivals the directions on where to go for the baggage claim area (vs. connecting flights) were confusing. The bagage claim area is rather big confusing and dirty. It took over half an hour to get my bags. Signage to taxis busses etc. is inadequate. Still all in all I'd rate BSB above many other Brazilaian airports. It's easier to use than Rio or Sao Paulo at least until you get to the cramped gate area.,NEUTRAL
Brasilia,airport,G Castro,9/23/2009,Brasilia airport is probably the best Brazilian airport. The shopping/eating area is good and with a great variety. The information desk is good and people friendly not to mention the architecture that is beautiful. The bad things about the airport are Transportation - Buses not as frequent as they should be. No metro or train. Boarding area - once you pass Security the airport is too crowded and not having the same amenities as the pre-boarding area make the journey less comfortable. Too small for the traffic it has. Drop off/Pick Up passengers: There is a lack of enforcing the laws and people park in the drop off areas making it difficult to approach sometimes.,NEUTRAL
Brasilia,airport,Andre Souza,5/24/2009,BSB has its modern part but it is still a quite bad airport seems that they don't care about changing anything on this airport it's busy on weekends. Staff can be quite rude and as in most of Brazilian airports everything is overpriced. You'd be better eat somewhere else before flying.,NEGATIVE
Brasilia,airport,G Villela,4/8/2009,The apparent discrepancy in previous comments is easily explained. The BSB terminal's quality is strikingly different between the boarding gate area and the pre-security one. The latter is really nice. The city's high-altitude tropical climate makes for amenable temperatures almost all year around and makes air conditioning dispensable in the wide open entrance area which is a really pleasant place. Check-in is usually fast and efficient (except on late Thursday and on Friday because of the already mentioned busy traffic of Congressmen and their aides going to home states) there is a fairly complete shopping-mall-style food court with many options including movie theatres good shopping with not only the usual luxury-item style but also plenty of those last-minute simple essentials. Once past security however things change. It wouldn't be bad were it not for the fact that the boarding gate area was simply underdimensioned for the traffic it gets. Pray to get a jet-bridged gate because the ground- level boarding area for bussed remote positions is very small and can be really chaotic at times. Arrivals are usually fine though - enough conveyor belts and luggage arrives fast enough to ensure a quick turnover. Signage could be better on arrival and transit areas. Transportation is indeed a problem - the buses mentioned are regular urban buses with no space for luggage and are infrequent. Taxis are really expensive but are mostly the only practical choice. But a light-rail line is planned for the next couple of years and that should improve things a lot.,NEUTRAL
Brasilia,airport,S Koenig,11/23/2008,"I transited changing planes on my way from Fortaleza to Rio so can speak of only one part of the airport. That part was old-looking (maybe 70s retro-style) and cramped. The circular donut-shaped design with one wall between the central area and the boarding gates limited space so that if you had to walk between gates you needed to cut through lines of people waiting for every flights. The fact that this was a Friday afternoon when parliamentarians may have been fleeing Brasilia to return to their home towns may have exacerbated the situation. To me it looked like an older smaller airport in the midwestern U.S. that could call itself international due to one or two flights a day to Canada. Just one area in which to buy food (mainly snacks) with a long line. The rest of the airport including check-in area may be nice but my reaction to the gate area was What a dump.""",NEGATIVE
Brasilia,airport,F Costa,8/1/2008,Considering the standard for Brazilian Airports the Capital's is very modern. Good options for shopping and eating and even some cinema theaters. As it is one of the hubs of the country the traffic in intense most of the time. There is a lack of good transportation options for the city. There is no subway station the buses are rare and uncomfortable and the taxis are quite expensive.,POSITIVE
Brasilia,airport,A Hijmans,4/30/2008,Relatively simple layout. Staff very friendly and informative. Buses into the city centre bus station depart right in front of the terminal but are not as frequent as could be.,POSITIVE
Brasilia,airport,John Ryan,3/25/2008,This is a nice airport people are friendly check in efficient. It is a clean airport and it has a nice building with plants and water fonts. Brasilia is a modern City and it is airport is like the city just fantastic.,POSITIVE
Bratislava,airport,Martina Dubcekova,12/20/2024,"Very strange approach and rude staff with an attitude. They make you to take your shoes off if you wear any sort of ankle boots, even if your heel is completely flat yet allow people with thick trainer soles and vibram soles to go through- as if these could not be modified- no logic at all. Slows down the whole security control and even older people have to do this which is completely wrong! On the contrary, they do not ask for your bag of liquids.. So much for the security! Staff don’t smile, just point fingers to direct you instead of communicating. Poor show.",NEGATIVE
Bratislava,airport,D Barlen,6/5/2024,"Waited over 20 minutes for buses, then another half an hour at passport control. Electronic barriers not working, long queues at midnight with tired kids screaming, passport control felt like ages. I will do my best to avoid this airport in the future!",NEGATIVE
Bratislava,airport,Valentina Nikolova,1/1/2023,"Security employees were are very arrogant and self-important attitude. It seemed to me they needed to feel important in their roles and forgot that they are there to serve passengers. It showed in the manner of communicating and solving issues. Plus, they speak terrible English.",NEGATIVE
Bratislava,airport,T Calidis,5/27/2022,Avoid this airport. The police in this airport is the rudest I have ever encountered.  Please don’t call it an international airport. The Slovak police is dangerous.,NEGATIVE
Bratislava,airport,P,8/6/2021,"I don't know who decided to add a worker before the controls who is there to be there controlling if the passengers have all the required documents. I flew to Italy with my son. Covid pass, boarding pass, passports ok, except the mandatory online form for the Italian authorities. I almost missed my flight, my son had a panic because the woman from security thought that my fpdl.eu form was not completely ok. I did it again in front of her but she rejected the new one. Finally she called somebody who told her to let us go. Very bad experience, conflict, stress and frustration and running crazily to catch the plane. After that stopping to show the boarding pass again and again in a really pathetic ritual with pathetic security control staff. I will avoid this airport in the future.",NEGATIVE
Bratislava,airport,Daniel Gates,12/28/2020,"Arrogant staff (especially from customs officers and police), passengers are transported from airplane to building by bus for 30 metres and above all, lady in small stationery shop (right after passport control) in departures zone every single time bills you double! You must always ask for a receipt (even Slovakian law saying that she must produce it automatically) and check it, if you didn't paid more than you have to. For all these reasons (and few more) I rather to choose flying via Vienna airport, not this one.",NEGATIVE
Bratislava,airport,T Hey,8/27/2019,"Bratislava airport is small which works to its advantage, but the service there is awful! I have not experienced such terrible customer service anywhere else! No greetings, arrogant attitude, rude service on arrivals and departures! And it is not even busy there which makes it even worse. They behave like they are in charge of your existence. Disgusted, especially because I am from Slovakia. The only people with some good customer service were only at the duty free shops/bars. Regarding toilets, not the best conditions and no soap! Also I do not understand the waiting area after the boarding pass check. You have to wait there for who knows how long unable to use any facilities. Not ideal at all.",NEGATIVE
Bratislava,airport,R Edwards,2/21/2019,"The service is incredibly poor, the worst airport I have ever been to. At security the “lady” was really rude, and looked at us like we are a piece of dirt because we don’t speak the Slovak language. She was not able to ask one question in a English which would be the minimum to speak at least basic English if you apply to work at an international airport and especially in the capital city. She went through all of our bags, which we would’ve been more than helpful to show her just because of the lack of her English, that she was not able to ask for it. It is highly unacceptable from staff especially that she was unexpectedly and unreasonably rude as well as from the airport for employing such unprofessional employees. Also, the Duty Free facilities were closed down, the only thing that was in service is a coffee shop.",NEGATIVE
Bratislava,airport,A Kemp,12/30/2018,"We were returning to the UK among other things with a tent in our hand luggage. My son flew with the same tent in his hand luggage a number of times during the summer, across various cities in Europe. Well, the metal tent pegs (I may understand that) and plastic poles were confiscated from us at the security check at Bratislava Airport. Apparently the policy of the Slovak State is that tents are not allowed on flights. Not that there are any extra notices to that effect on Ryanair's website.",NEGATIVE
Bratislava,airport,P Anderson,12/16/2018,I have witnessed a steady decline in this Airport. Although the building is fairly new and it is relatively clean the attitude of the staff is awful. So many of them are uninterested and dare I say it arrogant. I actually get the impression they have such a massive distain for the passengers its quite disturbing! So you have a nice terminal filled with people who obviously hate their jobs so much it seems to be like some kind of torture! The Airport needs to change its management because its clear there is no leadership. For goodness sake just get somebody who wants to work there and smiles!,NEGATIVE
Bremen,airport,J Barnes,11/22/2024,"Perfectly tidy airport that is well connected to the city, making it perfectly comfortable to arrive at. Unfortunately, the departures side of the airport leaves a lot to be desired. There is only one Duty Free store, with limited range and bad prices. The options for food and drink are also poor - after security the only options are a small bar for beer and a snack kiosk. The WiFi service is fine, but only if you’re in the tiny part of the airport where it seems to work - most of the time you’ll find the WiFi network nonexistent, which made the idea of doing any work a nonstarter. Particularly bad is the area past the immigration kiosks. The only amenities there are vending machines which charge nearly €5 for a bottle of coke, with nowhere to fill up water bottles or even to get a bad coffee. The terminal itself is draughty when there are gates in use, which is particularly noticeable in cold weather. All in all a very disappointing experience.",NEGATIVE
Bremen,airport,T Andrews,8/24/2017,"Bremen is a small and convenient airport, and my experience proved enjoyable. Arriving with Air France I disembarked in the main terminal. Very short walk to the baggage claim, I picked my suitcase within ten minutes. Tram line 6 frequently connects the airport with the city centre (every 6min during peak hours, 20min otherwise), travel time 10min. A one-way ticket costs €2.75, however beware that the machines accept neither credit cards nor bank notes greater than €10. Easy departure with no queue at baggage drop-in. I breezed through security, Bremen uses the full-body scanner which makes the screening process much faster. Security staff efficient and friendly. Bright departure lounge but there might not be enough seating facilities if all gates are used at the same time. Only issue: Not enough toilets facilities either landside (well hidden at the very end of the building!) or airside (one toilet block only).",POSITIVE
Bremen,airport,Eoin Jones,7/17/2017,"This Airport is very small and convenient, however when the weather gets bad you can expect a delay of up to 15 hours. Inside a small waiting room with no facilities including toilets! Ryanair terminal has limited seating so you could end up standing or sitting on the floor!",NEGATIVE
Bremen,airport,9 reviewsD Andrews,10/29/2016,Bremen Airport Terminal E is a big shed with Ryanair inside. No doubt noisy in a hail storm it's open and breezy. Staff efficient. Plenty of natural light (skylights in the roof). The light rail service line 6 service from the station is great too. Beware it does not take credit cards or bank notes over 10 Euros - functional.,NEUTRAL
Bremen,airport,Eric Decamps,9/6/2015,"Nothing special to write, it looks more like a train station than an airport but it's a small city anyway so that's fair. Access from the city center by tram makes it the easiest, cheapest and fastest airport to reach I've seen in my life. Fans of space will love the huge International Space Station model in the main hall and aviation fans will love the souvenir shop where you can buy many Airbus collector's items. One thing: they should put more power sockets.",POSITIVE
Bremen,airport,3 reviewsAndrew Coogans,6/28/2015,"Flew in and out of the dedicated Ryanair terminal (Terminal E) at Bremen Airport, but also spent some time in the other main terminal complex. Upon arrival, the Immigration desks were efficient, but the queuing area seemed to be slightly small for a full Boeing 737-800, and indeed there was a small area outside to accommodate a queue. The terminal seems to be a converted hangar, and serves its purpose well. Baggage collection time was fine. Amazingly close tram stop outside, along with office blocks and hotels. It feels like the airport is simply another building in the middle of the city. The tram is a very convenient and cheap way into the city centre. On departure, we walked through the main terminal to get to Terminal E. It appeared very spacious and quiet. There appeared to be adequate check in desks for the flights that were operating and the whole place seemed very tranquil. Terminal E itself was busy. About a 10 minute wait at Security and then the gate area seemed very crowded, particularly for the non-Schengen area flights, of which there were 2 departing within 5 minutes of each other. Still, I was impressed with this airport and would have no issues about using it again.",POSITIVE
Bremen,airport,Johnny Devaney,6/28/2009,I agree that it is a small tidy airport with close proximity to the city. It is great that the tram is literally as you walk out the front doors with a frequent service to the city. Bremen is such a great little city.,POSITIVE
Bremen,airport,L Addis,2/10/2009,I thought this airport was lovely. Outside are the cobbled roads and tram link into center. In the main airport terminal the facilities are excellent. They have a truly amazing viewing deck with information about the space programme and aircraft using the airport. Security was quick efficient and friendly and boarding immediate to the aircraft. I feel Bremen airport gives passengers the proper respect they deserve even when travelling a budget airline.,POSITIVE
Bremen,airport,Keith Partington,1/15/2008,I agree with Jurgen Arnold regarding this airport and its proximity to the lovely city of Bremen. I flew there last year on Easyjet to and from London Luton but they don't do the route anymore it seems. Squeezed out by the inferior product from Ireland I guess so the comment about other low- cost competition may be a pipe dream. Now if Easyjet were to try again from Gatwick they may give Ryanair a fright. My advice to Jurgen when next departing this lovely airport is to use the facilities in the main terminal first (much nicer and not much blue!) before travelling to Ryanair's plastic chairs at the last possible minute.,POSITIVE
Bremen,airport,Jurgen Arnold,10/8/2007,As living in the north of The Netherlands Bremen airport is a good alternative for Amsterdam. Recently flown from the new low cost Ryanair terminal. Its basic clean and blue! There is a multipurpose shop which sells everything from a to z at somewhat inflated prices and small coffee shop. Seating is mostly in plastic chairs which you could find at your local dentist. Reasonable but we had an early flight so it was not so crowded. Would not like to be there when its get full. There are also some paid internet terminals. The airport is well situated from the city center and freeway from the parking garage you are within 3 minutes in the main terminal building. Bremen is still a great small airport but they need to get some other low cost airlines on board besides Ryanair.,NEUTRAL
Brescia,airport,Dave Stanley,4/19/2010,This is a fairly small but modern airport that is taking a lot of charter flights for winter sports holidays. Often small airports give very good service compared to the large well known international airports. Brescia does not. On our arrival the queue for immigration extended outside the building almost as far as the aircraft we had arrived in. Luckily the weather was kind to us. Baggage reclaim was somewhat chaotic. On the way out we were delayed by 5 hours. The airport has minimal facilities and we were provided with a fairly awful sandwich and had to wait in the crowded entrance hall. Check-in queues were long. Airside there were next to no services and not enough space. Overall a very poor experience.,NEGATIVE
Brindisi,airport,R Harding,8/17/2024,Providing potable water free of charge in order to fill up a water bottle is one of the most basic requirements at any airport. Zero out of 10 to BRI where the only water available must be purchased.,NEGATIVE
Brindisi,airport,S Garmisi,5/27/2024,"Sorry for the airport terrible experience, they don't let you through with water. I had a bottle with a medicine that I have to drink and I had to return to the bathroom and throw it away. Bathroom were dirty no soap To wash. Nowhere to seat at the gate and long long lines to buy expensive water. 2,60 € for a half a liter.",NEGATIVE
Brindisi,airport,Alan Smith,4/7/2023,"Hundreds of passengers, all having to sit on the floor as little seating, absolute juke, terrible airport. One high restaurant with around 8 people in it!",NEGATIVE
Brindisi,airport,Robert Arnold,9/9/2022,"This Airport just gets worse every time I use it, I can't think of any positive comments regarding this dreadful place. It's the worst airport I have ever flown out of. The parking is horrendous, the quality of the food is revolting, the is dirty need to continue. It's a disgrace in every respect.",NEGATIVE
Brindisi,airport,David James,6/30/2019,"Absolutely the worst experience of a European airport for a long time! Obviously working beyond its capacity for the volume of customers, so it’s a bun fight reminiscent of the last chopper out of Saigon. Nowhere to sit, queues everywhere with people at the gates mixing with people trying to buy coffee and a sandwich. Unbelievably poorly laid out as well as being too small and understaffed. The staff that are employed are rude, unhelpful and miserable. Needs a good shake up!",NEGATIVE
Brindisi,airport,C Vincent,8/14/2018,"I always travel from this airport and I have to say that nothing changes, there are always long queues to drop the bags and staff are really slow and rude, plus there are not enough staff working there. If you need anything there is no one around to ask.",NEGATIVE
Brindisi,airport,Ian Warburton,6/23/2017,"Chaos at security. Today, 23rd, was the same as Monday 19th. 30+ mins to get through. Not all security lanes operating? Were so many flights departing a surprise? Airport seems unable to cope with its growth plans, this weeks operations seem unsustainable.",NEGATIVE
Brindisi,airport,Antonio Jorio,2/22/2016,"I use the airport of Brindisi quite often and among the years several improvements have been made to the terminal area. It is now clean, with several shops and bars. Toilets are available in the departure and arrival areas. The security check may be a little bit complicated because the area is a bit small. Once passed the gate area offers enough space and a bar to wait your boarding time. The only issue which needs to be resolved soon is related to the car parkings. There are now several flights and in fact Brindisi airport carried 2.200 Mln pax in 2015. It is mandatory to build up a multi story car park close to the terminal. Overall judgement of the airport is widely positive.",POSITIVE
Brindisi,airport,Lawrie Hall,12/24/2008,Brindisi (Salento) is a pleasant fairly new airport spacious enough for the level of fights. The lurid yellow/green fluorescent plastic seats are a bit much and I wouldn't want to encounter them with a hangover. Transit from city centre by bus 'A' costs 80cents (buy tickets in airport or in town from the bar on the way from the railway station to the bus stop in Via C Colombo) and runs half hourly. The snack bar prices are silly. Coffee 60% more than in town bottled beer 150% more (draught beer only 25% more but wasn't available). If your flight is from gate 1 (which the Ryanair flight to STN was) be aware that it is straight in front of passport control meaning that a lot of people can't get through passport control until boarding begins.,NEUTRAL
Brisbane,airport,J Chung,2/15/2025,An utter embarrassment for an international airport! Left Brisbane to China on November 24 and we waited 7 hours before we can take-off because of an airport-wide computer system malfunction. We arrive back in Brisbane on Feb 25 and it took over 2 hours just to get out of the customs! This is just with a couple of planes arriving at around the same time. The queues were so long and were overflowing to the baggage collection. We queued for 2 hours and the customer process (all manual) is only 10 seconds. I am well travelled and this is absolutely the worst airport custom I have seen.,NEGATIVE
Brisbane,airport,J Byrne,1/3/2025,"Pretty terrible for an international airport. WiFi was a dud, across the terminal seats and floors were filthy. Food and shopping options were again pretty poor. Boarding was a disaster with ground staff and Qatar airways. Not practical or efficient in any way shape or form. Ground staff and boarding team made a total meal of it. Plenty of seating to be fair but likely due to the fact there was nothing else to fill the space.",NEGATIVE
Brisbane,airport,Sorin Moldo,12/18/2024,"Terrible organisation of the international arrivals. Over two hours from landing to exiting the airport. Pick up area is useless since one cannot plan a pick up. Expensive ""short term"" parking arrangements. Money hungry airport with zero efficiency in managing arrivals.",NEGATIVE
Brisbane,airport,Craig Fletcher,12/11/2024,"Arrival was far too long going through exit via customs/immigration, 80% had to go through a second line security waiting so long, they like to show their authority at Brisbane International, most people brought back quite a bit of luggage full of goods bought overseas, not spending money in Brisbane as this was my thoughts, other people had the same thoughts, we for one will never fly out of Brisbane International ever again as we will fly from Sydney and back. We don't mind spending money in the money state of NSW we won't be in the broken state of QLD anymore.",NEGATIVE
Brisbane,airport,John De Cesare,11/25/2024,"Departure process an absolute debacle. Arrived 40 minutes before final checking time, put luggage through and then were literally 'herded' in narrow lines from one end of the airport to the other, backwards and forwards, surrounded by hundreds of other passengers getting nowhere, for one and a quarter hours. There was absolutely no excuses/reasons given for this - to us, the airport system is an absolute disgrace and a total frustration. Arriving at the airport at the start of our holiday took 1 and a quarter hours to get out. This airport is an absolute shocker. I see the Olympics are coming 2 Brisbane, this airport can't handle every day travel, let alone the 1000s using it 4 Olympics. Total disgrace.",NEGATIVE
Brisbane,airport,Shankar Sankaran,11/12/2024,"Arrival experience was lengthy with long queues to go through the customs and MAF clearance. It took almost two and a half hours to come out of the airport after collecting the luggage. The Brisbane airport authorities should think about streamlining the arrival process, especially with the olympics approaching in the near future.",NEGATIVE
Brisbane,airport,R Layne,10/20/2024,Toilets dirty. No soap. Few restaurants cafes open Sunday lunch time. Floor and tables dirty. Floor needs a vacuum as more food on the floor than on the tables. An embarrassment for an international airport.,NEGATIVE
Brisbane,airport,N Keen,9/24/2024,"Flew in to domestic, disembarked down steps to ground level then had to climb steps to terminal. Once at international had to check in through an agent as self service didn't want to know. Held up in screening with others, due to a flashlight. Went to gate to be told ""you can't sit at the gate, you have to find somewhere else. Brisbane air terminal isn't the worst I've been to but given time, they'll get there.",NEGATIVE
Brisbane,airport,Lisa Michele,9/12/2024,"I arrived on an Emirates flight at 7am. First there was the l-o-n-g slow lines to access the few machines to get an 'arrival chit'. After, I picked up my bags quite quickly and found the end of the exit queue on the other side of the baggage claim area! The exit queue was cordoned off with 'line strapping' that went for (estimation) one kilometer! From the far side, around a carousel, up down, up down, up down! The amount of people in line was unbelievable, but what was obvious is that Brisbane International Airport and the amount of staff cannot cope with the volume of international flights arriving. I was lined up with hundreds of people! The process to exit the airport took two hours! Such a joke after flying into Dubai to Smart Gates, a quick hand luggage check and no wait time for luggage. I know Brisbane is not Dubai but the contrast was staggering!",NEGATIVE
Brisbane,airport,F Miller,9/7/2024,"Worst terminal in Australia. Out of date, insufficient size for the number of passengers at the departure gate. Terminal unclean, hot and humid. Very limited choice for food and retail, compared to other airports. Will be an embarrassment to the world when the Olympic Games come to Brisbane. Only one moving walk way, not suitable for a modern airport. Allow 20 mins to get to gate 73 as the terminal is blocked by passengers boarding other flights or queuing for the toilets. This was only the departure from Brisbane, will complete another review on arrival.",NEGATIVE
Bristol,airport,Justin Griffith,2/27/2025,"They are investing significantly in the airport site, yet have no consideration for the terminal building itself, the check in area is a nightmare if your check in desk is not open, the area cant cope with crowds waiting, no area to sit or wait and results in people hanging around in any spot possible, you are then are presented with the farce that is security, They have spent, i would suggest millions on scanners and equipment to have them sat idle and happily watch the crowds grow and get increasingly annoyed, invest in people, all the fancy car parking means nothing when you cant even move people through security in a timely manner, to then go into the departures lounge, absolute carnage and unsafe, the amount of people down stairs, upstairs at gates was completely full, you struggled to find a spot just to stand which was leading to frustration amongst the passengers, to find out flight was cancelled and no assistance from anyone apart from 2 phones on the wall that just rang and rang, then to be told to go to gate 3 to exit the airport, to find a long queue, on finally reaching the end to be told we are not dealing with the cancelled flight at the moment and return to the lounge and wait, which i refused, was not being held hostage at the airport, eventually they agreed to let me leave to be approached by a very rude border force officer. and turn the heating down its always boiling in the terminal. Invest in people and the customer experience instead of over priced parking spaces. terrible airport and no support staff for passengers, priorities all wrong",NEGATIVE
Bristol,airport,L Thomas,10/26/2024,"NOT A CUSTOMER FRIENDLY AIRPORT. It’s a shame I couldn’t give no stars or minus stars. The airport is a joke you have to walk miles and miles I clocked up 1.5 miles today. I was dropped off the bus from the plane, you have to walk upstairs. There is no lift then you have to walk for an eternity to get to the baggage carousel. I felt really sorry for anybody that was elderly Or has a little bit of problem walking, why didn’t they put in travelators? Like they have other airports. Car parked in the silver zone costs a fortune. I wasn’t aware they move your car after you parked it! Dropping the keys off before your holidays is easy, it’s not so easy getting them back, yet again another queue with those stupid up-and-down tapes. Only two people and a very long queue. Only one person per party allowed to pick the keys up the rest have to stay outside! What happens if it’s raining? Do they just get wet? And when you have to walk miles to get your car from where they have parked it there are no covered walkways! In the UK, it rains a lot. Do they just expect everybody to get soaking wet?",NEGATIVE
Bristol,airport,Roger Howard Cornfoot,9/19/2024,Ryanair flight delayed for over 5 hours. No announcements or explanations over tannoy. No enquiry desk or staff. Eventually found someone who directed me to an unsigned phone enquiry point operated by Swissport. 2 phones...one out of order. Took 5 attempts and 50 minutes for them to pick up and reply! Pathetic response ...had to suggest contacting Ryanair staff for explanation! Insufficient seating for passengers at departure gate.,NEGATIVE
Bristol,airport,G Jones,7/15/2024,The airport is pretty average but the access road (A38) is appalling. It is not much better than a country lane. For the first 2 hours of morning flights there is an average of 35-40 take offs. The airport can handle it but the road cannot. There is a small junction several hundred metres away which is controlled by traffic lights which causes traffic to jam at the entrance. There are no alternative routes.,NEUTRAL
Bristol,airport,J Morris,6/23/2024,"The most horrendous, overpriced, overcrowded airport I have ever been to. How on earth they are allowed to operate with such poor customer satisfaction beats me.",NEGATIVE
Bristol,airport,Geoff Bell,11/9/2023,"No reason to complain. Went to Dublin on the 6th November for the day. I arrived about 3 hours before departure because I had read about roadworks and tree felling on roads by the airport. Also heard about massive queues for early day flights. After arriving on the A3 bus from Weston Super Mare at about 4.45, I was through security and into the departure lounge by 5.05 am. It was seamless and I could have had another hour in bed. Arrival was good also. Was out of the airport terminal within a few minutes. Didn’t have baggage to collect. Found everything had improved since my previous flight through Bristol before Covid pandemic. Fortunately it wasn’t raining. The walk from the airport bus station up the hill to the terminal could have been unpleasant if I had a suitcase or if the weather was bad. I don’t understand why they can’t arrange for the buses to stop immediately by the terminal entrances to avoid that traipse.",NEUTRAL
Bristol,airport,W Morrison,9/2/2023,"My advice - avoid! 5+ months to sort out the £2k damage inflicted on my car in the official BRS run Silver Zone car park by their staff. They reversed another customer's car into mine whilst moving it to a storage area and didn’t tell me! Whilst Bristol Airport eventually picked up the repair and hire car costs, their response was lacklustre at every stage. Fortunately I noticed before leaving the car park and it was all captured on dashcam. I was left to co-ordinate repairs and quotes, hire car, chase them to make payment to the repairer etc. It was far from 'hassle-free' and sadly is not an isolated incident! Aside from the parking issue, the terminal is not a pleasant place to be, it is busy and cleanliness levels are not at all good.",NEGATIVE
Bristol,airport,Mark Cupit,7/17/2023,Longest wait for security I have ever experienced. Very poor information not telling us the flight was delayed until half an hour after it was meant to depart. Then trapped in an aircraft for an hour waiting for busses to unload us. I wont be back!,NEGATIVE
Bristol,airport,Colin Milroy,6/23/2023,"Bristol Airport has gone downhill. There was a local pandemic only recently yet the place is absolutely filthy. Toilets, cafe's, and general floor area is terrible. We travelled to Nice airport and Toulouse airport recently and there is zero comparison. A complete embarrassment. The management need to enforce some rules for the cafe owners and also should take a look at some other airports to realise what a pit Bristol airport is.",NEGATIVE
Bristol,airport,R J Harker,6/15/2023,"The white trays to put your belongings in for checking at departure were filthy, (black greasy marks all over them). I was required to put my light coloured summer jacket in one. Next time I will wear an old mac!",NEGATIVE
