review_name,review_type,passenger_name,review_date,review_text,overall_sentiment,staff,facilities,cleanliness,transport,pricing,staff_sentiment,facilities_sentiment,cleanliness_sentiment,transport_sentiment,pricing_sentiment,efficiency,staff_checkin,facilities_wifi,airline_experience,efficiency_sentiment,staff_checkin_sentiment,facilities_wifi_sentiment,airline_experience_sentiment,comfort,customer_service,comfort_sentiment,customer_service_sentiment,staff_security,staff_security_sentiment
Cairo,airport,B Dias,2025-01-06,Worst airport ever Long queues for first security screening the checkin at the counter because Air Cairo doesnt allow electronic boarding passes then passport control Took  hours Then another long queue to get into departure gate since they ask again for security screening Our belongings have been put together with people shoes and fall on the floor everything then is dirty even the neck pillow Not enough staff or proper equipment Will not go via Cairo again,negative,1.0,1.0,1.0,,,-1.0,0.0,-1.0,,,2.0,2.0,,1.0,0.0,0.0,,0.0,,,,,5.0,-1.0
Penang,airport,J Teo,2023-12-02,Horrible Waited  hrs to clear customs Poorly organised and no one was their to take charge Reflects badly on the airport and customs management Will definitely not return to Penang anytime soon,negative,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,
Dalaman Airport129 Reviews,airport,Gar Pross,2024-09-07,Worst airport ever Rude staff at passport control and at security Cost of food is extortionate  for basic MacDonalds I paid  for four basic drinks and small snacks I am well travelled and this is by far the worst airport I have ever had the misfortune to depart from It has put me off returning to Turkey I am not surprised that tourism is on the decline,negative,1.0,2.0,,,1.0,-2.0,0.0,,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,3.0,-3.0
Air Europa,airline,P Harlea,2024-12-29,Incompetent and rude checkin agent at Bogotas Air Europa counter She refused to issue my boarding pass despite having all documentation necessary Her inability to recognize my return ticket on Spanish airline World  fly and confusing it repetitively with Brazilian Gol was outrageous After I requested assistance of her supervisor the problem was solved It caused me a lot of stress and I almost missed the flight despite being  hours before departure at the counter No apologies were given,negative,,,,,,,,,,,2.0,4.0,,3.0,0.0,-3.0,,0.0,,1.0,,0.0,1.0,0.0
Havana,airport,Peter Duncan,2019-02-12,Floor was filthy Toilets were dirty with no seats Doors did not close or lock No soap or towels were supplied Attendants tried to charge  Bank did not have pounds and money cant be changed outside of Cuba Bank wouldnt pay into bank account Overall they couldnt care less Not enough seats,negative,,1.0,2.0,1.0,,,0.0,-2.0,0.0,,,1.0,,1.0,,0.0,,0.0,1.0,,0.0,,,
Cebu Pacific,airline,S Bertallo,2025-01-19,This is the worst airline I have flown on Delayed by hrs The word from staff at the gate we are waiting on the pilot approval at the office at time of departure time later we were waiting on a plane then bus transportation to the plane After being transported to the plane we waited on the bus packed like sardines for  minutes on the tarmac If I can avoid it I will never fly on Cebu Pacific again This airline is totally unorganized,negative,1.0,1.0,,2.0,,-1.0,0.0,,0.0,,5.0,2.0,,2.0,0.0,0.0,,-2.0,,,,,,
Dalaman,airport,Gar Pross,2024-09-07,Worst airport ever Rude staff at passport control and at security Cost of food is extortionate  for basic MacDonalds I paid  for four basic drinks and small snacks I am well travelled and this is by far the worst airport I have ever had the misfortune to depart from It has put me off returning to Turkey I am not surprised that tourism is on the decline,negative,1.0,2.0,,,1.0,-2.0,0.0,,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,3.0,-3.0
Nepal Airlines,airline,Laxmi Nagarkoti,2023-07-19,Disappointed Booked the plane ticket  week before On the day of check in at night they informed that the flight has been delayed for  hrs I have to go for my duty on the same day but without any information they just said they will take me to a hotel take all the responsibility They should have informed us  hrs before about the delay so that we could do something Worst service Will never travel with this airline,negative,,,,,,,,,,,2.0,1.0,,3.0,-1.0,0.0,,-2.0,,,,,,
Phuket,airport,S Keare,2025-02-09,Almost every very store in the airport I purchased souvenirs was a very unpleasant experience No one smiles they are talking to you like you are a criminal No explanations no thank you They all stand behind the counter like soldiers with uniform and their heads covered Very unpleasant experience We were group of  friends we simply stop shopping after going through  different stores Bad business I would change the system or management to make the experiance more pleasant and exciting for tourist,positive,,2.0,,1.0,,,0.0,,0.0,,,1.0,,,,0.0,,,,,,,,
Cancun,airport,Sebastien de Dianous,2023-01-05,Worst airport in the world Bad signage bad logistics circle road system Traffic outside the airport is crazy took us over  hours to get to the main highway But theres worse a local mafia is running the TAXI business outside the airport They charge you  just to take you to the hotel area of the airport which is barely  min away More expensive than Paris or London A complete ripoff,negative,,1.0,,2.0,1.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,
Avianca Ecuador,airline,S Sal,2025-02-17,We had a total delay of  hours Were about to take off and somehow we come back to parking spot because the airplane is too heavy so they can remove some luggage Ridiculous I cant believe this is happening Never ever agin with this airline,neutral,,,,1.0,,,,,0.0,,2.0,1.0,,,0.0,0.0,,,,,,,,
Andes Líneas Aéreas,airline,G Conley,2018-10-24,Tucuman to Buenos Aires This airline is a mess Our flight was delayed for  hours without notification we were dropped at the wrong airport and missed our hotel reservation and were forced to sleep in the airport No accommodations were made by the airline and we were just notified that our flight back is changed again This is unacceptable This airline has caused people to miss reservations wait long hours and nothing changes,negative,,,1.0,,,,,-1.0,,,3.0,1.0,,2.0,0.0,0.0,,-2.0,1.0,,0.0,,,
Passaredo,airline,Andre Moreira,2023-12-07,Terrible airline Flew roundtrip CGHIZACGH and on my first flight NOV Z  LA we had a delay of over  hour because one of the crew members did not show up to work In the meantime we had to wait inside the aircraft with AC off and not even a glass of water was offered On the return flight NOV flight Z  LA was on time but AC wasnt working properly seats had broken armchairs broken tray and ac fully of dust Nasty and dirty aircraft Dont fly PassaredoVOEPASS,negative,1.0,1.0,1.0,,,0.0,0.0,-1.0,,,4.0,1.0,,3.0,0.0,0.0,,0.0,1.0,,0.0,,,
ASKY Airlines,airline,N Garner,2022-11-02,Check in with rude staff Boarding chaotic On board the food served was utterly inedible  stale bread Inadequate drink selection Dirty aircraft despite it not being that old Rude cabin staff Uncomfortable business class seat Only positive was good ground handling of business class passengers on arrival in Lome,negative,1.0,1.0,1.0,1.0,,-2.0,-2.0,-1.0,0.0,,1.0,,,3.0,-2.0,,,-2.5,1.0,,0.0,,1.0,-2.0
Precision Air,airline,Damien Lewis,2024-08-27,Worlds worst airline Do not use  They cancelled our first flight delayed the second Then cancelled the return flight At which stage we gave up and had to hire a car to complete the ten hour drive All at no notice Non existent customer service unbelievably bad,negative,,,,1.0,,,,,0.0,,2.0,2.0,,2.0,0.0,-0.5,,-4.0,,1.0,,0.0,,
Blue Air,airline,G Barliti,2022-08-24,We had a terrible experience with this company Traveling with  small kids we were assigned different seats and also had to pay  euros check in tax beacuse it was impossible to make the check in online I understand that check in should happen at the airport when traveling with small kids but why the extra tax The staff at the check in counter and also inside the plane are very unprofessional I would not recommend traveling with this air company unless no other alternative,negative,1.0,,,,,0.0,,,,,1.0,2.0,,1.0,0.0,0.0,,0.0,,,,,,
Primera Air,airline,Kevin Cusack,2018-09-22,Alicante to Stansted Terrible delay Delayed  hours and no information as to why Check their flight history all are delayed Soon to go out of business I think Booked because of the cost and the leg room was good Sat on the tarmac for  mins without AC,negative,,,,1.0,1.0,,,,0.0,0.5,1.0,,,2.0,-2.0,,,-3.0,,,,,,
Airnorth,airline,Alex MCKinley,2024-01-02,Horrible customer service waited for an hour and they just hang up on me after a  minute conversation without resolving my problem with a refund Call them again after another hour of waiting time and they hang up on me again when they felt too lazy to follow the conversation I hope the worst future for this company and these people,negative,,,,,,,,,,,2.0,2.0,,,0.0,-1.0,,,,1.0,,0.0,,
Birmingham,airport,N Jamous,2024-10-07,Queues are snaking before the departure gates past the lifts all the way downstairs snaking all the way up to marks and Spencer  mins before you get to security gates and another  mins past the gates security staff just rude and shout at passengers all the time needless to say I was not involved in any shouting just observations the way they were talking to passengers who were understandably worried missing their flights Utterly disgraceful and disgusting place,negative,1.0,1.0,,,,-1.0,0.0,,,,2.0,1.0,,1.0,-1.0,0.0,,0.0,,,,,1.0,0.0
UP by El Al,airline,T Bergan,2018-04-19,Prague to Tel Aviv If you are traveling to Israel avoid el al up  Questioning for  hours treating passengers like theyre criminals bad service Will never fly again with them Avoid anything with them I dont wish this experience to anybody Do yourself a favor and take any other airline,negative,,,,,,,,,,,1.0,1.0,,,0.0,0.0,,,,,,,,
Riga,airport,Manfred Marunge,2024-06-17,The worst airport I have ever seen No overview where to find I found myself in a labyrinth of parfum shops I was looking for a Restaurant run up and down There are no  acceptable signs only fast food or bad convenience shops No quiet place where I can make my work and make a phone call with a customer There is rock music everywhere No noise reducing walls etc Security check absolutely overdone,negative,,3.0,,,,,-0.5,,,,2.0,1.0,,,-0.5,0.0,,,2.0,,-0.5,,1.0,0.0
Freebird Airlines,airline,Sara Rokis,2023-07-06,Lost my baggage and took  days to retrieve it Ruined my whole holiday Was so hard to even get a single reply Both flights delayed hrs in total Picked up my suitcases with missing wheels Awful Avoid,negative,,,,,,,,,,,1.0,,,2.0,0.0,,,-1.0,,,,,,
China Airlines,airline,Yh Neoh,2025-04-02,Very bad Small plane and the seat is super tight Seat has no inclination Suffer for the entire  hours of flight I thought EVA was bad due to their arrogance but this is worse in terms of comfort,negative,,,,,,,,,,,,,,3.0,,,,-1.0,,,,,,
Heraklion,airport,Andreia Restolho,2023-08-22,Horrible experience Unorganized Dirty very silo Disgusting bathrooms The smell of urine was so much It leaves very little desire to return  Experincia horrvel Desorganizado Sujo muito silo As casas de banho nojentas O cheiro a urina era tanto Deixa muito pouca vontade de voltar,negative,,1.0,2.0,,,,0.0,-5.0,,,,,,,,,,,1.0,,0.0,,,
Penang,airport,J Teo,2023-12-02,Horrible Waited  hrs to clear customs Poorly organised and no one was their to take charge Reflects badly on the airport and customs management Will definitely not return to Penang anytime soon,negative,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,
New York JFK,airport,R Monique,2025-01-31,Worst airport ever specifically Terminal  There arent any restaurants unless you eat Dunkin Donuts No bars No Priority Pass lounge Trash on the floor Dirty tabletops Disgusting I have a long layover  there is nothing to eat,negative,,3.0,2.0,,,,-3.0,-4.0,,,,,1.0,,,,-2.0,,1.0,,0.0,,,
Berjaya Air,airline,D Michel,2013-07-11,June  from Singapore to Tioman and back Airplane was a Dash Interior of the plane was in horrible condition dirty walls sticky arm rests The arm rest of a seat was fixed with glue Flight took about min The cabin crew served a bottle of water and some nuts I can recommend the airline if you can ignore the obvious lack of cleaning inside the plane,negative,1.0,,2.0,,,0.0,,-2.0,,,1.0,1.0,,3.0,0.0,0.0,,0.0,1.0,,-1.0,,,
Kenya Airways,airline,Mamduh Mohamed Taib,2025-02-05,Last  flights in  weeks have had cancelation and delays exceeding the flight time itself its ridiculous unprofessional and demeaning What a horrible experience especially when even customer care nor do the staff care Inflight entertainment doesnt work but they are very keen to give you headphones They actually customise their efforts in failing and let you down,negative,1.0,,,1.0,,0.0,,,0.0,,2.0,1.0,,1.0,-0.5,-1.0,,-0.5,,,,,,
Read more,airline,Anjely Rais,2025-03-09,Air India is the worst company ever They cancelled my flight from Paris to Mumbai which caused a  hour delay for my trip Then they changed my return direct flight into a stopover flight I spent hours in Delhi airport had to go through security twice,negative,,,,,,,,,,,1.0,,,1.0,0.0,,,-2.0,,,,,1.0,0.0
Bhutan Airlines,airline,C Havary,2024-10-28,Worse ground handling staff  no system  bad behaviour with kids including pushing them Changed queue  times without any established support or system Dont travel if with kids and family,negative,1.0,,,,,-0.5,,,,,2.0,2.0,,,0.0,0.0,,,,1.0,,0.0,,
Avianca Ecuador,airline,Jose Nunez,2022-08-23,Still waiting for a refund from September  Terrible customer service I am trying to reach out to someone and get help but it is impossible no body replies to my emails and if you call them you can not talk with the department in charge of refunds,negative,,,,,,,,,,,1.0,3.0,,,0.0,-2.0,,,,1.0,,0.0,,
Ravn Alaska,airline,Diana Hutt,2015-11-20,I have flown out of Homer  times this year to Anchorage and Ravn Alaska was never on time One time it was so late we missed our connectung flight This is our only choice in Homer If you take that flight make your connecting flights a few hours out and expect a delay Then you wont be dissapointed,neutral,,,,,,,,,,,3.0,,,1.0,0.0,,,0.0,,,,,,
Colombo,airport,2 reviewsA Maylen,2024-01-04,Airport is badly organised and incompetent Delayed flight but no information what to do Bag drop was  desk and took hours for small number of passengers Refused to respect our bought and paid for extra leg room seats Restaurants very limited Wifi not functional Toilets filthy Not enough seating Security xray scanning a joke,negative,,4.0,1.0,,,,0.0,0.0,,,1.0,1.0,1.0,3.0,0.0,0.0,0.0,-4.0,3.0,,0.0,,1.0,0.0
Omni Air International,airline,M Garner,2021-08-06,I am military so I am constantly flying and I have got to say this is the worst airline I have ever flown without question The seats were incredibly uncomfortable the staff was very rude We were delayed  hours because our radars stopped working midair and we had to turn around and come back As soon as there is an issue instead of resolving it they delay a whole day so the crew can get their per diem money Food wasnt bad though,negative,2.0,1.0,,,,-2.0,-0.5,,,,3.0,1.0,,4.0,0.0,0.0,,-2.0,1.0,,0.0,,,
UP by El Al,airline,T Bergan,2018-04-19,Prague to Tel Aviv If you are traveling to Israel avoid el al up  Questioning for  hours treating passengers like theyre criminals bad service Will never fly again with them Avoid anything with them I dont wish this experience to anybody Do yourself a favor and take any other airline,negative,,,,,,,,,,,1.0,1.0,,,0.0,0.0,,,,,,,,
Fiji Airways,airline,E Schayle,2024-10-09,What a horrible first impression of a country Apparently Fiji Airways doesnt count a backpack as a personal item like every other airline on the face of the Earth so be prepared to shell out  USD for the privilege of bring it on board Their service is nothing special and definitely doesnt make up for that outrageous charge Will definitely never be flying them again They just felt money hungry Lots of other tropical islands you can visit and not get ripped off,negative,,,,,,,,,,,1.0,1.0,,,0.0,0.0,,,,,,,,
Jin Air,airline,Joyce Cayanan,2020-02-01,Seoul to Manila Clark I am traveling with my disabled husband and the front desk who print our boarding pass was terrible  she gave us a terrible bad service She didnt care about all my request for my husband like wheelchair and seat assignment In short they dont care about those disabled passenger they just gonna do what they want Very poor service,negative,,1.0,,1.0,,,0.0,,0.0,,1.0,1.0,,2.0,-1.0,-1.0,,-1.0,1.0,,0.0,,1.0,-1.0
Antalya,airport,Ruben Turner,2024-09-01,So expensive Yes I know that airports are known to be expensive but this was astonishingly expensive  euros for a cab of beer The restaurant we ate at was unpleasantly busy and when we finally got our food when we were about to sit down this random woman and came and took our chairs and then other people had to give their chairs to us which quite frankly is disgusting behaviour The queues are massive and the landing from the flight wasnt the best Its a pretty bad airport,positive,,3.0,,1.0,1.0,,0.0,,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,1.5,2.0,,0.0,,,
Biarritz,airport,Nicholas Davenport,2017-04-16,Is Biarritz the worst airport in Europe Customs staff rude and inefficient both on arrival  hour to clear one Ryanair flight and departure One queue for all checkin with earlier flight people told to overtake others in the queue No visible Ryanair personnel at all,negative,2.0,,,,,-2.0,,,,,2.0,1.0,,1.0,0.0,0.0,,0.0,,,,,,
Avianca Ecuador,airline,S Sal,2025-02-17,We had a total delay of  hours Were about to take off and somehow we come back to parking spot because the airplane is too heavy so they can remove some luggage Ridiculous I cant believe this is happening Never ever agin with this airline,neutral,,,,1.0,,,,,0.0,,2.0,1.0,,,0.0,0.0,,,,,,,,
Super Air Jet,airline,Agus Rivai,2024-11-02,After  delay no notification not inform I miss my connecting flight to Istanbul Service very very bad Communication zero Service to passenger about delay zero Responsibility to passenger after  delay zero and no food no water,negative,,1.0,,,,,0.0,,,,1.0,,,1.0,0.0,,,-0.5,,,,,,
Caribbean Airlines,airline,Illianna Smith,2023-09-25,This is by far the worst airline I have ever flown with The ticket agent who checked me in was extremely rude she made me take  lbs out of my carry on and continued to harass me at the boarding gate told me that I could not take the rum on board which I purchased in the airport that its an extra piece Also she seated me way in the back of the plane last row and it was not a full flight,negative,,1.0,,1.0,,,0.0,,0.0,,3.0,2.0,,4.0,0.0,-1.0,,0.0,,,,,1.0,0.0
Madrid Barajas,airport,P Mitchell,2024-11-18,Sorry but this airport is such a joke It is old dirty chaotic there are barely any seats or lounge areas This just cant be an airport of Madrid  capital of Spain Such a shame,negative,,2.0,1.0,,,,-1.0,-2.0,,,,,1.0,1.0,,,-1.0,0.0,,,,,,
TAP Portugal,airline,A Cook,2025-01-04,TAP substituted a short haul aircraft for the long haul aircraft that they promised during booking That meant an overnight flight of  hours in an economy seat The cabin crew were rude saying this was due to an emergency change of plane But when you look at flight tracking websites you can see that they have substituted a short haul aircraft for the past  days,negative,1.0,,,,,-1.0,,,,,,,,3.0,,,,-2.0,,,,,,
Poznan,airport,A Wilson,2024-07-22,This has to be the worst airport I have flown from And I am travelling around the world on a regular basis Lack of food options the only two extremely expensive Disgusting unclean toilets no cleaning to be seen over flowing bins rubbish spilling onto the floor No air conditioning in an over crowded terminal with  degree heat An awful airport be hard to get any worse Terrible just terrible,negative,,3.0,1.0,,1.0,,-2.5,0.0,,-1.0,1.0,,,,0.0,,,,3.0,,-1.5,,,
Turkmenistan Airlines43 Reviews,airline,Muhammetali Nurgeldiyev,2020-01-24,I flew flight T  from Ashgabat to Istanbul  The plane is old The food is terrible There were no delays The staff is not bad The flight was not very comfortable The seats are uncomfortable Overall was not very satisfied because the priceperformance ratio is terrible,negative,1.0,1.0,,,1.0,-1.5,-1.0,,,0.0,1.0,,,3.0,0.0,,,0.0,1.0,,0.0,,,
Seaborne Airlines,airline,B Keane,2019-04-07,San Juan to Anguilla This is the worst airline I ever flew Lost my baggage for  days and then did not answer any of dozens of calls and emails Fly directly to St Martin and take the ferry over it will save you headaches I am not the only one with bad experiences with this airline check the internet for all the people who have suffered because of them,negative,,,,,,,,,,,1.0,1.0,1.0,,0.0,0.0,-0.5,,,,,,,
Tame Línea Aérea Del Ecuador,airline,G Dorlan,2018-06-09,Galapagos to Quito The worst airline ever We had to pay  more for the ticket at Galapagos because we were not a Ecuadorian citizen All the international travelers had to pay extra The police were involved but they didnt do anything Customers service is terrible and nobody wants to talk to you in English,negative,,,,,,,,,,,1.0,2.0,,1.0,0.0,0.0,,0.0,,,,,,
SpiceJet,airline,H Reddy,2025-03-02,Poor chaotic boarding No crowd control and boarding was like cattle are being herded Inside flight no AC till aircraft was  feet above ground and the aircraft inside was humid and sweaty Poor show Magazine bags were disorganised and dirty seats Inflight service was slow and substandard First time saw trash clearance bag placed over the serving trolley Worst flight experience of the last  years Hire me to head your flight service for a year and Ill set the system right,negative,,,2.0,,,,,-2.5,,,3.0,,,3.0,-3.5,,,-1.5,,,,,3.0,-3.0
FLYONE,airline,Raluca Lucut,2024-07-28,I do not recommend this airline to any traveler we flew from ClujNapoca to Antalya and back and each time we had a  hour delay The condition of the aircraft was extremely poor the staff extremely rude I will never fly with them again for sure,negative,1.0,,,,,-1.5,,,,,3.0,1.0,,,0.0,0.0,,,1.0,,0.0,,,
Read more,airport,Patrick Antonova,2024-09-26,Absolutely terrible experience at Orly in September  Until it improves I would advise people to avoid Upon Arrival the transfer from plane to Terminal and the ability to enter the correct Terminal for the transfer flight was a disaster Delays at every point in the journey Construction seems to have made a mess of airport movements Upon Departure the Security queue is quite simply HORRENDOUS,negative,,1.0,1.0,1.0,,,0.0,0.0,0.0,,3.0,1.0,,1.0,-1.0,-1.0,,0.0,,,,,1.0,-1.0
Air Greenland,airline,Tonny Rosing,2019-04-06,Copenhagen to Maniitsoq One of the worst airlines Very bad customer service both on board and at the airports They dont take of you or your luggage and they dont take responsibility for anything  it is always the others responsibility,negative,,,,,,,,,,,1.0,2.0,,,0.0,-1.5,,,,1.0,,0.0,,
Kiev Borispol,airport,Vera Economou,2021-03-18,Yesterday I was flying from Kiev to Vienna I passed security screening at around  local time I had a very bad experience during the security check The airport staff young male at the security screening point was extremely rude The communication was like at a military camp Airport wifi is extremely weak,negative,1.0,1.0,,,,0.0,0.0,,,,2.0,,1.0,,-0.5,,0.0,,,,,,2.0,0.0
British Airways,airline,Luis De Jesus,2025-03-16,Another awful experience by British Airways This flight was delayed nearly  hour British Airways charges an extortionate amount for their tickets but the service is bad for me,negative,,,,,,,,,,,1.0,,,3.0,0.0,,,-3.0,,,,,,
Syracuse Hancock,airport,Scott Rabe,2021-06-23,Waited  minutes thru security yesterday and was closed out of my  to Charlotte after finally getting to the gate at  Get there  hrs early these days TSA painfully slow No sense of urgency or willingness to help Horrible Cost my company thousands in missed meetings Complete joke,negative,,1.0,,,1.0,,0.0,,,-1.0,2.0,1.0,,,-0.5,-1.0,,,,,,,1.0,0.0
Sofia,airport,Tina Maratilova,2023-10-28,The worst airport in Europe Bad customer service waiting time terrible I am at terminal  and the priority line is served by only person only for all flights and economy is moving faster with two people at the check in Toilets are so dirty Disgusting,negative,,2.0,1.0,,,,-1.0,-2.0,,,4.0,3.0,,1.0,-1.5,-5.0,,0.0,1.0,1.0,0.0,0.0,,
Coimbatore,airport,2 reviewsHJJarim,2018-04-22,The airport international departure section was very bad The waiting area is very dirty The security check will begin only  hour before departure and you will have to wait outside until that time The money exchange there is a loot They charged us  inr for one usd which is almost  rs more,negative,,2.0,1.0,,,,-2.0,-1.5,,,3.0,1.0,1.0,,0.0,-1.5,0.0,,,,,,1.0,-1.0
Udaipur,airport,L Kesharat,2023-01-23,Air Conditioning does not seem functional the temp was less than  degree and was very cold Flight got delayed and the display screens were not commanded properly Big queue at Checkin and staff was too slow,negative,1.0,,,,,-0.5,,,,,3.0,1.0,,2.0,-1.0,-0.5,,-2.0,1.0,,0.0,,,
Venice Treviso,airport,Nicola Delvino,2018-12-17,This was the worst airport ever Not enough seating people sit on the floor everywhere Ridiculously long queues So disorganised All flights are delayed by at least  minutes Definitely too loaded for its capacity,negative,,1.0,,,,,-1.0,,,,2.0,1.0,,3.0,0.0,0.0,,-1.0,1.0,,-1.0,,,
Gol Transportes Aéreos,airline,R Calemo,2022-10-01,The worst airline I traveled shares flights with American Airlines business class codes do not match between airlines Poor service  hours standing expecting  people in San Pablo waiting for a Gol employee trip  days ago I still claim my frequent flyer miles They do not credit them they say they do not know if I flew incredible very bad do not use,negative,1.0,,,1.0,,0.0,,,0.0,,2.0,2.0,,1.0,0.0,0.0,,0.0,,,,,,
Freebird Airlines,airline,Magda Hayes,2024-08-16,Terrible after  mins we were diverted back to Turkey due to technical issues  hrs on plane  cup of water offered only after complaints made small pathetic cake given once airborne no compensation given as not part of EU Never have I been treated so badly I now know how being held hostage fells Never will I book a holiday that involves this company,negative,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,
Spirit Airlines,airline,P Sudeep,2025-04-01,Worst airline experience Flight delayed by  hours No refund no out of pocket expenses and the staff was extremely rude in responding to any requests One day prior to this I had same experience with spirit when flight was delayed by  hours Never flying these guys again,negative,1.0,,,,,-1.0,,,,,2.0,1.0,,2.0,0.0,0.0,,-4.0,,,,,,
Luxor,airport,A Watson,2015-01-19,Arrived at the airport from Gatwick Was pestered by touts selling visas Went to the visa  bank kiosk and got the visa there Queued at the passport control for it stamping then went to collect the baggage They are supposed to be random baggage checks but the customs men singled out the most vulnerable to look in their cases By that I mean the elderly and women travelling alone They take all your carefully packed stuff out then leave you to put it back They are rude,negative,,,,1.0,,,,,0.0,,1.0,1.0,,,0.0,0.0,,,,,,,2.0,0.0
Aeromexico,airline,Lawrence Wright,2025-03-13,Badly maintained aircraft for not very old in years Broken seat terrible paint work and dirty inside  Delayed flight Be aware even if you pay for a bag they will force you to lose seat space bag under the seat in front so other customers who havent paid for a bag can put their carryon in for free,negative,,1.0,1.0,1.0,,,0.0,-3.0,0.0,,2.0,1.0,,3.0,0.0,0.0,,-9.0,1.0,,0.0,,,
Bluebird Airways,airline,Ahlam Ibrahim,2024-07-07,I flew with Bluebird airways last week There was an one hour delay which is typical for low class airlines The flight is old and they offer no meals whatsoever I cannot say its a bad airline  They hardly answer emails,negative,,,,,,,,,,,2.0,1.0,,1.0,0.0,0.0,,0.0,,,,,,
Air Canada,airline,Gursewak Dhaliwal,2025-02-18,This is one of the worst airlines They have zero customer service They charge full ticket prices for children but dont provide food or milk for babies I have previously flown with Emirates Qatar Airways and Etihad where they provide everything you need with a smile In the past  years this is my second time flying with Air Canada and I will never fly with them again They also delay flights without a valid reason and only provide a  voucher for food if the delay exceeds five hours,negative,,1.0,,,1.0,,0.0,,,0.0,4.0,2.0,,2.0,0.0,-1.0,,0.0,,1.0,,0.0,,
Kiev Borispol,airport,Shweta Priyadarshani,2019-11-19,Pathetic airport there is no facility for water The only option you have is to buy a bottle which is costly in itself Half a litre for  euros Been to many international airports nowhere found unavailability of free drinking water Ukraine airlines also pathetic and extremely dirty,negative,,,1.0,,1.0,,,-1.5,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,,
Xi'an,airport,Bin Liu,2014-07-06,Flight from Xian to Beijing T is huge but only few entertainment facilities and shops A long queue in security check only  passageways are available Staff in security check are rude and impolite After the security check my paper bag was broken and no any staff apologized for it The toilets are extremely dirty Very bad experience and I will not go to Xianyang airport anymore,negative,1.0,2.0,1.0,,,-1.0,0.0,-1.5,,,2.0,1.0,,1.0,0.0,0.0,,0.0,1.0,,0.0,,1.0,0.0
Lynx Air,airline,E Karsanu,2024-02-23,Never again will I use this airline and will not recommend to anyone Rude mannerless staff speak with people with absolutely no respect Charged  for a small carry on box and when I emailed them about it they came up with two different stories that made no sense whatsoever,negative,1.0,,,1.0,,-0.5,,,0.0,,1.0,1.0,,,0.0,0.0,,,,,,,,
Air Mauritius,airline,Naser Alsu,2024-08-01,Do not fly Air Mauritius  go for South Africa Airlines This airline is so bad they canceled the flight  times I have to stay for  days in Mauritius I lost my hotel resvation in Johannesburg plus my business meeting and my transportation from airport Full of rubbish,negative,,,,2.0,,,,,0.0,,2.0,1.0,,2.0,0.0,0.0,,-1.0,,,,,,
Brindisi,airport,Alan Smith,2023-04-07,Hundreds of passengers all having to sit on the floor as little seating absolute juke terrible airport One high restaurant with around  people in it,negative,,2.0,,,,,-2.0,,,,,,,1.0,,,,0.0,2.0,,-1.0,,,
Brussels Zaventem,airport,L Miller,2024-09-02,Utterly terrible worst arrivals security Ive ever had the misfortune of transiting Staff care nothing queues are horrendous Its actually quicker to arrive at Charleroi and walkcrawl to Brussels Should be ashamed of themselves  centre of Europe Centre of ignorance is more appropriate Zero out of ten,negative,1.0,,,2.0,,-1.0,,,0.0,,2.0,1.0,,,0.0,0.0,,,,,,,1.0,-2.0
Freebird Airlines,airline,Sara Rokis,2023-07-06,Lost my baggage and took  days to retrieve it Ruined my whole holiday Was so hard to even get a single reply Both flights delayed hrs in total Picked up my suitcases with missing wheels Awful Avoid,negative,,,,,,,,,,,1.0,,,2.0,0.0,,,-1.0,,,,,,
Arajet,airline,Ghaidaa Arbash,2025-04-05,The worst airline I have ever used They charged me double for my return baggage compared to the price I paid on my outbound flight They claim its cheaper to check in bags online but their website is absolutely terrible  I spent two hours at the airport trying to explain the issue to their staff All they kept saying was Pay now and well refund you later The refund came in the form of a voucher forcing me to use their airline again which I absolutely will not do Terrible experience from start to finish,negative,1.0,,,,2.0,0.0,,,,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,,,
Auckland,airport,S Walton,2024-12-10,Auckland airport is third world grade seriously poor experience  departing from gate  with less than half required seats over  people standing in the small gate area after gate  was closed for an American bound flight Ive been to better equipped airports in India Kiwis should be embarrassed by this horrendous airport but then again the Air New Zealand lounge is just as bad so seems to be a theme throughout this airport,negative,,3.0,,,,,-1.0,,,,,,1.0,2.0,,,-0.5,0.0,,,,,,
Olympic Air,airline,P Laws,2023-07-21,This flight might go down as the worst ever The flight was over  hours late That is not the bad part The bad part is that all passengers were brought outside and we had to wait at least  minutes in the BLAZING sun No water as we were thru security and there is no place to get water I seriously thought that I was going to faint from heat stroke The customer service from the time I booked my flight has been awful,negative,,,,,,,,,,,2.0,1.0,,1.0,-1.0,0.0,,-1.0,,1.0,,0.0,1.0,0.0
