review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_classification
Luxembourg,airport,Tom Alzin,2023-07-17,Nice design and spacious However thats where the good news stop Security totally outdated and badly organized despite high staff number Outdated scanners no body scanner no scanners for liquids outdated tray management Constant showing of ID needed no automated gates Wifi is crap and almost instantly saturated All in all not the most pleasant experience in fact a bit outdated Shame for a country which wants to be one of progress and innovation,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Qatar Airways,airline,1 reviewsA Jalenad,2025-03-21,QR from DOH to SEA on The cabin was unbearably cold I pushed the call button to request assistance but no flight attendant responded for over an hour and when someone finally did they offered no help other than handing me another blanket This was one of the worst experiences Ive had I will be reconsidering future travel with this airline unless they take meaningful steps to improve comfort and responsiveness to passengers,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Thai Airways,airline,E Lan,2025-03-11,When I travel and if Im early I will stand by or show for an earlier flight Thai doesnt allow that and wanted to charge me THB which was more expensive than the ticket Gate agent was very rude and not sympathetic,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
T'Way Air,airline,Sharifuddin Mohamed Ali,2023-12-06,Kept on delaying but passengers were kept in the dark Announcements made only in Korean language til we have to ask ourselves what was going on when the flight will be departing etc Supposed to be a memorable family day trip to Jeju but got ruined at the end of the day Thanks to Tway,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Bandar Seri Begawan,airport,John Lee,2020-02-20,Very small airport There is no food to buy except for a small run down cafeteria with hardly any choice For an international airport this is not acceptable Wifi access is only for an hour and is very intermittent,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
TransNusa,airline,T Che,2024-09-13,Was unfortunate to try their new Subang Jakarta route Both to and from flights delayed by hrs return flight from Jakarta was pm which was first rescheduled to pm then then then and finally pm writing this review at hoping flight will take off,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Edelweiss Air,airline,Sharon Hunt,2023-12-06,The seating and leg room was completely inadequate for a long haul flight I have flown economy with other airlines and it is never wonderful but this was like a short haul economy flight I am small and only and it was like hours of torture,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Lagos,airport,Mark Patton,2016-06-04,Lagos Airport cleanliness was horrible Checkin time was outrageously long Checkin hall was not air conditioned Lounge was fine Customer service was fine not great though WiFi is not secure Flight info boards are incorrect when I flew South African Airways last year our flight was late but the board said On Time overall airport was poor,2.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Tigerair,airline,K Olivia,2022-11-08,Unorganized ground staff at checkin counter flight Don Muang to Taipei for pm Information was not cleared indicating regarding Japan Covid restrictions Did not provide alternate options for rescheduling or cancellation due to unknown circumstances Taipei airport poor quality of ground staff service especially guidelines for passengers,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Nordica,airline,Christopher Kennedy,2021-01-06,I had a business trip from Hamburg to Stockholm I hated this flight The cabin crew were quite nice but the flight itself was unbearable The seats were very dirty and the floor was very sticky like someone had spilt a soda I do not like this airline and Im not going to fly it again My meal was very dry I had to drink so much with the meal to make it somewhat bearable,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Trieste,airport,H Reade,2024-04-01,This airport has the worst seating of anywhere There is not enough and the benches that are there are metal and freezing cold to the point that it could easily give you a numb bum A second bad thing is the vip lounge not a VIP lounge as its basically a room with comfortable seating and a kettle that you have to know a PIN code to get into On the positive side its clean and has lots of space and the staff whilst not very friendly are professional,4.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Kigali,airport,Michael Mee,2020-02-12,I arrived a good hrs early only to be told that I could not enter the airport literally So I later found out whilst stood outside with the other few hundred misrable people that this is not operated like any other airport you literally can not enter heavy security and rude until they call you This can be hours sat outside Honestly baffling for such a forward thinking country a backwards airport,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Shaheen Air,airline,Mohammad Arshad Khan,2014-02-14,NL Peshawar to Jeddah B Midwest Air Flight time was am but it was hour late and departed from Peshawar at am Flight catering was done in Peshawar The food was not so tasty and the toilets were dirty Staff were not friendly,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Belavia,airline,N Balezheva,2021-02-10,Covid N Belavia My wife travelling on transit Belavia flights via Minsk was just not allowed to exit the airport even with negative Covid test so has to sleep in the airport tonight This is in a contraction with the resolution N regulating border control during pandemic period So think twice before booking Belavia tickets via Minsk,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Edelweiss Air,airline,Sharon Hunt,2023-12-06,The seating and leg room was completely inadequate for a long haul flight I have flown economy with other airlines and it is never wonderful but this was like a short haul economy flight I am small and only and it was like hours of torture,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Turin,airport,Alec Don,2019-12-29,Turin does passport checks for departing passengers The service is absolutely appallingly slow Please get your act together Turin airport border service,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Vientiane,airport,1 reviewsH Roberts,2019-11-06,Very basic all the way Very few shops or coffee places Passport and check in was fine but once through that it was bit like waiting in a big shed Finally found a food court to get a meal but was so badly signed most people did not know where it was and thats a shame as the food was good Only give minimum time to be there if at all possible,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Unknown,General,Anonymous,,"2. ""Airline Y provided an average in-flight experience. The food was edible, but not outstanding.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,1. The flight with Delta Airlines was satisfactory. The seats were comfortable but the legroom was a bit cramped. In-flight entertainment was adequate.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. ""Airline Q's flight was satisfactory. The cabin crew was professional, but the legroom was a bit limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"10. The flight with Etihad Airways was acceptable. The staff was courteous, but the plane seemed a bit old.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""United Airlines' flight from Chicago to San Francisco was comfortable. The staff was friendly, but the meal options were limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""The flight with British Airways was on schedule. The seats were adequate, but the in-flight food was average at best.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. ""Ryanair offers a practical no-frills service, but their strict baggage policy can be inconvenient.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"2. I flew with United Airlines, their in-flight entertainment selection was good, however, the meal service could be improved upon.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""I had an average experience with British Airways. The in-flight service was okay, and the flight was not delayed.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"9. My experience with United Airlines was standard. The cabin was clean, but the seats were slightly uncomfortable. The food could have been better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""The Lufthansa flight was acceptable. The airplane was clean and the flight landed right on schedule.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""Airline O's flight was tolerable. The seats were not very comfortable but the staff was friendly.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""Airline Y's customer service was commendable. The flight was a bit delayed but they kept us informed throughout.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"4. ""The United Airlines flight was mostly uneventful. The plane was a bit old but well-maintained and the flight was on schedule.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"18. ""Turkish Airlines offers a standard service. The food was fine and the flight was comfortable enough.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,15. The KLM flight was fine. The seats were comfortable enough for a short haul flight.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""Turkish Airlines' flight was quite normal. Comfortable seats, acceptable food, nothing too impressive.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. Flew with United Airlines recently. The cabin crew was polite and professional. However, the food could have been better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Airline G's flight was okay. The food options were limited but the flight was on time.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"10. ""The American Airlines flight was fine. The cabin was clean, and the staff were courteous.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. ""Airline Q provided a decent service with professional staff. The legroom was a bit limited and the meal options were limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"7. ""The baggage handling by Airline D was efficient. The in-flight meal options were limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"19. ""Flying with United Airlines was an average experience. The flight was on time, and the cabin was clean.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. American Airlines' service was adequate. The flight was on time and the cabin was clean, but the food options were not very exciting.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. The flight with Airline I was smooth and the cabin crew was attentive, although the meal options were somewhat limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,8. Airline E's booking process was easy and quick. The boarding process was a bit confusing but manageable.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"17. I had an acceptable experience with Airline N. The flight was on time, and the cabin conditions were fine.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. Airline L offered a decent service for the price. The flight was on time and the crew were professional, but the legroom was limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"17. ""The flight with Spirit Airlines was typical. The seats were a bit cramped but the crew was friendly.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. The Alaska Airlines flight was uneventful. The flight attendants were professional and the in-flight snacks were average.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"16. Etihad Airways' service was okay, the flight was smooth but the meal options were limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"20. ""Norwegian Air provided a smooth flight. The check-in process was efficient, but the food options were limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"18. The check-in process with Airline O was quick and efficient, but the boarding was a bit chaotic.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"9. ""Airline F's food could do with some improvement, but the beverages were fine.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. My flight with Airline N was fine. The seats were fairly comfortable and the food was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""I found British Airways to be quite acceptable. The staff were professional, and the in-flight meal was reasonably good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Air New Zealand provided a decent flight experience. The cabin was clean, but the meals were not particularly memorable.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,16. Cathay Pacific offered an acceptable service. The flight was on time and the crew was friendly.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""Ryanair offered a standard low-cost flight experience. The seats were not the most comfortable but acceptable for the short flight.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. The customer service of Airline L was helpful in resolving queries, but the waiting time on the call was long.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. American Airlines provided a smooth check-in process and the flight departed on time. The legroom was a bit limited, but manageable.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"19. The Qantas flight was on schedule, and the cabin was clean. The food quality was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. Airline J's flight attendants were friendly. The in-flight meal was appropriate for the price of the ticket.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. My recent flight with KLM was decent. The seats were spacious enough and the meal was good, but not extraordinary.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. ""The flight experience on Airline X was uneventful, with on-time departure and arrival. The in-flight meal was average.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"5. ""Virgin Atlantic provided a comfortable flight. The meals were satisfactory and the cabin crew was polite.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,11. Emirates provided an average flight experience. The food was acceptable and the seats were adequately comfortable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""My flight with Airline P was fine. The luggage handling was swift, though the in-flight entertainment was limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,15. Flew with Airline O and the seats were reasonably comfortable. The flight was slightly delayed but the communication was good.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,20. The flight with Singapore Airlines was alright. The food was good and the cabin crew was professional.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""The flight with Airline H was typical. The crew was polite and the plane was clean.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,15. The United Airlines flight was standard. The seats were moderately comfortable and the crew was courteous.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. Flew with Airline Z recently. The flight was slightly delayed but overall, it was a smooth journey.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"18. ""Airline O's flight was satisfactory with a friendly crew. The seat comfort was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""The flight with Etihad Airways from Abu Dhabi to London was just fine. The plane was clean, and the staff was courteous. The meals could have been better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""Airline D's staff were polite and did their best to accommodate passenger requests.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""United Airlines has a straightforward booking process, but the cleanliness of the plane could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. My flight with Airline P was satisfactory. The airplane was clean and the staff was polite, but the layover was a bit long.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Air Canada's economy class seating was comfortable enough for a short haul flight. The cabin temperature was a bit too cold for my liking.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. Lufthansa: The in-flight entertainment selection was extensive, but the food quality could be better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""Singapore Airlines offers a good service. The seats were reasonably comfortable and the food was edible.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""The Singapore Airlines flight provided an average experience. The legroom was sufficient and the food was fairly good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. My experience with Turkish Airlines was quite ordinary. The staff was professional and the flight was punctual, but the in-flight meal was not impressive.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The service on Singapore Airlines was adequate. The food was good and the cabin was clean, but the in-flight service was a bit slow.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. Airline P's flight had a clean cabin and friendly staff, but the entertainment system was outdated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Airline P offered a standard flight experience with on-time performance. The food quality was adequate, but not exceptional.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. American Airlines offered a reliable service. The in-flight meal was acceptable, and the staff were professional.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""My flight with United Airlines was typical. The boarding process was a bit slow, but the flight attendants were polite.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. I flew with Spirit Airlines. The flight departed and arrived on schedule, the seats were fairly comfortable, and the food was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. The flight with Airline K was generally good. Seats were comfortable, but the in-flight entertainment was outdated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""My recent flight with United Airlines was okay. The cabin was clean, and the staff was professional.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. I traveled with JetBlue recently. The check-in process was efficient, but the flight was slightly delayed. The in-flight entertainment was decent.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"10. ""Airline G's flight was reasonably comfortable. The food wasn't exceptional, but it was adequate for a short flight.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""The Air Canada flight was punctual, and the airplane was clean. The in-flight entertainment could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. The flight with British Airways was relatively smooth. The meal served was standard airline fare. The flight was slightly delayed, but not by much.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"18. The experience with Airline R was typical of most airlines. The staff was professional, but the food was average at best.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. Flew with American Airlines recently; the service was efficient and flight punctual. However, the legroom was slightly limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,2. I found the in-flight entertainment options on Airline Y to be sufficient for a short-haul flight. The food quality could be improved.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""The flight with Airline H was satisfactory. The Wi-Fi connection was not stable, but the cabin crew was helpful.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The flight with Airline O was satisfactory. The seat comfort was average, and the staff was polite.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. Airline T provided a standard service. The flight was comfortable, but the meal could have been better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""During my flight with JetBlue, the staff were attentive and the plane was clean. The seat comfort could have been better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""Emirates provided a satisfactory level of comfort for the long-haul flight. The in-flight entertainment was quite diverse, but the headphones provided were of average quality.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. The food on Airline N was not outstanding, but the flight was smooth and on schedule.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""JetBlue provided a comfortable flying experience. The in-flight entertainment was fairly good with a nice variety of options.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,5. The flight with Emirates to Dubai was fairly comfortable. The meals served were of good quality.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. Air Canada's service was reliable, and the staff was pleasant. The in-flight meal was acceptable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. On my flight with Spirit Airlines, the cabin was quite clean, and the flight was punctual. The legroom was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. My journey with Qantas was standard. The seats were comfortable and the staff was friendly. The food options could have been better, though.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,9. My journey with Singapore Airlines was average. The seat was comfortable and the meal was acceptable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,13. Airline J's service was acceptable. The crew was polite and the flight was on schedule.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. On my flight with Airline C, the in-flight entertainment had a good variety of movies. The seats were fairly comfortable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,18. Aer Lingus provided a standard service for my recent flight. The cabin was clean and the staff was friendly.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Airline F's flight attendants were friendly and attentive. The plane was clean but the in-flight entertainment system was outdated.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. Used Airline A for a short haul flight. The check-in process was smooth, and the flight landed on time. No complaints, no praises.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,17. The check-in process for Airline Q was straightforward. The flight was average with no major issues to report.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"7. My flight with Airline D was satisfactory. The seats were moderately comfortable, and the airplane was clean.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. I flew with United Airlines recently. The flight was on time and the seats were comfortable, but the cabin temperature was slightly too cool.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. American Airlines: The service was efficient, but the legroom was a bit limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"12. ""Airline I's in-flight service was average. The seat recline was limited but not uncomfortable for a short flight.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,7. My flight with Virgin Atlantic was fine. The seats were comfortable enough for a long haul flight. The in-flight entertainment was okay.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,4. My flight with Qatar Airways was fine. The cabin crew was polite and the food was decent.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""KLM's flight staff are usually friendly, but the quality of their in-flight meals is unexceptional.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. The British Airways flight was average. The flight departed and arrived on time, and the on-board facilities were good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""The JetBlue flight was fine with a smooth take-off and landing. The in-flight meal could use some improvement.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""I found my flight with Qatar Airways to be quite standard. The food was acceptable, and the flight attendants were courteous.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. Qatar Airways provided an average service. The flight landed on schedule, but the cabin temperature was a bit uncomfortable.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"1. United Airlines provided a fairly standard flight experience. The seats were reasonably comfortable, and the flight was on time.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. Emirates offered a decent flight experience. The food was good, but the cabin was a bit too cold for my liking.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""Airline K's flight had a smooth take-off and landing. The in-flight entertainment options were limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"6. Southwest Airlines' service was standard, and the flight was on time. The snack options were limited but satisfactory.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"1. ""American Airlines' flight was punctual and the cabin was kept clean. The food served could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""Swiss Air provided a standard flight experience. The cabin crew was courteous, and the plane was clean.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. United Airlines was comfortable enough for the long flight. The in-flight entertainment could use some updates, but the food was decent.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""The Lufthansa flight was fairly comfortable with adequate legroom. The food could have been better, but the service was efficient.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""Cathay Pacific provides a good service. The seats could have been more comfortable, but the in-flight entertainment was good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""Qatar Airways offered a good selection of movies for in-flight entertainment. The food was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. ""The legroom on Airline B's economy class was just adequate. The cabin crew was professional and polite.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. The flight with Airline E was good, the seats were a bit cramped, but the service was efficient.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""Airline F delivered an ordinary flying experience. There was a good selection of movies and the flight was punctual.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""On my flight with Airline C, the cabin was comfortable enough. The food could have been better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. ""The flight with Air Canada was on time and the staff was polite. The plane was a bit outdated but clean.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""United Airlines' in-flight entertainment was adequate, with a good selection of movies. The food, however, was just average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. I was comfortable during my flight with American Airlines. The flight attendants were friendly, and the in-flight entertainment was decent.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""Airline J provided adequate service. The in-flight entertainment was okay and the staff was helpful.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. The JetBlue flight was routine with no major issues. The in-flight entertainment options were okay, not too varied.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"16. ""Aeroflot's service was pretty standard. The flight was punctual, and the staff was professional. The plane was clean but a bit cramped.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. ""The cabin crew on Airline L's flight was polite and professional. The food, however, could use some improvement.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. I flew with United Airlines. The flight departed and arrived on schedule, the seats were fairly comfortable, and the food was decent.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. Cathay Pacific's flight was ordinary. The flight was on time and the cabin crew was professional, but the meal choices were limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"15. ""Airline L's flight was uneventful. The food was average and the service was adequate.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"18. Aeromexico: The flight was on time and the service was efficient. However, the legroom was a bit limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"10. Qantas: The overall flight experience was average, with a comfortable seat and acceptable service.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""My flight with Airline L was acceptable. The boarding process was smooth, but the in-flight meal was slightly disappointing.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,4. Southwest Airlines offered a smooth check-in process. The flight was pleasant with minimal turbulence.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,8. The Southwest Airlines flight was fine. The boarding process was smooth and the seats were fairly comfortable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""The Virgin Atlantic flight was fine. The seats were comfortable, and the in-flight entertainment was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. The KLM flight was acceptable. The cabin was clean and the flight was on time, although the in-flight entertainment system was a bit outdated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,19. The JetBlue flight was fine. The in-flight service was efficient and the plane was clean.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,1. I had a satisfactory journey with Air Canada. The seating was comfortable and the food was acceptable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. Airline K's flight was pretty standard. The plane was clean, the staff was courteous, but the food was just okay.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,4. Lufthansa's flight was overall up to the mark. The seats were comfortable but the food could use some improvement.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,16. My flight with Air India was fine. The cabin was clean and the flight departed on time. The food was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Airline P's flight was acceptable. The check-in and boarding process was efficient, but the food could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
