review_name,review_type,passenger_name,review_date,review_text,VADER_Sentiment,TextBlob_Sentiment
Royal Air Maroc,airline,Cesare Recalcati,2024-11-12,"Departure from MXP with 2 hours delay. Aircraft rather aged but clean with medium legroom. They chose to have only two toilets in the rear of the aircraft. Result: people always in line waiting their turn. Hot meal served. At Casablanca, a lot of controls, really a nightmare. Departure in time. When arriving in Malpensa, my baggage was destroyed, and the same occourred to other passengers. Lost and found office opened the procedure and gave me the information of Royal Air Maroc to proceed for the compensation. I sent all documents and RAM replied that the procedure was not right (I exactly followed what they wrote). I phoned to the telephone number they gave me and this number was not in service!! Then I contacted RAM Milan office and they told me that I had to fill the form in their website. Up to now, I have not any answer from them. The organisation of this airline is really a disaster and I won't fly it anymore.",Negative,Positive
Royal Brunei Airlines,airline,Syed Asif,2025-03-06,"Very bad experience, we were travelling from Melbourne to Dubai. Plane got problem we were 3 hours inside the plane, after that they stated we will arrange bus to take you all inside lounge. It took 2 hours and after that 1 and half more hour took them solve the problem. Our flight was 1.30 pm and plan flew 8 pm. Airline refused to reimbursed even didn't give me good reply.",Negative,Positive
Royal Jordanian Airlines,airline,1 reviewsNuttawuth Muenjohn,2024-11-25,"The airline changed my connecting flight to three days later than the original date! This means I would have to stay at the airport for three days! I called my agent for assistance, only to be told to cancel my booking and request a refund (4-6 weeks). I had to make a new booking close to the departure date, which was obviously more expensive. I was also charged ~$100 by the agent to get the refund. I will never book with this airline again.",Negative,Positive
Rwandair,airline,R Haldan,2025-01-11,Delay after delay after delay - every time. Waste a whole day with them . Madly expensive airport that insists on full security screen removing water and lighters even if you’re transiting and purchased after security in a main hub airport,Negative,Positive
Rwandair,airline,12 reviewsAnders Pedersen,2024-10-17,"Flew Kigali to Nairobi for 1st leg of a trip to the US in mid October 2024, aircraft was an extremely old and worn-out Dash-8 aircraft, hardly airworthy. About everything went wrong as their multiple added delays and postponements costing us 5 hours. The issue started from 2 weeks before with a 1st postponement and reschedule by Rwandair. I realised a hastily shrinking, narrow timeslot in Nairobi could cause me missing onward flights so asked them to travel ½-1 day earlier to avoid trouble. They refused to prepone and claimed that 70 minutes transfer time was sufficient. On a further announced delay, they then forgot to adjust arrival time; de facto leaving me with only 10 minutes for transit before final, unannounced added delay. Rwandair resumed no responsibility and in airport they refused my request to rebook me to their direct flight Kigali to Paris as my routing to the US would pass Paris anyway. Thus, I lost 2 days stranded in Nairobi. On the positive side: luggage checked in to final destinations despite not all legs were with the airline. Access to their Dream lounge granted in Kigali; the lounge is fine, but it appears lounge staff eat most of the hot snacks meant for passengers. Onboard, FAs and services are fine, my special hot-meal accommodated, drinks were plenty. The interior of aircraft was very worn, tapes padding, patches, scratches, and everything appeared shaky. Worst was the incredible noise from the propels and engine, making it a very shaky, nightmare-like flight. A last minute, new delay was said the be replacement of a spare-part, not very comforting. Could not hear announcements. The airline suffers from lack of airline partners and lack of aircrafts. The new airport being built in Bugesera seems superfluous and overkill, would likely only be used to 5% of its huge, ambitious capacity.",Negative,Positive
Rwandair,airline,C Laneyso,2024-06-23,"Fly at your own risk. First and last time to fly with this company. Changed the hour of departure 3 times without any remorse. Hospitality at its lowest,. At Kigali, they had the nerve of changing my seat without any explanation, i decided to ask why only to be rudely replied and no answer to my question. Treated like i was flying on their expense The food part, i am short of words. Security check in Kigali left me wondering if we are criminals. Their staff in the airports are horrible. If you want value for your money try something else. Never again, wish i had read the online reviews before booking with them.",Negative,Positive
Ryanair,airline,Chrysoula Rokana,2025-02-10,"The staff during our boarding from Stansted to Athens, made me pay for my baggage. If I didn’t pay she wouldn’t let me board the plane. My baggage was under the 10kg. (I had paid for 10 kg) It didn’t fit though in the measuring guide they have. I put out some clothes so that it would fit. She still refused. The suitcase fitted but she still persisted that I have to pay or the plane will leave without me.",Negative,Positive
S7 Siberia Airlines,airline,Igor Chernyak,2022-02-08,"Will never use them again. Booked a return ticket from Seoul to Novosibirsk via Vladivostok. The airline cancelled the return flight just one week before departure without any explanation. The refund was not received till now. First they said it will take 10 days, after 1 week they said 30 days. Cannot trust even a word what call center says. The flights from ICN to OVB were horrible. The line in Incheon airport was so slow, because airlines didn't want to pay to get more ground staff. The food on board is just a joke, impossible to eat. The water is provided only if you ask for it. Flight attendants don't bother to wear face masks at all. The seats are the most uncomfortable I've ever seen. The tickets are so overpriced. They charge the price of high quality airlines but provide the service below low cost carriers. Will never even think to fly with them again. Would prefer Aeroflot via Moscow. The flight is longer but much more comfortable. S7 should change their customer service policy or just stop operations.",Negative,Positive
S7 Siberia Airlines,airline,D Robinson,2019-12-05,"Tyumen to Moscow. I bought a  ticket from Tyumen to Johannesburg, South Africa but when I checked in at Tyumen airport, they would not allow my hand luggage. They insisted it was not allowed although I bought the ticket through S7.",Negative,Neutral
S7 Siberia Airlines,airline,L Kalikov,2019-11-20,Guangzhou to Moscow. Slow on board service and inattentive ground staff. it took two hours to get my tomato juice after I repeatedly requested it from cabin flight attendants.,Neutral,Negative
SA Express,airline,A Zulu,2019-12-09,"Flight SA 1779, scheduled to leave Johannesburg to Gaborone at 18.40, on Sunday 8 December 2019. All of a sudden, the  departures boards show 20.25 departure. No explanation given. Okay, I thought, I will wait. It is now 20.40, we are still waiting at Gate A28, there is no staff, no explanation, no bus ... nothing! We have just been left at the gate, I am not sure if SA Express wants us to guess if we will leave or sleep at Gate A28! Why this kind of treatment?",Negative,Positive
Safi Airways,airline,Andy Mcfarlane,2016-02-17,Safi Airways are terrible. The cancelled all their daytime flights for Feb 2016 at some point in January 2016 but never told me my flight (11 Feb) was cancelled until I contacted them. I rebooked with flydubai. I contacted the Customer Services dept and asked when I was due to be informed by the airline about the cancelation but they just fobbed me off. After a heated exchange I demanded my money back. I was told on 01 Feb my refund had been processed. 17 days later I am still waiting! The day before the flight (18 hrs before departure) I received a call from Safi to tell me my flight had been cancelled and did I want to rebook for a later date. The Customer Service Agent told me that there was no indication that I had already requested the refund twice previously and did I want to rebook. I declined. I am still waiting for my refund. Bite the bullet and pay the extra $30 to Fly with Fly Dubai. If I could give minus scores I would!,Negative,Positive
Safi Airways,airline,D Oakes,2010-07-18,Our flight from Kabul to Dubai on the weekend was delayed because Safi Airways hadn't paid its fuel bill.,Negative,Neutral
Safi Airways,airline,R Konig,2009-09-30,Kuwait to Kabul return. Flight operated by a B767 which was okay condition. The flight attendants worked hard as flight was full IFE is poor. There is one big screen at the front of the cabin. I would recommend Safi Airways to other people over Kam Air.,Neutral,Positive
Salam Air,airline,Haragopal Tummalapalli,2025-02-24,"DXB Terminal-2 staff informed Flight will be delayed, they exact delay and other information was provided by Salam Air staff as they are supposed provide or aware.  After counter opened we requested about the status of the flights DXB-MCT-BLR connecting flight, whether it will be adjusted with other Airlines or it will wait for us or what is the status. Salam Air staff told flight will be waiting in MCT Airport and more details will be provided in MCT Airport by concerned Salam Air staff and DXB Salam Air staff issued boarding passes for the both flights. Flight was supposed to depart at DXB Terminal-2 at 20:05 Hrs, but it departed around 00:00 Hrs. Flight landed at Muscat Airport around 01:00 Hrs. 5. We have approached Transfer desk for the Transit Flight. Muscat Airport staff told No Staff is available related Salam Air being a weekend and flight MCT-BLR departed MCT as per schedule. Then we asked what is the status of Transit passengers travel. They responded we will get back to you. Co-passengers tried to call 24X7 Customer care numbers 1210. There is no response.  After continuous follow-up and multiple discussions with the Muscat Airport Staff at Transfer Desk  some authorized person came, we are not sure who is he. He conveyed and assured us, we will arrange alternative flights for your respective destinations in India quickly for sure and he left that place. At Transfer counter we have given our multiple options with different flights from MCT to different flights/locations in India. They are not ready to accommodate or not ready to discuss with other Airlines people also.  After multiple discussions they told we will try to accommodate in other flights. In between we requested for water and refreshments. As there is no action until around 10:30 Hrs I booked tickets for my Family in another flight which was scheduled at 12:45 Hrs Air India Express (MCT-LKO-BLR) with more cost.",Negative,Positive
Sansa Airlines,airline,Ashley Bloom,2025-02-08,"This is the worst airline I've ever flown. 2 out of 3 booked trips were cancelled at their fault. Humorously, on the day that they tried to get me and another cancelled passenger on the next flight, their pilots decided to fly 2/3 of the route, stopping over in Tamarindo (before my destination Nosara), and then without any consultation with several of us on the plane who would have happily got off there and taken a cab, forgot to check the sunset time and flew us back to San Jose. Thereafter their San Jose ground staff debated for an hour that they had fulfilled the conditions of carriage (LOL) and staunchly refused to compensate with a hotel room or replacement flight for marooning us in San Jose (and losing my regional booking), and then when they finally conceded, they put myself and another passenger who I had just met in the same hotel room. Of course I fought this nonsense, too. Hard to imagine a meaner or more immature form of conduct. In another case, trying to get a flight back to San Jose after my trip in Nosara a few weeks later, they cancelled a flight with under 10 minutes notice, and thus myself and a handful of others lost follow-on bookings, including two unfortunate French teenagers who lost their $2000+ flights back to Europe. They have now taken almost 1.5 months inventing conditions to give me a refund, which cost me another 500-1000 EUR in forward bookings lost Their leadership is incredibly uncaring, unaccountable and lazy. Pay ~15-20% extra to fly with Costa Rica Green Airways and give this awful airline no business. They are disgraceful.",Negative,Positive
Sansa Airlines,airline,M Benedek,2019-04-23,"Quepos to San Jose. Well, my family and I were suppose to fly with Sansa, but after waiting at the airport for a while we were told the flight was cancelled and there were no other flights for us. The counter person said we would be refunded our ticket price. However, when I inquired with the airline several days later I was simply told that they do not give refunds, even when they cancel a flight. Avoid this airline.",Negative,Positive
Santa Barbara Airlines,airline,Z Janus,2016-12-14,"I'll not fly again with Santa Barbara Airlines again. Flight from Panama City to Caracas was cancelled. Waited in line for 2 hours just to get to the counter for the hotel they were offering. The staff did not seem well prepared to handle the situation - ""maybe you fly tormorow"". They called us to be at airport at 3:30 pm for another 3.5 hour wait for check in and the flight will leave at 9:40 pm and again there was delay. The staff don't provide any clear information and are not really helpful. Avoid this airline if you don't wanna waste your day, time and money.",Negative,Positive
Santa Barbara Airlines,airline,Robert Hill,2015-07-03,"We arrived to the airport about three and a half hours early. The line to check-in extended across most of the terminal. The line moved about twenty feet in 2.5 hours. My wife (who was the only one flying to Caracas) went to the counter to find out what was going on but was told nothing. When we finally reached the counter and checked her bags, we were told that her flight was canceled and that they would try to get her on a flight at 10 PM that night. We were trying to avoid her arriving in Caracas so late and there was another flight at 4 PM, which we asked if we could add my wife's name to the wait list. After a lot of back and forth, we finally got her name on the list and she was able to get on the flight. While I understand that mechanical problems are out of their control, transparency with their customers is. We spent almost eight hours in the terminal waiting and fighting with SBA to get my wife on a flight that arrived in Caracas at a reasonable time of the day. What I don't understand is being left in the dark for so long. They could have easily told everybody in line that the plane was experiencing mechanical trouble and would not arrive on time. What I also don't understand is their customer service number seems to put you in an infinite loop that does not get you to a human to speak with. If we ever travel together to Venezuela we will use another airline. SBA saved us a few hundred dollars, but I am not sure if it was worth it.",Negative,Positive
Santa Barbara Airlines,airline,L Garcia,2014-02-17,Miami-Caracas-Miami. My flight was one hour late it took off and 1 hour 15 minutes after taking off the captain came on the speaker and said we had to return to Miami due to technical difficulties. At that point flight attendants had already served most of the passengers dinner they came through again and picked up all the trays. We got back to Miami and were asked to leave the airplane. The flight from Miami to Caracas is about 3 hours. If we were more than an hour away from Miami and were having dinner I could speculate we were about half way through Caracas. Which means we were closer to Puerto Rico or many other Caribbean Islands than Miami. Yet the decision was made to return to Miami. The airplane was a very old 757.,Negative,Positive
Santa Barbara Airlines,airline,F Zabala,2012-01-04,"Miami to Caracas to Guayaquil to Quito. Quito to Caracas to Miami. Flight from Miami to Caracas was delayed a couple of hours but we expected this and planned accordingly. Flight attendants were polite and professional and the food and beverage service up to expectations. The layover in Caracas was confusing as I have never travelled through here before. We exited and were directed to a very long line where one ticket agent was checking off tickets for the connecting flight and then directed us to proceed through security. My fear that we were going to miss our flight was quelled when I realized the entire plane of passengers was in this line. The biggest reason for delay in Caracas was the lack of respect from passengers when it came to boarding the plane ""Only rows 30 to 20 can board"" meant nothing to people who constantly cut in line to attempt to board. I do wish there were more direct flights from Caracas to Quito without the stop in Guayaquil.",Negative,Positive
Santa Barbara Airlines,airline,L Wade,2011-09-07,We booked a round trip from Miami to Quito. Our trip to Quito had a layover in Venezuela supposed to be 2 hrs. We landed and saw it was delayed for another 5 hrs which put us at 7pm departure. We waited till 7 no plane and no word. We waited until 9 this went on until 2 in the morning. After we boarded the pilot told us we would be going to Guayaquil. After a lot of confusion they bus us to a hotel and tell us we will fly out in the morning. I had to pay for the hotel I booked and did not use. On the return trip we were scheduled to leave at 10 am we didn't end up leaving till 11am but we had another layover in Venezuela. We were supposed to be leaving at 3.30pm. That came and went with no explanation. It is now midnight still no plane and they tell us 2 am but the board says 3am. I have booked a hotel for the night in Miami which once again I am not using.,Negative,Positive
SATA Air Azores,airline,B Maltov,2025-01-30,"Unfortunately is not an airline you can rely on. If you experience a delay, they will ignore every possible way to fulfill their legal obligations.  It has been 8 months since I filed support case and I am still waiting for the compensation I am entitled to under EU regulations for a delayed flight. Their team has acknowledged that I qualify for the compensation, but they have done absolutely nothing to resolve the matter. This level of neglect and lack of accountability is unacceptable from an airline that claims to value its customers.",Negative,Positive
SATA Air Azores,airline,B Malatov,2024-08-27,"SATA delayed my arrival to the point of destination by 9 hours. They adjusted the schedule 7 days before actual departure time, this was not related to weather or anything like this, rather operational reason as I confirmed later with their support. Overall experience with how they handle this situation is frustrating. First of all, they allocated me to the flight which was not the one soonest available in the schedule, but the one later. Secondly, one hour before departure, they informed me that flight won't be the direct one anymore and it will have a technical stop elsewhere, which added an extra time to overall delay. Thirdly, i was never offered any vouchers for meals, i was never asked if I am ok with a new itinerary and so on. I have to call their support, scroll their website to find info. Person on check in counter showed no knowledge and just sent me to the website again. I submitted all the expenses and claim for compensation, but 3 months after I received no updates, not a single word. Contacted support over live chat but the only recommendation was to keep waiting, What a shame!",Negative,Positive
SATA Air Azores,airline,Chris Whittaker,2024-04-14,Spent 12 hours in airport with minimal information as flight cancelled then rebooked then cancelled again. Gate area is like a third world airport with no accurate information and no seating with many sitting in the floor. Would never visit Azores again until they improve their Airline.,Negative,Positive
SATA International,airline,Olivier Leprohon-Dionne,2023-06-05,"Arduous experience with SATA Airlines. My luggage was delayed for ~3 days, with no updates in between. They couldn't tell me where my luggage was or if it was on its way. Since I did not know when or if I would get my luggage, I had to make purchases totalling more than 150 euros. I had to cancel planned activities because I didn't have my hiking shoes, had to call several times a day and finally go back to the airport. They offered 80 euros and only acknowledged ""1 overnight + 1 day"" when I left on the 27th and got my luggage by midday on the 30th. This is not even up to their own policy. Customer service is poor. Of the 3 flights I had with them, 2 were delayed, and 1 was missing my luggage. Avoid SATA Airlines if possible.",Negative,Positive
SATA International,airline,1 reviewsD Warten,2021-12-22,"Food was quite good and I am not very picky towards food. Air nozzles above the seats were disabled for the entire flight, so the air was very stale. The stewardesses refused to turn the air on after several requests. Stewardess did not bring me water to drink after I asked her two times in a row. The airplanes are old. I had to pay extra weight since I was carrying a whopping 4 suitcases, at $200 per suitcase, which was double the industry standard. Ever since I am trying to avoid any (air) travel whatsoever since I know I will have to fly SATA (Azores Airlines) again since they are the monopoly here.",Negative,Positive
SATA International,airline,A Harkel,2020-04-05,Terceira to Lisbon cancelled in July 2019. They refuse to pay flight delay compensation mandated by EU law. Email answers from customer service take months. Very pretty islands and nice people but SATA is a disgrace for Azores.,Negative,Positive
SATA International,airline,I Caneira,2019-07-03,"I flew Boston to Lisbon via Ponta Delgada on Tuesday, June 25th. I was flying with 4 other people, and my daughter purchased four of the tickets (mine and three others together). When we checked in at Logan, the agent tagged the bags incorrectly. When I got to Lisbon on Wednesday, my bag did not, and no one could tell me where it was. My daughter called the agency in Fall River, and a woman said to her that she would need to call Logan lost and found. My daughter then started calling Lost and Found in Lisbon. On Thursday, she emailed Lost and Found in the Azores who then told her that the reason they could not find her bag is that it was mislabeled with someone else's tag if she could describe the contents, which she did. She then called Fall River to ask what the limits of per diem were because of the lost baggage. They told her that they did not know and she would need to ask Lost and Found. Finally, the bag was found in Praia, Cape Verde, but no one could seem to confirm this, and no one could get it out of the country. When my daughter called Sales in the Azores to ask about flights out of Lisbon in case I had to leave earlier than the planned date because I did not have any items left, they told her I would have to pay a change fee. If I did not want to spend a change fee, I would have to get authorization from a Supervisor in Lisbon. The number the woman gave was bogus, and no one could be found. After 85 phone calls (not an exaggeration) and 6 days, my bag finally arrived in Lisbon. Customer service is non-existent; none of their employees (except for one) no anything about anything. One woman even tried to tell her that SATA has no agents in Praia because they don't fly out of there. They fly out twice a week. No one has apologized for screwing up twice and ruining my vacation and for having zero information about anything. Avoid this airline like the plague; it's a nightmare.",Negative,Positive
Saudi Arabian Airlines,airline,D Martin,2025-01-26,"I recently flew with Saudia from Beijing Daxing to Riyadh and onward to Istanbul. Before booking, I was quite apprehensive due to the many negative reviews I had read, which mentioned issues such as impolite staff and frequent cancellations. However, my experience was far from those criticisms. From the start, the airline proved to be reliable and professional. Both flights departed and arrived as scheduled, with no delays or complications. The cabin crew were polite, attentive, and made the journey comfortable. Their professionalism and courtesy exceeded my expectations. The only area where I feel Saudi Airlines could improve is in their food service. While adequate, the meal options and quality could be better refined to elevate the passenger experience further. Overall, I take my hat off to Saudi Airlines. They exceeded my expectations and proved the negative reviews wrong. If the need arises, I wouldn’t hesitate to fly with them again.",Negative,Positive
SCAT Airlines,airline,Jurica Jurasić Kapun,2024-06-28,"Less than 24 hours before the flight they moved the flight 3.5 hours earlier (from 13.05 to 9.30) which really inconvenienced me, since I had plans for the morning before my departure. I specifically booked this flight because of the time it was scheduled to fly, although there were earlier flights available. I have never experience a situation where a flight is moved earlier, but also on such a short notice, it is just ridiculous. I arrived earlier at the airport. Boarding started 5 minutes after the plane was scheduled to depart. And in the end the take off was delayed for 1.5 hours.",Negative,Positive
SCAT Airlines,airline,K Landrov,2018-01-13,"Almaty to Oskemen. I flew this airline before and it was ok, but this time my bad experience started with the check-in, where I was offered to either pay 5000 tenge to the check-in attendant or 7000 to the cashier. It could lead to a situation when I could be missing a bag, but on paper everything would be just fine. I was also told that supposedly my hand luggage wouldn’t fit, so I would have to check it in, while according to their website my bag is exactly what it should be. I had my laptop in it, and there was no way I was going to check it in. I called their Almaty office to complain, but they hung up on me in the middle of conversation. The aircraft that they gave us was sitting in the cold overnight and the ice that accumulated inside started thawing as it got warmer and a number of passengers had water dripping all over them. The flight attendants acted as if it were a normal occurrence. They are cheap, but I am not sure it is worth it.",Negative,Positive
Scoot,airline,Piper Clarke,2025-03-03,Scoot Flight departure time changed by almost 24 hr from Sun ~1 pm to Monday ~ noon. Not well communicated. Had to buy a ticket on Cebu Pacific to make it back in time for work on Monday.,Negative,Neutral
Scoot,airline,Ho Keong,2024-11-26,"On this route, Singapore - Miri - Singapore delay at least 30 min. Today is more than 2 hours. Avoid taking this route, besides it is more expensive after AirAsia pull out of this route.",Negative,Positive
Scoot,airline,S Tanweova,2024-11-23,"Very annoying flight in the middle of the night, delayed by 2 hours. Unsenseitive staff to passengers - they were keep waking me up for blanket, food, earphones, etc. If someone is sleeping in the middle of the night, do they want to eat? No charges points for devices, but their recorded message keep saying about charging points. Usually airlines allow passengers to sleep on unoccupied rows - not this airline. They had at least 6 free rows, and they wanted to get extra money/upgrade for that. The fact that the airplane was 2 hours late, and announced second delay very late, when everyone were already in the airport is ok for them.",Positive,Negative
Seaborne Airlines,airline,C Burdill,2018-08-30,We bought tickets to travel to Puerto Rico from St Thomas 8/19/18 unfortunately the flight time was mixed up. I call the Seaborne agent and found out the next available flight had only one seat wish would have cost us $99 each to change our same day flight and we were catching a cruise so we had to be there for a certain time. I'm certain she realize we will not make that flight and you would think good customer service would kick in and say if you don't make this flight we will cancel your reservation. We bought tickets for $360 one way to Puerto Rico on Cape Air. On our return trip 8/26/18 gone to Seaborne counter we had no flights. Call the agent again and got the same lady. Her explanation was we were no show so they cancelled our booking. After I spoke to this same person before our trip she knew our situation and didn't even offer any instruction on the policy of the airline. So I spent another $330 to get a ticket on JetBlue to flight back to St Thomas. You would think she would try and assist me no instead she said it was $200 one way for her tickets a $25 booking fees to flight back to St Thomas on Seabourne. This was a very expensive learning experience. I lost over $1000 on a $300 trip. Your agent said to me I should have read the policy. This airline will never see us again and I will never recommend.,Negative,Positive
Seaborne Airlines,airline,K Birley,2017-10-18,"St. Thomas to St. Croix. We purchased tickets on Seaborne as part of a family Thanksgiving celebration scheduled for Nov 2017. My parents have several medical issues; availability of medical facilities are a requirement wherever they travel. The Virgin Islands were devastated by Hurricanes Irma and Maria in September 2017. My personal home was severely damaged, our island was destroyed, and most importantly, the medical facilities and electrical systems were destroyed. I requested refunds of travel tickets from both American and Seaborne for the same reasons. American refunded my parents tickets within 24 hours; Seaborne, however, has refused to do so citing a provision that it was not their fault and therefore they will offer a 1-yr rebooking option only. We are prohibited from even selling the tickets locally to someone else who could use them. Needless to say, this is not acceptable. We are leaving the island, we will never be coming back, and neither will my parents. Seaborne had an opportunity to rise above petty policy provisions and provide for a base of enthusiastic customer support and they have squandered it. The adage of a satisfied customer tells 10 people, a dissatisfied customer tells 1000 holds true in this case. I urge any traveler to the area of the USVI who wishes to travel between the islands to use alternate travel modes, there are plenty.",Negative,Positive
SereneAir,airline,Ubaid Ullah,2024-05-15,"Just had a really disappointing experience on Serene Air flight ER-525 from Lahore to Karachi on May 14th. I got to the boarding gate early (around 10:58 pm for an 11:25 pm flight) but ended up getting denied boarding. Now, things happen, I get it. But what really bothered me was how the staff handled it. There were three staff members, and none of them seemed interested in even talking to me! It felt like they completely ignored me. No explanation for why I couldn't board, no attempt to help me rebook, nothing. It was like I was invisible! Super frustrating, especially since I had to scramble and book another flight on the spot (of course, at my own expense). Look, I'm not one to make a fuss, but the way they treated me was just not right. Hoping Serene Air can look into this. Maybe some communication training for the staff is in order? Anyway, just wanted to share my experience in case it helps anyone else out.",Negative,Positive
SereneAir,airline,Omer Iqbal,2024-04-06,"Still waiting 9 hours for my flight to even open check in. Always choose something other than this terrible airline. If Serene airline is your only choice, it's better to not travel.",Positive,Negative
Shaheen Air,airline,7 reviewsFawwaz Asrar,2015-06-26,"Very poor service overall. We were 5 persons in total and none of us got adjacent seats to each other. Highly mismanaged and overloaded overhead compartments. Food was good, cabin staff was very cooperative.",Negative,Positive
Shandong Airlines,airline,G Paksha,2018-11-29,"New Delhi to Guangzhou via Qingdao. Shandong Airlines maybe ok in China but internationally it is pathetic and has most callous and careless staff and is not worth flying. In Delhi this is the only airline which does not have a desk at the international airport, where passenger booking related issues can be looked into and sorted. On my last journey this airline caused extreme inconvenience to me and my wife. They changed my name in their system at backend and on reaching airport I was denied boarding as the name on my ticket and in this airline system was not matching. The mistake of changing my name entirely was identified to be committed by Shandong airlines staff. They changed my first name and denied me boarding.  The ground and city ticketing staff was rude and most inconsiderate with their concern only in separating my wife and me at time of flying.  On return, from Beijing to New Delhi, I confirmed with their staff a day prior for any issues in my return ticket so I do not face such surprises at Beijing airport again and that too in China where language is a big problem. I got an ok from the airline. However, at check in counter, I realized this airline staff had now put my passport number wrong in the system and caused us panic at 11 in the night. They are considered by a section of international passengers only because they are cheap and have a higher baggage allowance, otherwise this is a pathetic airline. Best to be avoided and rather fly more renowned airlines in future.",Negative,Positive
Shandong Airlines,airline,J Xu,2018-11-20,"I booked Shandong Airlines Xiamen to Chengdu. After booking, I log in to the app self-service check-in every day. The result is not open online check-in. Arrived at the airport at 5:24, the airport self-service machine could not be checked in. I went to the economy class counter. At that time, I showed the L11-L15 counter. I only opened two counters. When I arrived, I told me that I was late. For three minutes, I requested to apply for the check-in. If I didn't, I went to the window. The duty officer told me that I couldn't solve it. I can only refund the ticket or the afternoon flight, and I can't transfer other airline flights. After that, I can still contact the official website. The same answer. Due to urgent circumstances, other airlines will continue to fly to Chengdu and refund the ticket at the Shandong Airlines app. First of all, the Shandong Airlines app can't be unreasonable in advance. The airport self-service check-in is still unable to handle the self-service check-in. The same is the problem of Shandong Airlines or the problem of Xiamen Airlines Airport. No counters were added in the case of a large queue of check-in queues at the counter. In the case of my advance, I was unable to check in the airport and Shandong Airlines. Secondly, why can't I sign another airline, I also proposed that the payment to sign the mountain customer service still refused, during which the airport staff of Shandong Airlines Xiamen told me If you go to Ctrip where you can buy it, you can sign it. Isn't this the overlord clause? For the sake of trust, the official app booking is not as good as the agent? Strictly request to return the ticket price!! After I dialed 12315, the Xiamen Airlines staff told me that they were not prepared to refund my money, and I deleted the app refund application without my consent. I would never choose it again.",Negative,Positive
Shandong Airlines,airline,J Senton,2018-05-12,"Guangzhou to Shanghai. A bad airline at the level of the third world. Flight was delayed without explanation for passengers for more than two and a half hours. No information was given. It was also not known how long the flight would be delayed. We had to make a follow-up flight, because of the lack of information we could not call and announce when it was coming. According to the IATA Regulations, the airline must assist in the event of a delay. The flight itself was in an old-fashioned old-fashioned airplane, broken chairs, uneven, and tattered. A ridiculous meal that even on an internal cabin flight was a better meal. Of course, the company did not apologize to the passengers for the back, did not provide a team to deal with the consequences of the rear, and completely ignored the passengers and the damage caused them. This is the first and last time I fly with them and recommend that everyone stay away from this company.",Negative,Positive
Shandong Airlines,airline,P Couline,2017-08-25,"I traveled from Guangzhou to Jinan and I was happy with the service. The airline even replaced my suitcase that broke during the flight. Calling Shandong Airlines and deal with their customer service was not a pleasing experience. The customer service lady was unprofessional. When I asked questions, she would not reply to me and she eventually hang up. Bad customer service personnel. She did speak English but constantly ignores my questions.",Negative,Positive
Shandong Airlines,airline,25 reviewsAlain Kupferman,2015-11-01,"Surprisingly nice flight for a Chinese airline. The business class (named first class) is of the usual type in China, i.e. 2 rows of 4 seats, with old seats and small reclining angle. The crew was very attentive, wine (Chinese) was decent, and so was the food, nothing special but ok. Reading material is of course restricted to the China Daily, and there is no individual entertainment, but, on a 4 hours flight, especially on a night flight, this is not essential. Flights both ways were on time. I would recommend this flight, as it is the only airline to fly directly between Bangkok and several places in the Shandong province; schedule is terrible, but it is still better than transferring.",Negative,Positive
Shanghai Airlines,airline,25 reviewsAlain Kupferman,2023-08-15,"Shanghai Airlines has the same level of quality as most mainland Chinese airlines, an abysmal low one. Old fashioned business class seats, one of the worst meals I ever had in my long flying life, indifferent crew, the only positive point being the appropriate schedule.",Negative,Positive
Shanghai Airlines,airline,Julie Peters,2019-04-12,"Shanghai to Phuket. I bought this ticket because it was cheaper than the other options. The flight was alright, the attendants were nice, but when I got to Phuket... no bag. I had checked just one bag with all my stuff in it for my trip. Now it’s been 2 days since I landed and no one can tell me where it is. It was scanned in Shanghai and seems to have disappeared. My emails to the company have gone unanswered. My hotel has been calling the airport each morning to check and see if it has arrived and so far, nothing. The first two days of my trip have been ruined. I came here to do some training, yet all of my training gear was in my bag.",Negative,Positive
Shanghai Airlines,airline,Kevin Lim,2019-02-05,"Shanghai to Seoul. The first and last time riding Shanghai Airlines and  China Eastern Airlines. The check-in was chaotic because only 3 or 4 check in counters were opened. During the security checkpoint, the checking was way too slow for me, and I was waiting 3 hours. It was the final call for boarding- and I was bussed, and I rode the airplane, but it was delayed for 16 hours for no reason, staying in the airline and the flight attendant gave only me nothing. No offerings, no services, and no refunds.",Negative,Positive
Shenzhen Airlines,airline,Adrian Pritchard,2025-01-06,"I have never encountered a cabin crew who repeatedly tells me to be quiet because I’m speaking too loudly until this flight! It was a very noisy and old plane. The passenger next to me and I started chatting. This seemed to really annoy one member of the crew for some reason!  IFE was awful and consisted of a handful of very old films in Mandarin. Food was ok, prawns were an unusual choice for an airline. The apple juice was either off or some kind of super budget brand. Horrible.",Negative,Positive
